"plh0218","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Not Employed","360","0.221965133103054","0.201684905856403","0.242245360349705"
"1 Strongly disagree","2005","16-34 y.","Employed","1118","0.30401638636837","0.28919478145172","0.31883799128502"
"1 Strongly disagree","2005","35-65 y.","Not Employed","1267","0.479049911844712","0.460154150887245","0.497945672802178"
"1 Strongly disagree","2005","35-65 y.","Employed","4303","0.49276472028029","0.482378603054394","0.503150837506185"
"1 Strongly disagree","2005","66 and older","Not Employed","1954","0.55487500412159","0.538480461305545","0.571269546937634"
"1 Strongly disagree","2005","66 and older","Employed","127","0.630916543802564","0.568003294107523","0.693829793497605"
"2 on scale 1-7 ","2005","16-34 y.","Not Employed","346","0.212470112207363","0.192507684638775","0.23243253977595"
"2 on scale 1-7 ","2005","16-34 y.","Employed","957","0.259651957646401","0.245524598179318","0.273779317113484"
"2 on scale 1-7 ","2005","35-65 y.","Not Employed","634","0.215658731436356","0.200102227534203","0.23121523533851"
"2 on scale 1-7 ","2005","35-65 y.","Employed","2263","0.243067167620902","0.234156289320387","0.251978045921417"
"2 on scale 1-7 ","2005","66 and older","Not Employed","777","0.213636607742896","0.200115563970847","0.227157651514944"
"2 on scale 1-7 ","2005","66 and older","Employed","54","0.184681788481045","0.134091229402171","0.235272347559918"
"3 on scale 1-7 ","2005","16-34 y.","Not Employed","260","0.154227648144436","0.136602256851743","0.17185303943713"
"3 on scale 1-7 ","2005","16-34 y.","Employed","539","0.14825137056948","0.13680145434146","0.1597012867975"
"3 on scale 1-7 ","2005","35-65 y.","Not Employed","280","0.102519920943303","0.0910465116623065","0.113993330224299"
"3 on scale 1-7 ","2005","35-65 y.","Employed","879","0.096437837710056","0.0903054240743533","0.102570251345759"
"3 on scale 1-7 ","2005","66 and older","Not Employed","286","0.0796462898810672","0.0707148619731305","0.0885777177890039"
"3 on scale 1-7 ","2005","66 and older","Employed","15","","",""
"4 on scale 1-7","2005","16-34 y.","Not Employed","243","0.159273789648049","0.141415890842999","0.1771316884531"
"4 on scale 1-7","2005","16-34 y.","Employed","481","0.118946878111363","0.108515905617571","0.129377850605154"
"4 on scale 1-7","2005","35-65 y.","Not Employed","241","0.101081893248547","0.0896801122750509","0.112483674222043"
"4 on scale 1-7","2005","35-65 y.","Employed","662","0.0741127609345343","0.0686708148346169","0.0795547070344516"
"4 on scale 1-7","2005","66 and older","Not Employed","251","0.0731972682350985","0.0646051186841374","0.0817894177860595"
"4 on scale 1-7","2005","66 and older","Employed","12","","",""
"5 on scale 1-7","2005","16-34 y.","Not Employed","189","0.111049361393626","0.0957163392397785","0.126382383547472"
"5 on scale 1-7","2005","16-34 y.","Employed","363","0.0974192628960145","0.0878646591844668","0.106973866607562"
"5 on scale 1-7","2005","35-65 y.","Not Employed","152","0.0602494269598872","0.0512490913095535","0.0692497626102209"
"5 on scale 1-7","2005","35-65 y.","Employed","479","0.0555842141871358","0.0508244433424724","0.0603439850317992"
"5 on scale 1-7","2005","66 and older","Not Employed","139","0.0458662851951569","0.0389652833588013","0.0527672870315125"
"5 on scale 1-7","2005","66 and older","Employed","15","","",""
"6 on scale 1-7","2005","16-34 y.","Not Employed","140","0.084196200049841","0.0706449807482389","0.097747419351443"
