"plh0218","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Urban Area","964","0.268468038083451","0.253892127266879","0.283043948900023","1"
"1 Strongly disagree","2005","16-34 y.","Rural Area","514","0.310850460217504","0.289239322467438","0.33246159796757","1"
"1 Strongly disagree","2005","35-65 y.","Urban Area","3622","0.477691113218338","0.466589672859351","0.488792553577324","1"
"1 Strongly disagree","2005","35-65 y.","Rural Area","1948","0.515621094337863","0.499750230939219","0.531491957736506","1"
"1 Strongly disagree","2005","66 and older","Urban Area","1349","0.544579606131907","0.52504630056883","0.564112911694984","1"
"1 Strongly disagree","2005","66 and older","Rural Area","732","0.591795058151301","0.564645671530631","0.618944444771971","1"
"2 on scale 1-7 ","2005","35-65 y.","Urban Area","1963","0.239955911149079","0.230464579238968","0.24944724305919","2"
"2 on scale 1-7 ","2005","16-34 y.","Urban Area","843","0.239095591155914","0.225066692138822","0.253124490173005","2"
"2 on scale 1-7 ","2005","66 and older","Rural Area","274","0.209209753627583","0.186742145418879","0.231677361836287","2"
"2 on scale 1-7 ","2005","16-34 y.","Rural Area","460","0.263830703453512","0.243253011723242","0.284408395183782","2"
"2 on scale 1-7 ","2005","35-65 y.","Rural Area","934","0.228641942756974","0.215305237120531","0.241978648393417","2"
"2 on scale 1-7 ","2005","66 and older","Urban Area","557","0.213245321921205","0.197179674076275","0.229310969766135","2"
"3 on scale 1-7 ","2005","66 and older","Urban Area","209","0.0823430859902904","0.0715612540029625","0.0931249179776182","3"
"3 on scale 1-7 ","2005","16-34 y.","Urban Area","520","0.153573596209415","0.14171520883516","0.165431983583669","3"
"3 on scale 1-7 ","2005","35-65 y.","Rural Area","364","0.0904718191382044","0.0813620505264688","0.09958158774994","3"
"3 on scale 1-7 ","2005","35-65 y.","Urban Area","795","0.101248304356427","0.0945439681924277","0.107952640520427","3"
"3 on scale 1-7 ","2005","16-34 y.","Rural Area","279","0.14183897926607","0.125548745005622","0.158129213526519","3"
"3 on scale 1-7 ","2005","66 and older","Rural Area","92","0.0704575354938392","0.0563213066445666","0.0845937643431118","3"
"4 on scale 1-7","2005","66 and older","Rural Area","79","0.062611940320593","0.0492298635847587","0.0759940170564272","4"
"4 on scale 1-7","2005","16-34 y.","Rural Area","205","0.113295066782503","0.0984957999306496","0.128094333634357","4"
"4 on scale 1-7","2005","35-65 y.","Urban Area","662","0.0859069920774194","0.0796789506670494","0.0921350334877894","4"
"4 on scale 1-7","2005","66 and older","Urban Area","184","0.0768810270507378","0.0664319664813294","0.0873300876201462","4"
"4 on scale 1-7","2005","16-34 y.","Urban Area","519","0.137477872572635","0.126151931986816","0.148803813158454","4"
"4 on scale 1-7","2005","35-65 y.","Rural Area","241","0.068876376997436","0.0608340556091013","0.0769186983857708","4"
"5 on scale 1-7","2005","66 and older","Rural Area","44","0.0382871301091759","0.0276876553012553","0.0488866049170965","5"
"5 on scale 1-7","2005","35-65 y.","Rural Area","191","0.0560546093778752","0.048749584404305","0.0633596343514454","5"
"5 on scale 1-7","2005","66 and older","Urban Area","110","0.0484814441863706","0.0400571170147525","0.0569057713579887","5"
"5 on scale 1-7","2005","16-34 y.","Urban Area","388","0.107681528331201","0.0974861510397666","0.117876905622636","5"
"5 on scale 1-7","2005","16-34 y.","Rural Area","164","0.0868547192574306","0.0737051420646432","0.100004296450218","5"
"5 on scale 1-7","2005","35-65 y.","Urban Area","440","0.0570058970198494","0.0518529411643574","0.0621588528753414","5"
"6 on scale 1-7","2005","66 and older","Rural Area","16","","","","6"
"6 on scale 1-7","2005","35-65 y.","Urban Area","207","0.02570138583197","0.0221844345316857","0.0292183371322544","6"
"6 on scale 1-7","2005","66 and older","Urban Area","55","0.021602368205649","0.0159001058046061","0.027304630606692","6"
"6 on scale 1-7","2005","16-34 y.","Urban Area","219","0.0624455890999099","0.0544872602830799","0.0704039179167399","6"
"6 on scale 1-7","2005","35-65 y.","Rural Area","101","0.0290283437076139","0.0236967504594274","0.0343599369558004","6"
"6 on scale 1-7","2005","16-34 y.","Rural Area","108","0.0642836452564248","0.0528320102616415","0.0757352802512082","6"
"7 Strongly agree","2005","66 and older","Rural Area","22","","","","7"
"7 Strongly agree","2005","66 and older","Urban Area","33","0.0128671465138402","0.00844668365405235","0.017287609373628","7"
"7 Strongly agree","2005","35-65 y.","Urban Area","88","0.0124903963469173","0.0100220800233043","0.0149587126705304","7"
"7 Strongly agree","2005","35-65 y.","Rural Area","30","0.0113058136840338","0.0079482480814457","0.0146633792866219","7"
"7 Strongly agree","2005","16-34 y.","Urban Area","98","0.0312577845474742","0.0255343599665804","0.0369812091283679","7"
"7 Strongly agree","2005","16-34 y.","Rural Area","32","0.0190464257665552","0.0126641419937395","0.0254287095393708","7"
"1 Strongly disagree","2006","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2006","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2006","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Urban Area","","","","","3"
"4 on scale 1-7","2006","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Urban Area","","","","","4"
"4 on scale 1-7","2006","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2006","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Urban Area","","","","","4"
"5 on scale 1-7","2006","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2006","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Urban Area","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Rural Area","","","","","5"
"6 on scale 1-7","2006","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2006","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Urban Area","","","","","6"
"7 Strongly agree","2006","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2006","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2006","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2006","66 and older","Urban Area","","","","","7"
"7 Strongly agree","2006","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2006","16-34 y.","Rural Area","","","","","7"
"1 Strongly disagree","2007","16-34 y.","Urban Area","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Rural Area","","","","","1"
