"plh0218","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","in school","","","",""
"1 Strongly disagree","2005","1-pers.-HH","inadequately","8","","",""
"1 Strongly disagree","2005","1-pers.-HH","general elemantary","214","0.51559437292305","0.468192791855282","0.562995953990819"
"1 Strongly disagree","2005","1-pers.-HH","middle vocational","720","0.465333040054429","0.44040468957776","0.490261390531098"
"1 Strongly disagree","2005","1-pers.-HH","vocational + Abi","68","0.407115018407569","0.334531913257398","0.47969812355774"
"1 Strongly disagree","2005","1-pers.-HH","higher vocational","84","0.380298026301708","0.312160829775343","0.448435222828072"
"1 Strongly disagree","2005","1-pers.-HH","higher education","219","0.417407373096243","0.376527951983551","0.458286794208936"
"1 Strongly disagree","2005","(Married) couple without C. ","in school","1","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","inadequately","30","0.57731000849194","0.453345118541004","0.701274898442876"
"1 Strongly disagree","2005","(Married) couple without C. ","general elemantary","348","0.523357323973702","0.486063742279947","0.560650905667457"
"1 Strongly disagree","2005","(Married) couple without C. ","middle vocational","1915","0.540737169160395","0.524548126780711","0.556926211540079"
"1 Strongly disagree","2005","(Married) couple without C. ","vocational + Abi","118","0.296571752926718","0.24885712370906","0.344286382144376"
"1 Strongly disagree","2005","(Married) couple without C. ","higher vocational","273","0.508944471360952","0.467465164114077","0.550423778607828"
"1 Strongly disagree","2005","(Married) couple without C. ","higher education","711","0.423268327170998","0.399464659456444","0.447071994885553"
"1 Strongly disagree","2005","Single parent ","in school","16","","",""
"1 Strongly disagree","2005","Single parent ","inadequately","10","","",""
"1 Strongly disagree","2005","Single parent ","general elemantary","73","0.373138821568736","0.307412802460402","0.43886484067707"
"1 Strongly disagree","2005","Single parent ","middle vocational","231","0.447110087989439","0.404821089717797","0.48939908626108"
"1 Strongly disagree","2005","Single parent ","vocational + Abi","17","","",""
"1 Strongly disagree","2005","Single parent ","higher vocational","28","","",""
"1 Strongly disagree","2005","Single parent ","higher education","55","0.531163088958034","0.441123826425116","0.621202351490953"
"1 Strongly disagree","2005","Couple + C. LE 16 ","in school","1","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","inadequately","16","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","general elemantary","135","0.514395042435305","0.455108419817375","0.573681665053234"
"1 Strongly disagree","2005","Couple + C. LE 16 ","middle vocational","859","0.441522366934328","0.418783720796402","0.464261013072255"
"1 Strongly disagree","2005","Couple + C. LE 16 ","vocational + Abi","113","0.39991684218903","0.345818571790343","0.454015112587716"
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher vocational","175","0.396195760556209","0.348852392188924","0.443539128923493"
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher education","339","0.413284763247717","0.379864994052205","0.446704532443229"
"1 Strongly disagree","2005","Couple + C. GT 16 ","in school","27","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","inadequately","16","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","general elemantary","156","0.404597293192277","0.358152574822976","0.451042011561578"
"1 Strongly disagree","2005","Couple + C. GT 16 ","middle vocational","779","0.440750460398882","0.417634313951782","0.463866606845982"
"1 Strongly disagree","2005","Couple + C. GT 16 ","vocational + Abi","59","0.359429622918446","0.287928082447302","0.43093116338959"
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher vocational","105","0.572211719597737","0.505135625784194","0.63928781341128"
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher education","253","0.381413880098198","0.343484464747296","0.419343295449099"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","in school","35","0.161325465763186","0.116000652620756","0.206650278905615"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","inadequately","12","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","general elemantary","84","0.361842260908332","0.301423944588567","0.422260577228097"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","middle vocational","301","0.497555915152676","0.459294503694858","0.535817326610494"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","vocational + Abi","30","0.502838761647669","0.373039067887211","0.632638455408126"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher vocational","56","0.512385012597973","0.415854144783485","0.608915880412462"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher education","133","0.464803157777458","0.407200416294688","0.522405899260228"
"2 on scale 1-7 ","2005","1-pers.-HH","in school","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","inadequately","8","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","general elemantary","109","0.242616598905985","0.201958010176117","0.283275187635854"
"2 on scale 1-7 ","2005","1-pers.-HH","middle vocational","327","0.217023799519857","0.196422344933576","0.237625254106139"
"2 on scale 1-7 ","2005","1-pers.-HH","vocational + Abi","45","0.226456377975579","0.164622506300492","0.288290249650667"
"2 on scale 1-7 ","2005","1-pers.-HH","higher vocational","52","0.307158120491582","0.242409748724198","0.371906492258967"
"2 on scale 1-7 ","2005","1-pers.-HH","higher education","125","0.196522858261972","0.163581956335829","0.229463760188114"
"2 on scale 1-7 ","2005","(Married) couple without C. ","in school","2","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","inadequately","16","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","general elemantary","165","0.231423754989465","0.199932793074271","0.262914716904659"
"2 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","818","0.21065562153363","0.197408632220341","0.223902610846918"
"2 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","106","0.277976080837837","0.231174958760517","0.324777202915158"
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","145","0.259036519386056","0.222686061032428","0.295386977739683"
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher education","434","0.265934867279703","0.244648378452481","0.287221356106925"
"2 on scale 1-7 ","2005","Single parent ","in school","17","","",""
"2 on scale 1-7 ","2005","Single parent ","inadequately","1","","",""
"2 on scale 1-7 ","2005","Single parent ","general elemantary","53","0.240439310846525","0.182362815507082","0.298515806185967"
"2 on scale 1-7 ","2005","Single parent ","middle vocational","137","0.237557849214108","0.201359482810712","0.273756215617504"
"2 on scale 1-7 ","2005","Single parent ","vocational + Abi","11","","",""
"2 on scale 1-7 ","2005","Single parent ","higher vocational","15","","",""
"2 on scale 1-7 ","2005","Single parent ","higher education","29","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","4","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","64","0.195602589120962","0.148549363686968","0.242655814554957"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","472","0.269823068016552","0.249497675156097","0.290148460877008"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","vocational + Abi","88","0.274373666757475","0.225099357459631","0.323647976055319"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher vocational","126","0.329091145469644","0.283608467960855","0.374573822978433"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher education","221","0.26118768559441","0.231374493591847","0.291000877596974"
