"plh0218","year","age_gr","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","1478","0.281862699332171","0.269765057320287","0.293960341344055"
"1 Strongly disagree","2005","35-65 y.","5570","0.48945241993773","0.480350045852171","0.498554794023289"
"1 Strongly disagree","2005","66 and older","2081","0.559179866496969","0.543302013632881","0.575057719361056"
"2 on scale 1-7 ","2005","16-34 y.","1303","0.246912946405867","0.235317894293434","0.2585079985183"
"2 on scale 1-7 ","2005","35-65 y.","2897","0.236447682340482","0.228710759610306","0.244184605070658"
"2 on scale 1-7 ","2005","66 and older","831","0.211997417998064","0.198926249736671","0.225068586259457"
"3 on scale 1-7 ","2005","16-34 y.","799","0.149864954491336","0.140267143658962","0.159462765323709"
"3 on scale 1-7 ","2005","35-65 y.","1159","0.0979067380211022","0.0924952918960947","0.10331818414611"
"3 on scale 1-7 ","2005","66 and older","301","0.078667760976797","0.0700579854627201","0.0872775364908739"
"4 on scale 1-7","2005","16-34 y.","724","0.129835069842346","0.120797014858212","0.138873124826481"
"4 on scale 1-7","2005","35-65 y.","903","0.0806261487533902","0.0756686186459619","0.0855836788608186"
"4 on scale 1-7","2005","66 and older","263","0.0724686499046674","0.0641773106927381","0.0807599891165966"
"5 on scale 1-7","2005","16-34 y.","552","0.101099364349337","0.0929933337402233","0.109205394958451"
"5 on scale 1-7","2005","35-65 y.","631","0.056710922295228","0.0524994195609009","0.0609224250295551"
"5 on scale 1-7","2005","66 and older","154","0.0453290939831126","0.0386763522758017","0.0519818356904235"
"6 on scale 1-7","2005","16-34 y.","327","0.0630264935959948","0.0564921282663982","0.0695608589255914"
"6 on scale 1-7","2005","35-65 y.","308","0.0267330070156095","0.0237958901123152","0.0296701239189037"
"6 on scale 1-7","2005","66 and older","71","0.0178085868349143","0.0135789985466156","0.0220381751232129"
"7 Strongly agree","2005","16-34 y.","130","0.0273984719829483","0.0230090349009657","0.0317879090649309"
"7 Strongly agree","2005","35-65 y.","118","0.012123081636458","0.0101303938316478","0.0141157694412681"
"7 Strongly agree","2005","66 and older","55","0.014548623805476","0.0107193726113164","0.0183778749996356"
"1 Strongly disagree","2006","16-34 y.","","","",""
"1 Strongly disagree","2006","35-65 y.","","","",""
"1 Strongly disagree","2006","66 and older","","","",""
"2 on scale 1-7 ","2006","16-34 y.","","","",""
"2 on scale 1-7 ","2006","35-65 y.","","","",""
"2 on scale 1-7 ","2006","66 and older","","","",""
"3 on scale 1-7 ","2006","16-34 y.","","","",""
"3 on scale 1-7 ","2006","35-65 y.","","","",""
"3 on scale 1-7 ","2006","66 and older","","","",""
"4 on scale 1-7","2006","16-34 y.","","","",""
"4 on scale 1-7","2006","35-65 y.","","","",""
"4 on scale 1-7","2006","66 and older","","","",""
