"pli0098_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Schleswig-Holstein","no migration background","","","",""
"Daily","1990","Schleswig-Holstein","direct migration background","","","",""
"Daily","1990","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1990","Hamburg","no migration background","","","",""
"Daily","1990","Hamburg","direct migration background","","","",""
"Daily","1990","Hamburg","indirect migration background","","","",""
"Daily","1990","Lower Saxony","no migration background","","","",""
"Daily","1990","Lower Saxony","direct migration background","","","",""
"Daily","1990","Lower Saxony","indirect migration background","","","",""
"Daily","1990","Bremen","no migration background","","","",""
"Daily","1990","Bremen","direct migration background","","","",""
"Daily","1990","Bremen","indirect migration background","","","",""
"Daily","1990","North Rhine-Westphalia","no migration background","","","",""
"Daily","1990","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1990","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1990","Hesse","no migration background","","","",""
"Daily","1990","Hesse","direct migration background","","","",""
"Daily","1990","Hesse","indirect migration background","","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1990","Baden-Württemberg","no migration background","","","",""
"Daily","1990","Baden-Württemberg","direct migration background","","","",""
"Daily","1990","Baden-Württemberg","indirect migration background","","","",""
"Daily","1990","Bavaria","no migration background","","","",""
"Daily","1990","Bavaria","direct migration background","","","",""
"Daily","1990","Bavaria","indirect migration background","","","",""
"Daily","1990","Berlin","no migration background","","","",""
"Daily","1990","Berlin","direct migration background","","","",""
"Daily","1990","Berlin","indirect migration background","","","",""
"Daily","1990","Brandenburg","no migration background","","","",""
"Daily","1990","Brandenburg","direct migration background","","","",""
"Daily","1990","Brandenburg","indirect migration background","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1990","Saxony","no migration background","","","",""
"Daily","1990","Saxony","direct migration background","","","",""
"Daily","1990","Saxony","indirect migration background","","","",""
"Daily","1990","Saxony-Anhalt","no migration background","","","",""
"Daily","1990","Saxony-Anhalt","direct migration background","","","",""
"Daily","1990","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1990","Thuringia","no migration background","","","",""
"Daily","1990","Thuringia","direct migration background","","","",""
"Daily","1990","Thuringia","indirect migration background","","","",""
"Min 1x per week","1990","Schleswig-Holstein","no migration background","","","",""
"Min 1x per week","1990","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","1990","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1990","Hamburg","no migration background","","","",""
"Min 1x per week","1990","Hamburg","direct migration background","","","",""
"Min 1x per week","1990","Hamburg","indirect migration background","","","",""
