"pli0098_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","no migration background","Urban Area","21","","","","1"
"Daily","1990","no migration background","Rural Area","22","","","","1"
"Daily","1990","direct migration background","Urban Area","31","0.0119087878550161","0.00743158145723411","0.0163859942527981","1"
"Daily","1990","direct migration background","Rural Area","5","","","","1"
"Daily","1990","indirect migration background","Urban Area","","","","","1"
"Daily","1990","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1990","no migration background","Rural Area","363","0.111536941691773","0.102045932409615","0.121027950973931","3"
"Min 1x per month","1990","no migration background","Urban Area","589","0.0976735226361407","0.0904807435512787","0.104866301721003","3"
"Min 1x per month","1990","direct migration background","Urban Area","301","0.113679655387149","0.100578441067587","0.126780869706712","3"
"Min 1x per month","1990","direct migration background","Rural Area","46","0.127799950746441","0.0949167643149726","0.160683137177908","3"
"Min 1x per month","1990","indirect migration background","Urban Area","25","","","","3"
"Min 1x per month","1990","indirect migration background","Rural Area","6","","","","3"
"Min 1x per week","1990","no migration background","Rural Area","378","0.119803972364949","0.110013387056243","0.129594557673655","2"
"Min 1x per week","1990","no migration background","Urban Area","722","0.122334195553296","0.114395210765128","0.130273180341465","2"
"Min 1x per week","1990","direct migration background","Urban Area","382","0.158597211363901","0.143519877044301","0.1736745456835","2"
"Min 1x per week","1990","direct migration background","Rural Area","36","0.10922917087202","0.0785069356641626","0.139951406079878","2"
"Min 1x per week","1990","indirect migration background","Urban Area","29","","","","2"
"Min 1x per week","1990","indirect migration background","Rural Area","3","","","","2"
"Never","1990","no migration background","Urban Area","3351","0.484853568918377","0.472744880842854","0.496962256993899","5"
"Never","1990","no migration background","Rural Area","2447","0.482262702305472","0.467197328615362","0.497328075995582","5"
"Never","1990","direct migration background","Urban Area","954","0.453563670687031","0.433015946324282","0.47411139504978","5"
"Never","1990","direct migration background","Rural Area","211","0.481976802417309","0.432762858470714","0.531190746363904","5"
"Never","1990","indirect migration background","Urban Area","112","0.410839012364997","0.350689188716734","0.47098883601326","5"
"Never","1990","indirect migration background","Rural Area","18","","","","5"
"Rarely","1990","no migration background","Rural Area","1016","0.277737669599852","0.264234111397221","0.291241227802482","4"
"Rarely","1990","direct migration background","Urban Area","587","0.262250674706903","0.244096039134736","0.28040531027907","4"
"Rarely","1990","no migration background","Urban Area","1861","0.291247108441648","0.28023920329398","0.302255013589315","4"
"Rarely","1990","indirect migration background","Urban Area","91","0.328103661034115","0.270700183250551","0.38550713881768","4"
"Rarely","1990","direct migration background","Rural Area","98","0.276361926584539","0.232316551958655","0.320407301210423","4"
"Rarely","1990","indirect migration background","Rural Area","11","","","","4"
"Daily","1991","no migration background","Urban Area","","","","","1"
"Daily","1991","no migration background","Rural Area","","","","","1"
"Daily","1991","direct migration background","Urban Area","","","","","1"
"Daily","1991","direct migration background","Rural Area","","","","","1"
"Daily","1991","indirect migration background","Urban Area","","","","","1"
"Daily","1991","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1991","no migration background","Rural Area","","","","","3"
"Min 1x per month","1991","no migration background","Urban Area","","","","","3"
"Min 1x per month","1991","direct migration background","Urban Area","","","","","3"
"Min 1x per month","1991","direct migration background","Rural Area","","","","","3"
"Min 1x per month","1991","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","1991","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","1991","no migration background","Urban Area","","","","","2"
"Min 1x per week","1991","no migration background","Rural Area","","","","","2"
"Min 1x per week","1991","direct migration background","Urban Area","","","","","2"
"Min 1x per week","1991","direct migration background","Rural Area","","","","","2"
"Min 1x per week","1991","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","1991","indirect migration background","Rural Area","","","","","2"
"Never","1991","no migration background","Urban Area","","","","","5"
"Never","1991","no migration background","Rural Area","","","","","5"
"Never","1991","direct migration background","Urban Area","","","","","5"
"Never","1991","direct migration background","Rural Area","","","","","5"
"Never","1991","indirect migration background","Urban Area","","","","","5"
"Never","1991","indirect migration background","Rural Area","","","","","5"
"Rarely","1991","no migration background","Rural Area","","","","","4"
"Rarely","1991","no migration background","Urban Area","","","","","4"
"Rarely","1991","direct migration background","Urban Area","","","","","4"
"Rarely","1991","direct migration background","Rural Area","","","","","4"
"Rarely","1991","indirect migration background","Urban Area","","","","","4"
"Rarely","1991","indirect migration background","Rural Area","","","","","4"
"Daily","1992","no migration background","Urban Area","","","","","1"
"Daily","1992","no migration background","Rural Area","","","","","1"
"Daily","1992","direct migration background","Urban Area","","","","","1"
"Daily","1992","direct migration background","Rural Area","","","","","1"
"Daily","1992","indirect migration background","Urban Area","","","","","1"
"Daily","1992","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1992","no migration background","Rural Area","267","0.0847892184928702","0.0761020064294197","0.0934764305563208","3"
"Min 1x per month","1992","no migration background","Urban Area","468","0.0791105223695556","0.0724205433145677","0.0858005014245434","3"
"Min 1x per month","1992","direct migration background","Urban Area","317","0.129094310819523","0.114894666265698","0.143293955373347","3"
"Min 1x per month","1992","direct migration background","Rural Area","39","0.114453072085767","0.0831760013360602","0.145730142835473","3"
"Min 1x per month","1992","indirect migration background","Urban Area","44","0.116842828980196","0.0832370037587467","0.150448654201645","3"
"Min 1x per month","1992","indirect migration background","Rural Area","4","","","","3"
