"pli0098_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Daily","1990","Couple + C. GT 16 ","(0) in school","","","",""
"Daily","1990","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"Daily","1990","Couple + C. GT 16 ","(1b) general elementary school","2","","",""
"Daily","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","8","","",""
"Daily","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Daily","1990","Couple + C. GT 16 ","(2a) intermediate vocational","1","","",""
"Daily","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Daily","1990","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Daily","1990","Couple + C. LE and GT 16","(0) in school","","","",""
"Daily","1990","Couple + C. LE and GT 16","(1a) inadequately completed","3","","",""
"Daily","1990","Couple + C. LE and GT 16","(1b) general elementary school","4","","",""
"Daily","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","6","","",""
"Daily","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Daily","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Daily","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Daily","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","1-pers.-HH","(0) in school","","","",""
"Min 1x per week","1990","1-pers.-HH","(1a) inadequately completed","7","","",""
"Min 1x per week","1990","1-pers.-HH","(1b) general elementary school","63","0.204347477085894","0.16216414373165","0.246530810440139"
"Min 1x per week","1990","1-pers.-HH","(1c) basic vocational qualification","38","0.105583979290233","0.0770319563898783","0.134136002190589"
"Min 1x per week","1990","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Min 1x per week","1990","1-pers.-HH","(2a) intermediate vocational","21","","",""
"Min 1x per week","1990","1-pers.-HH","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per week","1990","1-pers.-HH","(3a) lower tertiary education","4","","",""
"Min 1x per week","1990","1-pers.-HH","(3b) higher tertiary education","13","","",""
"Min 1x per week","1990","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per week","1990","(Married) couple without C. ","(1a) inadequately completed","11","","",""
"Min 1x per week","1990","(Married) couple without C. ","(1b) general elementary school","85","0.160704528491769","0.130790127801819","0.190618929181718"
"Min 1x per week","1990","(Married) couple without C. ","(1c) basic vocational qualification","128","0.107331220155259","0.0912430556231926","0.123419384687325"
"Min 1x per week","1990","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"Min 1x per week","1990","(Married) couple without C. ","(2a) intermediate vocational","47","0.0988708939516875","0.0723607949519746","0.1253809929514"
"Min 1x per week","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","6","","",""
"Min 1x per week","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","10","","",""
"Min 1x per week","1990","(Married) couple without C. ","(3a) lower tertiary education","17","","",""
"Min 1x per week","1990","(Married) couple without C. ","(3b) higher tertiary education","15","","",""
"Min 1x per week","1990","Single parent ","(0) in school","1","","",""
"Min 1x per week","1990","Single parent ","(1a) inadequately completed","4","","",""
"Min 1x per week","1990","Single parent ","(1b) general elementary school","14","","",""
"Min 1x per week","1990","Single parent ","(1c) basic vocational qualification","13","","",""
"Min 1x per week","1990","Single parent ","(2b) intermediate general qualification","2","","",""
"Min 1x per week","1990","Single parent ","(2a) intermediate vocational","10","","",""
"Min 1x per week","1990","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Min 1x per week","1990","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1990","Single parent ","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Single parent ","(3b) higher tertiary education","5","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(1a) inadequately completed","22","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(1b) general elementary school","53","0.096472227489861","0.0674668540507992","0.125477600928923"
"Min 1x per week","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","85","0.0888686196714774","0.070989077643886","0.106748161699069"
"Min 1x per week","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(2a) intermediate vocational","66","0.0701767159291257","0.0549349917688206","0.0854184400894308"
"Min 1x per week","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","16","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(3a) lower tertiary education","19","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(3b) higher tertiary education","34","0.125099369853766","0.0882717060545114","0.161927033653021"
"Min 1x per week","1990","Couple + C. GT 16 ","(0) in school","9","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(1a) inadequately completed","32","0.111699947499375","0.0640678420737744","0.159332052924976"
"Min 1x per week","1990","Couple + C. GT 16 ","(1b) general elementary school","84","0.190243205018995","0.155805857307954","0.224680552730036"
"Min 1x per week","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","126","0.16016957913801","0.136572409151818","0.183766749124201"
"Min 1x per week","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","22","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(2a) intermediate vocational","41","0.107788516162878","0.0788122845833752","0.13676474774238"
"Min 1x per week","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","19","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","13","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(3a) lower tertiary education","3","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(3b) higher tertiary education","11","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(0) in school","18","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(1a) inadequately completed","24","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(1b) general elementary school","39","0.151034714168639","0.10742516829919","0.194644260038088"
"Min 1x per week","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","35","0.138837786841584","0.0989032942348687","0.178772279448299"
"Min 1x per week","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","11","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","25","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","7","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","7","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","4","","",""
"Min 1x per month","1990","1-pers.-HH","(0) in school","1","","",""
"Min 1x per month","1990","1-pers.-HH","(1a) inadequately completed","8","","",""
"Min 1x per month","1990","1-pers.-HH","(1b) general elementary school","47","0.148320382629156","0.111138354230932","0.185502411027381"
"Min 1x per month","1990","1-pers.-HH","(1c) basic vocational qualification","52","0.124848858435143","0.0941372964470934","0.155560420423193"
"Min 1x per month","1990","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"Min 1x per month","1990","1-pers.-HH","(2a) intermediate vocational","20","","",""
"Min 1x per month","1990","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"Min 1x per month","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","5","","",""
"Min 1x per month","1990","1-pers.-HH","(3a) lower tertiary education","4","","",""
"Min 1x per month","1990","1-pers.-HH","(3b) higher tertiary education","8","","",""
"Min 1x per month","1990","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per month","1990","(Married) couple without C. ","(1a) inadequately completed","17","","",""
"Min 1x per month","1990","(Married) couple without C. ","(1b) general elementary school","68","0.124843148821615","0.0979194877585436","0.151766809884687"
"Min 1x per month","1990","(Married) couple without C. ","(1c) basic vocational qualification","123","0.0890383531453634","0.074235790812532","0.103840915478195"
"Min 1x per month","1990","(Married) couple without C. ","(2b) intermediate general qualification","10","","",""
"Min 1x per month","1990","(Married) couple without C. ","(2a) intermediate vocational","33","0.0922414258326058","0.0665415044968956","0.117941347168316"
"Min 1x per month","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","1","","",""
"Min 1x per month","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","10","","",""
"Min 1x per month","1990","(Married) couple without C. ","(3a) lower tertiary education","11","","",""
"Min 1x per month","1990","(Married) couple without C. ","(3b) higher tertiary education","26","","",""
"Min 1x per month","1990","Single parent ","(0) in school","1","","",""
"Min 1x per month","1990","Single parent ","(1a) inadequately completed","2","","",""
"Min 1x per month","1990","Single parent ","(1b) general elementary school","12","","",""
"Min 1x per month","1990","Single parent ","(1c) basic vocational qualification","20","","",""
"Min 1x per month","1990","Single parent ","(2b) intermediate general qualification","3","","",""
"Min 1x per month","1990","Single parent ","(2a) intermediate vocational","3","","",""
"Min 1x per month","1990","Single parent ","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1990","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per month","1990","Single parent ","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","Single parent ","(3b) higher tertiary education","4","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(1a) inadequately completed","24","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(1b) general elementary school","56","0.139546521597208","0.10550336989972","0.173589673294696"
"Min 1x per month","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","100","0.112641542491231","0.0927764536408481","0.132506631341614"
"Min 1x per month","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(2a) intermediate vocational","68","0.082175145730083","0.065788596119657","0.0985616953405091"
"Min 1x per month","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","10","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","16","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(3a) lower tertiary education","18","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(3b) higher tertiary education","17","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(0) in school","8","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(1a) inadequately completed","25","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(1b) general elementary school","67","0.14560399092781","0.114657310997078","0.176550670858543"
"Min 1x per month","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","75","0.0887191908328248","0.0704251770802939","0.107013204585356"
"Min 1x per month","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","15","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(2a) intermediate vocational","38","0.108091517411145","0.0790795148752167","0.137103519947073"
"Min 1x per month","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","14","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(3a) lower tertiary education","5","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(3b) higher tertiary education","9","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(0) in school","7","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(1a) inadequately completed","13","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(1b) general elementary school","28","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","37","0.145568060189141","0.104837195332758","0.186298925045524"
"Min 1x per month","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","9","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","21","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","4","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"Rarely","1990","1-pers.-HH","(0) in school","1","","",""
"Rarely","1990","1-pers.-HH","(1a) inadequately completed","6","","",""
"Rarely","1990","1-pers.-HH","(1b) general elementary school","70","0.184942877973328","0.144325922962745","0.225559832983911"
"Rarely","1990","1-pers.-HH","(1c) basic vocational qualification","94","0.221774080234152","0.183175056126253","0.260373104342051"
"Rarely","1990","1-pers.-HH","(2b) intermediate general qualification","10","","",""
"Rarely","1990","1-pers.-HH","(2a) intermediate vocational","53","0.241211674565762","0.184158384013652","0.298264965117871"
"Rarely","1990","1-pers.-HH","(2c_gen) general maturity certificate","5","","",""
"Rarely","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","16","","",""
"Rarely","1990","1-pers.-HH","(3a) lower tertiary education","15","","",""
"Rarely","1990","1-pers.-HH","(3b) higher tertiary education","23","","",""
"Rarely","1990","(Married) couple without C. ","(0) in school","","","",""
"Rarely","1990","(Married) couple without C. ","(1a) inadequately completed","23","","",""
"Rarely","1990","(Married) couple without C. ","(1b) general elementary school","153","0.283189604374368","0.246490994804718","0.319888213944019"
"Rarely","1990","(Married) couple without C. ","(1c) basic vocational qualification","399","0.296953152387512","0.273204750188657","0.320701554586367"
"Rarely","1990","(Married) couple without C. ","(2b) intermediate general qualification","15","","",""
"Rarely","1990","(Married) couple without C. ","(2a) intermediate vocational","133","0.278691895128944","0.238871443083266","0.318512347174622"
"Rarely","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","17","","",""
"Rarely","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","32","0.27215645936661","0.193180208189903","0.351132710543317"
"Rarely","1990","(Married) couple without C. ","(3a) lower tertiary education","36","0.21571693024681","0.160608284323939","0.27082557616968"
"Rarely","1990","(Married) couple without C. ","(3b) higher tertiary education","43","0.242654416559977","0.18137560766652","0.303933225453434"
"Rarely","1990","Single parent ","(0) in school","2","","",""
"Rarely","1990","Single parent ","(1a) inadequately completed","7","","",""
"Rarely","1990","Single parent ","(1b) general elementary school","30","0.245633473338746","0.170768062903469","0.320498883774024"
"Rarely","1990","Single parent ","(1c) basic vocational qualification","51","0.29460394884654","0.229784238724611","0.35942365896847"
"Rarely","1990","Single parent ","(2b) intermediate general qualification","11","","",""
"Rarely","1990","Single parent ","(2a) intermediate vocational","30","0.308018464242639","0.222132493176931","0.393904435308347"
"Rarely","1990","Single parent ","(2c_gen) general maturity certificate","12","","",""
"Rarely","1990","Single parent ","(2c_voc) vocational maturity certificate","9","","",""
"Rarely","1990","Single parent ","(3a) lower tertiary education","6","","",""
"Rarely","1990","Single parent ","(3b) higher tertiary education","4","","",""
"Rarely","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Rarely","1990","Couple + C. LE 16 ","(1a) inadequately completed","39","0.292795461312528","0.22336328012224","0.362227642502815"
"Rarely","1990","Couple + C. LE 16 ","(1b) general elementary school","117","0.345218014009033","0.298508898737222","0.391927129280845"
"Rarely","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","323","0.361282651510023","0.331099152700613","0.391466150319433"
"Rarely","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","13","","",""
"Rarely","1990","Couple + C. LE 16 ","(2a) intermediate vocational","245","0.261411350601018","0.235193269429475","0.287629431772561"
"Rarely","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","13","","",""
"Rarely","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","36","0.26304147726943","0.188494621223292","0.337588333315568"
"Rarely","1990","Couple + C. LE 16 ","(3a) lower tertiary education","73","0.271875296702023","0.224230723106692","0.319519870297353"
"Rarely","1990","Couple + C. LE 16 ","(3b) higher tertiary education","75","0.2806790306343","0.230660193761972","0.330697867506627"
"Rarely","1990","Couple + C. GT 16 ","(0) in school","29","","",""
"Rarely","1990","Couple + C. GT 16 ","(1a) inadequately completed","39","0.274981890045881","0.20746383491093","0.342499945180832"
"Rarely","1990","Couple + C. GT 16 ","(1b) general elementary school","152","0.335072921279594","0.293658223732064","0.376487618827123"
"Rarely","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","302","0.353625836577883","0.322865711916412","0.384385961239353"
"Rarely","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","55","0.298256325194047","0.235630242776768","0.360882407611326"
"Rarely","1990","Couple + C. GT 16 ","(2a) intermediate vocational","115","0.291301811840865","0.248847284810337","0.333756338871394"
"Rarely","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","37","0.272299869598307","0.202446761470906","0.342152977725709"
"Rarely","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","36","0.351924140871056","0.256391908538748","0.447456373203364"
"Rarely","1990","Couple + C. GT 16 ","(3a) lower tertiary education","37","0.317404431165828","0.240024397208605","0.394784465123052"
"Rarely","1990","Couple + C. GT 16 ","(3b) higher tertiary education","34","0.367346082409155","0.273328687941923","0.461363476876386"
"Rarely","1990","Couple + C. LE and GT 16","(0) in school","17","","",""
"Rarely","1990","Couple + C. LE and GT 16","(1a) inadequately completed","23","","",""
"Rarely","1990","Couple + C. LE and GT 16","(1b) general elementary school","75","0.329022581919505","0.271800320898762","0.386244842940247"
"Rarely","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","89","0.332023174519679","0.27763346445941","0.386412884579948"
"Rarely","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","22","","",""
"Rarely","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","32","0.257770790984483","0.191628486405857","0.323913095563109"
"Rarely","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"Rarely","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"Rarely","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","18","","",""
"Rarely","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","15","","",""
"Never","1990","1-pers.-HH","(0) in school","1","","",""
"Never","1990","1-pers.-HH","(1a) inadequately completed","20","","",""
"Never","1990","1-pers.-HH","(1b) general elementary school","165","0.446171385608789","0.394167824409808","0.49817494680777"
"Never","1990","1-pers.-HH","(1c) basic vocational qualification","259","0.543227696883793","0.496946037802287","0.589509355965299"
"Never","1990","1-pers.-HH","(2b) intermediate general qualification","27","","",""
"Never","1990","1-pers.-HH","(2a) intermediate vocational","122","0.5398645955469","0.473397536291116","0.606331654802683"
"Never","1990","1-pers.-HH","(2c_gen) general maturity certificate","22","","",""
"Never","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","40","0.588450310208803","0.472334974254052","0.704565646163554"
"Never","1990","1-pers.-HH","(3a) lower tertiary education","34","0.519876219547191","0.393461091055882","0.6462913480385"
"Never","1990","1-pers.-HH","(3b) higher tertiary education","38","0.415029288038763","0.309659797085557","0.520398778991969"
"Never","1990","(Married) couple without C. ","(0) in school","","","",""
"Never","1990","(Married) couple without C. ","(1a) inadequately completed","31","0.512149772422648","0.404614536355897","0.619685008489399"
"Never","1990","(Married) couple without C. ","(1b) general elementary school","264","0.417396518096364","0.377229484640093","0.457563551552636"
"Never","1990","(Married) couple without C. ","(1c) basic vocational qualification","770","0.505264216497412","0.479277929802784","0.53125050319204"
"Never","1990","(Married) couple without C. ","(2b) intermediate general qualification","32","0.439067015799148","0.319338659930282","0.558795371668014"
"Never","1990","(Married) couple without C. ","(2a) intermediate vocational","273","0.52730463595098","0.482963677466148","0.571645594435812"
"Never","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","18","","",""
"Never","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","70","0.580543445939604","0.492978752563514","0.668108139315694"
"Never","1990","(Married) couple without C. ","(3a) lower tertiary education","150","0.637045985103721","0.572621286090977","0.701470684116466"
"Never","1990","(Married) couple without C. ","(3b) higher tertiary education","104","0.552540753001206","0.481463920133056","0.623617585869357"
"Never","1990","Single parent ","(0) in school","9","","",""
"Never","1990","Single parent ","(1a) inadequately completed","20","","",""
"Never","1990","Single parent ","(1b) general elementary school","70","0.54519384880259","0.458590463446035","0.631797234159144"
"Never","1990","Single parent ","(1c) basic vocational qualification","106","0.496713514444452","0.425619684168594","0.56780734472031"
"Never","1990","Single parent ","(2b) intermediate general qualification","31","0.628502264681782","0.490358696059982","0.766645833303582"
"Never","1990","Single parent ","(2a) intermediate vocational","68","0.525408189629359","0.432512590417812","0.618303788840906"
"Never","1990","Single parent ","(2c_gen) general maturity certificate","19","","",""
"Never","1990","Single parent ","(2c_voc) vocational maturity certificate","9","","",""
"Never","1990","Single parent ","(3a) lower tertiary education","24","","",""
"Never","1990","Single parent ","(3b) higher tertiary education","18","","",""
"Never","1990","Couple + C. LE 16 ","(0) in school","1","","",""
"Never","1990","Couple + C. LE 16 ","(1a) inadequately completed","75","0.497243214804796","0.420952879795718","0.573533549813875"
"Never","1990","Couple + C. LE 16 ","(1b) general elementary school","170","0.415534423413678","0.367118354188139","0.463950492639217"
"Never","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","460","0.435326260011053","0.404173401727078","0.466479118295028"
"Never","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","22","","",""
"Never","1990","Couple + C. LE 16 ","(2a) intermediate vocational","700","0.586236787739773","0.556850154005469","0.615623421474077"
"Never","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","32","0.539995223806087","0.412821257891717","0.667169189720456"
"Never","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","66","0.477686796851338","0.393113587226201","0.562260006476475"
"Never","1990","Couple + C. LE 16 ","(3a) lower tertiary education","225","0.603547384506412","0.551165994681657","0.655928774331166"
"Never","1990","Couple + C. LE 16 ","(3b) higher tertiary education","184","0.493944642562861","0.438289487480519","0.549599797645203"
"Never","1990","Couple + C. GT 16 ","(0) in school","25","","",""
"Never","1990","Couple + C. GT 16 ","(1a) inadequately completed","68","0.504513066277977","0.428908894087641","0.580117238468314"
"Never","1990","Couple + C. GT 16 ","(1b) general elementary school","194","0.32498740740335","0.283892593106088","0.366082221700612"
"Never","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","417","0.385198531795709","0.353888474492777","0.416508589098641"
"Never","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","113","0.526312896886168","0.457962829534564","0.594662964237773"
"Never","1990","Couple + C. GT 16 ","(2a) intermediate vocational","245","0.489156970583063","0.442449149067617","0.535864792098509"
"Never","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","86","0.523121589837846","0.444744173264601","0.601499006411091"
"Never","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","45","0.445579472893909","0.34615467590201","0.545004269885809"
"Never","1990","Couple + C. GT 16 ","(3a) lower tertiary education","94","0.594400270968808","0.512774176336156","0.676026365601459"
"Never","1990","Couple + C. GT 16 ","(3b) higher tertiary education","47","0.372112428874698","0.277844180943662","0.466380676805735"
"Never","1990","Couple + C. LE and GT 16","(0) in school","18","","",""
"Never","1990","Couple + C. LE and GT 16","(1a) inadequately completed","73","0.578541655496718","0.495552129842801","0.661531181150636"
"Never","1990","Couple + C. LE and GT 16","(1b) general elementary school","113","0.397461182105954","0.337862304023332","0.457060060188577"
"Never","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","121","0.366038734443508","0.310403908770748","0.421673560116268"
"Never","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","54","0.513053722006327","0.413068820963749","0.613038623048904"
"Never","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","90","0.430301548765754","0.355432481235245","0.505170616296262"
"Never","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","14","","",""
"Never","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","10","","",""
"Never","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","33","0.436818955320451","0.313358748902312","0.56027916173859"
"Never","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","16","","",""
"Daily","1991","1-pers.-HH","(0) in school","","","",""
"Daily","1991","1-pers.-HH","(1a) inadequately completed","","","",""
"Daily","1991","1-pers.-HH","(1b) general elementary school","","","",""
"Daily","1991","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Daily","1991","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Daily","1991","1-pers.-HH","(2a) intermediate vocational","","","",""
"Daily","1991","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
