"plh0225","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","West Germany","Male","195","0.0267428517975461","0.0230801615653667","0.0304055420297256","1"
"1 Strongly disagree","2005","West Germany","Female","220","0.0309274947451576","0.0271733228872902","0.0346816666030251","1"
"1 Strongly disagree","2005","East Germany","Male","57","0.0267667325550706","0.0203375338439017","0.0331959312662394","1"
"1 Strongly disagree","2005","East Germany","Female","85","0.0476455311681933","0.0394873989370649","0.0558036633993216","1"
"2 on scale 1-7 ","2005","West Germany","Female","454","0.0584863440070396","0.0533976751302918","0.0635750128837875","2"
"2 on scale 1-7 ","2005","East Germany","Male","141","0.0602363322944946","0.0507589307415407","0.0697137338474484","2"
"2 on scale 1-7 ","2005","East Germany","Female","131","0.051908570226228","0.0434123651692941","0.0604047752831619","2"
"2 on scale 1-7 ","2005","West Germany","Male","413","0.059509995207121","0.0541390022828563","0.0648809881313856","2"
"3 on scale 1-7 ","2005","West Germany","Female","792","0.102130809272416","0.0955640882793681","0.108697530265464","3"
"3 on scale 1-7 ","2005","East Germany","Male","283","0.119806364736113","0.106870967993608","0.132741761478618","3"
"3 on scale 1-7 ","2005","East Germany","Female","294","0.117490838903769","0.105158599262997","0.129823078544541","3"
"3 on scale 1-7 ","2005","West Germany","Male","831","0.114262654812321","0.107040161245869","0.121485148378774","3"
"4 on scale 1-7","2005","East Germany","Female","619","0.234409317423477","0.218185012625705","0.25063362222125","4"
"4 on scale 1-7","2005","West Germany","Female","1729","0.205745241060881","0.196979099993823","0.21451138212794","4"
"4 on scale 1-7","2005","East Germany","Male","552","0.230495054460985","0.213719101112829","0.24727100780914","4"
"4 on scale 1-7","2005","West Germany","Male","1663","0.213582345180268","0.20427787104034","0.222886819320196","4"
"5 on scale 1-7","2005","East Germany","Male","582","0.23832843589457","0.221356847174459","0.25530002461468","5"
"5 on scale 1-7","2005","West Germany","Female","1830","0.214560898876351","0.205658743054592","0.223463054698111","5"
"5 on scale 1-7","2005","West Germany","Male","1806","0.238399369379518","0.228725533190587","0.248073205568448","5"
"5 on scale 1-7","2005","East Germany","Female","589","0.209080101145609","0.193506001694093","0.224654200597125","5"
"6 on scale 1-7","2005","East Germany","Male","494","0.192921635885869","0.177203573189398","0.208639698582341","6"
"6 on scale 1-7","2005","East Germany","Female","531","0.194628894470936","0.179466003163017","0.209791785778854","6"
"6 on scale 1-7","2005","West Germany","Female","1765","0.20962013503895","0.200793440951754","0.218446829126147","6"
"6 on scale 1-7","2005","West Germany","Male","1477","0.19638091436201","0.187361937130109","0.205399891593912","6"
"7 Strongly agree","2005","East Germany","Female","370","0.144836746661788","0.131358163648492","0.158315329675084","7"
"7 Strongly agree","2005","West Germany","Female","1379","0.178529076999204","0.17022456301702","0.186833590981388","7"
"7 Strongly agree","2005","East Germany","Male","312","0.131445444172898","0.117986158324794","0.144904730021003","7"
"7 Strongly agree","2005","West Germany","Male","1068","0.151121869261216","0.142990403055439","0.159253335466992","7"
