"plh0225","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Schleswig-Holstein","in school","","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","inadequately","","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","general elemantary","4","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","middle vocational","10","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","vocational + Abi","1","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","higher vocational","","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","higher education","","","","","1"
"1 Strongly disagree","2005","Hamburg","in school","","","","","1"
"1 Strongly disagree","2005","Hamburg","inadequately","","","","","1"
"1 Strongly disagree","2005","Hamburg","general elemantary","","","","","1"
"1 Strongly disagree","2005","Hamburg","middle vocational","7","","","","1"
"1 Strongly disagree","2005","Hamburg","vocational + Abi","1","","","","1"
"1 Strongly disagree","2005","Hamburg","higher vocational","","","","","1"
"1 Strongly disagree","2005","Hamburg","higher education","1","","","","1"
"1 Strongly disagree","2005","Lower Saxony","in school","1","","","","1"
"1 Strongly disagree","2005","Lower Saxony","inadequately","4","","","","1"
"1 Strongly disagree","2005","Lower Saxony","general elemantary","13","","","","1"
"1 Strongly disagree","2005","Lower Saxony","middle vocational","18","","","","1"
"1 Strongly disagree","2005","Lower Saxony","vocational + Abi","2","","","","1"
"1 Strongly disagree","2005","Lower Saxony","higher vocational","2","","","","1"
"1 Strongly disagree","2005","Lower Saxony","higher education","4","","","","1"
"1 Strongly disagree","2005","Bremen","in school","","","","","1"
"1 Strongly disagree","2005","Bremen","inadequately","","","","","1"
"1 Strongly disagree","2005","Bremen","general elemantary","1","","","","1"
"1 Strongly disagree","2005","Bremen","middle vocational","2","","","","1"
"1 Strongly disagree","2005","Bremen","vocational + Abi","1","","","","1"
"1 Strongly disagree","2005","Bremen","higher vocational","","","","","1"
"1 Strongly disagree","2005","Bremen","higher education","1","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","in school","1","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","inadequately","9","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","general elemantary","23","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","middle vocational","54","0.0316470228949245","0.0240984264345155","0.0391956193553335","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","vocational + Abi","8","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","higher vocational","4","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","higher education","9","","","","1"
"1 Strongly disagree","2005","Hesse","in school","","","","","1"
"1 Strongly disagree","2005","Hesse","inadequately","1","","","","1"
"1 Strongly disagree","2005","Hesse","general elemantary","13","","","","1"
"1 Strongly disagree","2005","Hesse","middle vocational","34","0.0528602831304218","0.0354156709612217","0.0703048952996219","1"
"1 Strongly disagree","2005","Hesse","vocational + Abi","1","","","","1"
"1 Strongly disagree","2005","Hesse","higher vocational","2","","","","1"
"1 Strongly disagree","2005","Hesse","higher education","1","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","in school","","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","inadequately","2","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","general elemantary","18","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","middle vocational","15","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","higher vocational","3","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","higher education","3","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","in school","1","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","inadequately","3","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","general elemantary","18","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","middle vocational","25","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","vocational + Abi","2","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","higher vocational","5","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","higher education","4","","","","1"
"1 Strongly disagree","2005","Bavaria","in school","","","","","1"
"1 Strongly disagree","2005","Bavaria","inadequately","3","","","","1"
"1 Strongly disagree","2005","Bavaria","general elemantary","21","","","","1"
"1 Strongly disagree","2005","Bavaria","middle vocational","38","0.0275282251843489","0.0192509888865393","0.0358054614821585","1"
"1 Strongly disagree","2005","Bavaria","vocational + Abi","","","","","1"
"1 Strongly disagree","2005","Bavaria","higher vocational","6","","","","1"
"1 Strongly disagree","2005","Bavaria","higher education","4","","","","1"
"1 Strongly disagree","2005","Berlin","in school","","","","","1"
"1 Strongly disagree","2005","Berlin","inadequately","","","","","1"
"1 Strongly disagree","2005","Berlin","general elemantary","5","","","","1"
"1 Strongly disagree","2005","Berlin","middle vocational","7","","","","1"
"1 Strongly disagree","2005","Berlin","vocational + Abi","1","","","","1"
"1 Strongly disagree","2005","Berlin","higher vocational","","","","","1"
"1 Strongly disagree","2005","Berlin","higher education","3","","","","1"
"1 Strongly disagree","2005","Brandenburg","in school","","","","","1"
"1 Strongly disagree","2005","Brandenburg","inadequately","","","","","1"
"1 Strongly disagree","2005","Brandenburg","general elemantary","2","","","","1"
"1 Strongly disagree","2005","Brandenburg","middle vocational","12","","","","1"
"1 Strongly disagree","2005","Brandenburg","vocational + Abi","3","","","","1"
"1 Strongly disagree","2005","Brandenburg","higher vocational","3","","","","1"
