"plh0225","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","in school","","","",""
"1 Strongly disagree","2005","no migration background","inadequately","","","",""
"1 Strongly disagree","2005","no migration background","general elemantary","92","0.0616212117328491","0.0500008580138251","0.073241565451873"
"1 Strongly disagree","2005","no migration background","middle vocational","246","0.0332580063708738","0.0295596597350309","0.0369563530067167"
"1 Strongly disagree","2005","no migration background","vocational + Abi","","","",""
"1 Strongly disagree","2005","no migration background","higher vocational","31","0.0256641976457218","0.0173271507252359","0.0340012445662078"
"1 Strongly disagree","2005","no migration background","higher education","41","0.0103650500822181","0.00712822195794318","0.0136018782064931"
"1 Strongly disagree","2005","direct migration background","in school","","","",""
"1 Strongly disagree","2005","direct migration background","inadequately","","","",""
"1 Strongly disagree","2005","direct migration background","general elemantary","34","0.0582724411291042","0.0389564003789888","0.0775884818792195"
"1 Strongly disagree","2005","direct migration background","middle vocational","46","0.0483583700335583","0.0340624345214397","0.0626543055456769"
"1 Strongly disagree","2005","direct migration background","vocational + Abi","","","",""
"1 Strongly disagree","2005","direct migration background","higher vocational","","","",""
"1 Strongly disagree","2005","direct migration background","higher education","","","",""
"1 Strongly disagree","2005","indirect migration background","in school","","","",""
"1 Strongly disagree","2005","indirect migration background","inadequately","","","",""
"1 Strongly disagree","2005","indirect migration background","general elemantary","","","",""
"1 Strongly disagree","2005","indirect migration background","middle vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","vocational + Abi","","","",""
"1 Strongly disagree","2005","indirect migration background","higher vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","higher education","","","",""
"2 on scale 1-7 ","2005","no migration background","in school","","","",""
"2 on scale 1-7 ","2005","no migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","no migration background","general elemantary","118","0.0685860882783558","0.0563721838582789","0.0807999926984326"
"2 on scale 1-7 ","2005","no migration background","middle vocational","549","0.0621935332771572","0.0572123394350748","0.0671747271192396"
"2 on scale 1-7 ","2005","no migration background","vocational + Abi","34","0.0309066109565235","0.0194000190419818","0.0424132028710652"
"2 on scale 1-7 ","2005","no migration background","higher vocational","82","0.0654923967788189","0.0524492935576381","0.0785354999999998"
"2 on scale 1-7 ","2005","no migration background","higher education","144","0.0376772733883306","0.0315917697176107","0.0437627770590505"
"2 on scale 1-7 ","2005","direct migration background","in school","","","",""
"2 on scale 1-7 ","2005","direct migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","direct migration background","general elemantary","32","0.0618515883280949","0.0419890353196935","0.0817141413364962"
"2 on scale 1-7 ","2005","direct migration background","middle vocational","60","0.0685771412220166","0.0517347724705795","0.0854195099734536"
"2 on scale 1-7 ","2005","direct migration background","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","direct migration background","higher vocational","","","",""
"2 on scale 1-7 ","2005","direct migration background","higher education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","in school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","indirect migration background","general elemantary","","","",""
"2 on scale 1-7 ","2005","indirect migration background","middle vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","indirect migration background","higher vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","higher education","","","",""
"3 on scale 1-7 ","2005","no migration background","in school","36","0.063448176907462","0.0421874610826471","0.0847088927322768"
"3 on scale 1-7 ","2005","no migration background","inadequately","","","",""
"3 on scale 1-7 ","2005","no migration background","general elemantary","207","0.135759740401516","0.119207076911928","0.152312403891105"
"3 on scale 1-7 ","2005","no migration background","middle vocational","1008","0.112152260970975","0.105643812376029","0.118660709565921"
"3 on scale 1-7 ","2005","no migration background","vocational + Abi","69","0.0895803410166768","0.0705929465953749","0.108567735437979"
"3 on scale 1-7 ","2005","no migration background","higher vocational","141","0.0998522839324088","0.0840459933060789","0.115658574558739"
"3 on scale 1-7 ","2005","no migration background","higher education","377","0.109725011487935","0.0997362572480819","0.119713765727788"
"3 on scale 1-7 ","2005","direct migration background","in school","","","",""
"3 on scale 1-7 ","2005","direct migration background","inadequately","","","",""
"3 on scale 1-7 ","2005","direct migration background","general elemantary","68","0.0998556499540693","0.0751346366427764","0.124576663265362"
"3 on scale 1-7 ","2005","direct migration background","middle vocational","89","0.100124748297292","0.0801214362467143","0.12012806034787"
"3 on scale 1-7 ","2005","direct migration background","vocational + Abi","30","0.179534512786597","0.128232666698144","0.230836358875051"
"3 on scale 1-7 ","2005","direct migration background","higher vocational","","","",""
"3 on scale 1-7 ","2005","direct migration background","higher education","30","0.0755155875588443","0.0472637596771867","0.103767415440502"
"3 on scale 1-7 ","2005","indirect migration background","in school","","","",""
"3 on scale 1-7 ","2005","indirect migration background","inadequately","","","",""
"3 on scale 1-7 ","2005","indirect migration background","general elemantary","","","",""
"3 on scale 1-7 ","2005","indirect migration background","middle vocational","30","0.107754054619188","0.0745999308557712","0.140908178382605"
"3 on scale 1-7 ","2005","indirect migration background","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","indirect migration background","higher vocational","","","",""
"3 on scale 1-7 ","2005","indirect migration background","higher education","","","",""
"4 on scale 1-7","2005","no migration background","in school","79","0.132249663580726","0.102703772989965","0.161795554171486"
"4 on scale 1-7","2005","no migration background","inadequately","","","",""
"4 on scale 1-7","2005","no migration background","general elemantary","356","0.200898156152468","0.181535979342645","0.220260332962291"
"4 on scale 1-7","2005","no migration background","middle vocational","2058","0.222391004753595","0.213813845727691","0.230968163779498"
"4 on scale 1-7","2005","no migration background","vocational + Abi","175","0.208953383116012","0.181922269054647","0.235984497177378"
"4 on scale 1-7","2005","no migration background","higher vocational","330","0.233398841805435","0.211097645871752","0.255700037739119"
"4 on scale 1-7","2005","no migration background","higher education","764","0.196341363993349","0.183646205297428","0.209036522689269"
"4 on scale 1-7","2005","direct migration background","in school","","","",""
"4 on scale 1-7","2005","direct migration background","inadequately","35","0.256151960318659","0.185103439075122","0.327200481562196"
"4 on scale 1-7","2005","direct migration background","general elemantary","187","0.311608716074691","0.273419007261531","0.349798424887851"
"4 on scale 1-7","2005","direct migration background","middle vocational","216","0.215514089154398","0.188112834741674","0.242915343567121"
"4 on scale 1-7","2005","direct migration background","vocational + Abi","45","0.187840793469033","0.135631910186948","0.240049676751118"
"4 on scale 1-7","2005","direct migration background","higher vocational","","","",""
"4 on scale 1-7","2005","direct migration background","higher education","66","0.224959607932735","0.180312545054866","0.269606670810603"
"4 on scale 1-7","2005","indirect migration background","in school","","","",""
"4 on scale 1-7","2005","indirect migration background","inadequately","","","",""
"4 on scale 1-7","2005","indirect migration background","general elemantary","37","0.146308711036535","0.094963739893869","0.197653682179201"
"4 on scale 1-7","2005","indirect migration background","middle vocational","72","0.206824598168898","0.16351699331159","0.250132203026207"
"4 on scale 1-7","2005","indirect migration background","vocational + Abi","","","",""
"4 on scale 1-7","2005","indirect migration background","higher vocational","","","",""
"4 on scale 1-7","2005","indirect migration background","higher education","","","",""
"5 on scale 1-7","2005","no migration background","in school","116","0.174397498334105","0.141302830423232","0.207492166244978"
"5 on scale 1-7","2005","no migration background","inadequately","","","",""
"5 on scale 1-7","2005","no migration background","general elemantary","323","0.206681210226092","0.187113522537126","0.226248897915058"
"5 on scale 1-7","2005","no migration background","middle vocational","2057","0.220382345456402","0.211832988528267","0.228931702384536"
"5 on scale 1-7","2005","no migration background","vocational + Abi","206","0.25774849856128","0.228667332440803","0.286829664681756"
"5 on scale 1-7","2005","no migration background","higher vocational","323","0.223843568954261","0.201867955343432","0.24581918256509"
"5 on scale 1-7","2005","no migration background","higher education","981","0.240994301090978","0.227325754764642","0.254662847417314"
"5 on scale 1-7","2005","direct migration background","in school","","","",""
"5 on scale 1-7","2005","direct migration background","inadequately","33","0.262462089583234","0.190849470863848","0.334074708302621"
"5 on scale 1-7","2005","direct migration background","general elemantary","114","0.224130504213256","0.189745531037068","0.258515477389444"
"5 on scale 1-7","2005","direct migration background","middle vocational","199","0.237044347985715","0.208704045134787","0.265384650836643"
"5 on scale 1-7","2005","direct migration background","vocational + Abi","48","0.207137361260259","0.152967583037856","0.261307139482662"
"5 on scale 1-7","2005","direct migration background","higher vocational","30","0.236664549581119","0.164156629733726","0.309172469428512"
"5 on scale 1-7","2005","direct migration background","higher education","81","0.24579412472538","0.199756897698763","0.291831351751996"
"5 on scale 1-7","2005","indirect migration background","in school","","","",""
"5 on scale 1-7","2005","indirect migration background","inadequately","","","",""
"5 on scale 1-7","2005","indirect migration background","general elemantary","41","0.26476670542708","0.200666906747386","0.328866504106773"
"5 on scale 1-7","2005","indirect migration background","middle vocational","83","0.23031810029281","0.185298863935056","0.275337336650563"
"5 on scale 1-7","2005","indirect migration background","vocational + Abi","","","",""
"5 on scale 1-7","2005","indirect migration background","higher vocational","","","",""
"5 on scale 1-7","2005","indirect migration background","higher education","","","",""
