"plh0225","year","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","436","0.0303242423053513","0.0277822560216411","0.0328662285890616"
"1 Strongly disagree","2005","direct migration background","110","0.0389321396199842","0.0311131085375213","0.046751170702447"
"1 Strongly disagree","2005","indirect migration background","","","",""
"2 on scale 1-7 ","2005","no migration background","954","0.057539723205172","0.0540876470655418","0.0609917993448023"
"2 on scale 1-7 ","2005","direct migration background","153","0.0659358613618425","0.0559042437838045","0.0759674789398806"
"2 on scale 1-7 ","2005","indirect migration background","32","0.0521076125619954","0.0369880526507491","0.0672271724732418"
"3 on scale 1-7 ","2005","no migration background","1862","0.110768101393303","0.106115671610808","0.115420531175798"
"3 on scale 1-7 ","2005","direct migration background","264","0.105828646050886","0.0933939901230798","0.118263301978692"
"3 on scale 1-7 ","2005","indirect migration background","74","0.106614465819013","0.0856184655102309","0.127610466127795"
"4 on scale 1-7","2005","no migration background","3801","0.212088057614103","0.206028207204532","0.218147908023675"
"4 on scale 1-7","2005","direct migration background","585","0.235467390980869","0.218316559913604","0.252618222048134"
"4 on scale 1-7","2005","indirect migration background","177","0.176813713431276","0.150859009396077","0.202768417466474"
"5 on scale 1-7","2005","no migration background","4070","0.222849417008612","0.216680295925918","0.229018538091307"
"5 on scale 1-7","2005","direct migration background","533","0.237772689990622","0.220564110805","0.254981269176245"
"5 on scale 1-7","2005","indirect migration background","204","0.24357344345004","0.214371793099718","0.272775093800362"
"6 on scale 1-7","2005","no migration background","3720","0.209104173373576","0.203075719435757","0.215132627311395"
"6 on scale 1-7","2005","direct migration background","382","0.157236259741692","0.142521572026334","0.171950947457049"
"6 on scale 1-7","2005","indirect migration background","165","0.186544144027153","0.160042864072238","0.213045423982069"
"7 Strongly agree","2005","no migration background","2638","0.157326285099881","0.151928751900734","0.162723818299028"
"7 Strongly agree","2005","direct migration background","324","0.158827012254104","0.144052041885353","0.173601982622856"
"7 Strongly agree","2005","indirect migration background","167","0.229371225666714","0.200768914768966","0.257973536564462"
"1 Strongly disagree","2006","no migration background","","","",""
"1 Strongly disagree","2006","direct migration background","","","",""
"1 Strongly disagree","2006","indirect migration background","","","",""
"2 on scale 1-7 ","2006","no migration background","","","",""
"2 on scale 1-7 ","2006","direct migration background","","","",""
"2 on scale 1-7 ","2006","indirect migration background","","","",""
"3 on scale 1-7 ","2006","no migration background","","","",""
"3 on scale 1-7 ","2006","direct migration background","","","",""
"3 on scale 1-7 ","2006","indirect migration background","","","",""
"4 on scale 1-7","2006","no migration background","","","",""
"4 on scale 1-7","2006","direct migration background","","","",""
"4 on scale 1-7","2006","indirect migration background","","","",""
"5 on scale 1-7","2006","no migration background","","","",""
"5 on scale 1-7","2006","direct migration background","","","",""
"5 on scale 1-7","2006","indirect migration background","","","",""
"6 on scale 1-7","2006","no migration background","","","",""
"6 on scale 1-7","2006","direct migration background","","","",""
"6 on scale 1-7","2006","indirect migration background","","","",""
"7 Strongly agree","2006","no migration background","","","",""
"7 Strongly agree","2006","direct migration background","","","",""
"7 Strongly agree","2006","indirect migration background","","","",""
"1 Strongly disagree","2007","no migration background","","","",""
"1 Strongly disagree","2007","direct migration background","","","",""
"1 Strongly disagree","2007","indirect migration background","","","",""
"2 on scale 1-7 ","2007","no migration background","","","",""
"2 on scale 1-7 ","2007","direct migration background","","","",""
"2 on scale 1-7 ","2007","indirect migration background","","","",""
"3 on scale 1-7 ","2007","no migration background","","","",""
"3 on scale 1-7 ","2007","direct migration background","","","",""
"3 on scale 1-7 ","2007","indirect migration background","","","",""
"4 on scale 1-7","2007","no migration background","","","",""
"4 on scale 1-7","2007","direct migration background","","","",""
"4 on scale 1-7","2007","indirect migration background","","","",""
"5 on scale 1-7","2007","no migration background","","","",""
"5 on scale 1-7","2007","direct migration background","","","",""
"5 on scale 1-7","2007","indirect migration background","","","",""
"6 on scale 1-7","2007","no migration background","","","",""
"6 on scale 1-7","2007","direct migration background","","","",""
"6 on scale 1-7","2007","indirect migration background","","","",""
"7 Strongly agree","2007","no migration background","","","",""
"7 Strongly agree","2007","direct migration background","","","",""
"7 Strongly agree","2007","indirect migration background","","","",""
"1 Strongly disagree","2008","no migration background","","","",""
"1 Strongly disagree","2008","direct migration background","","","",""
"1 Strongly disagree","2008","indirect migration background","","","",""
"2 on scale 1-7 ","2008","no migration background","","","",""
"2 on scale 1-7 ","2008","direct migration background","","","",""
"2 on scale 1-7 ","2008","indirect migration background","","","",""
"3 on scale 1-7 ","2008","no migration background","","","",""
"3 on scale 1-7 ","2008","direct migration background","","","",""
"3 on scale 1-7 ","2008","indirect migration background","","","",""
"4 on scale 1-7","2008","no migration background","","","",""
"4 on scale 1-7","2008","direct migration background","","","",""
"4 on scale 1-7","2008","indirect migration background","","","",""
"5 on scale 1-7","2008","no migration background","","","",""
"5 on scale 1-7","2008","direct migration background","","","",""
"5 on scale 1-7","2008","indirect migration background","","","",""
"6 on scale 1-7","2008","no migration background","","","",""
"6 on scale 1-7","2008","direct migration background","","","",""
"6 on scale 1-7","2008","indirect migration background","","","",""
"7 Strongly agree","2008","no migration background","","","",""
"7 Strongly agree","2008","direct migration background","","","",""
"7 Strongly agree","2008","indirect migration background","","","",""
"1 Strongly disagree","2009","no migration background","371","0.0282699436081059","0.0256716393887144","0.0308682478274974"
"1 Strongly disagree","2009","direct migration background","60","0.0419094738724608","0.0322261486743329","0.0515927990705887"
"1 Strongly disagree","2009","indirect migration background","","","",""
"2 on scale 1-7 ","2009","no migration background","1067","0.0704630227562106","0.0664509511110268","0.0744750944013943"
"2 on scale 1-7 ","2009","direct migration background","117","0.0671640214679398","0.0550681787859462","0.0792598641499334"
"2 on scale 1-7 ","2009","indirect migration background","","","",""
"3 on scale 1-7 ","2009","no migration background","1987","0.12859487889014","0.123347087045185","0.133842670735094"
"3 on scale 1-7 ","2009","direct migration background","206","0.109838227016509","0.094727812896096","0.124948641136921"
"3 on scale 1-7 ","2009","indirect migration background","75","0.118126240078351","0.0944021430692868","0.141850337087415"
"4 on scale 1-7","2009","no migration background","3505","0.220583572837335","0.21408338255175","0.227083763122919"
"4 on scale 1-7","2009","direct migration background","422","0.256066322650576","0.234974773377225","0.277157871923926"
"4 on scale 1-7","2009","indirect migration background","156","0.220610129940874","0.190130941830833","0.251089318050914"
"5 on scale 1-7","2009","no migration background","3603","0.231334121917287","0.224723484173549","0.237944759661024"
"5 on scale 1-7","2009","direct migration background","328","0.192404849829267","0.173355945597151","0.211453754061382"
"5 on scale 1-7","2009","indirect migration background","157","0.203859880975847","0.174247459062864","0.23347230288883"
"6 on scale 1-7","2009","no migration background","3090","0.188883366831363","0.182747255638966","0.19501947802376"
"6 on scale 1-7","2009","direct migration background","288","0.188221753622587","0.169332328011664","0.20711117923351"
"6 on scale 1-7","2009","indirect migration background","154","0.203945363934114","0.174328324244769","0.233562403623458"
"7 Strongly agree","2009","no migration background","2008","0.13187109315956","0.126566872027756","0.137175314291364"
"7 Strongly agree","2009","direct migration background","224","0.144395351540661","0.127409852396638","0.161380850684684"
"7 Strongly agree","2009","indirect migration background","133","0.212452808230854","0.182386311909086","0.242519304552623"
"1 Strongly disagree","2010","no migration background","","","",""
"1 Strongly disagree","2010","direct migration background","","","",""
"1 Strongly disagree","2010","indirect migration background","","","",""
"2 on scale 1-7 ","2010","no migration background","","","",""
"2 on scale 1-7 ","2010","direct migration background","","","",""
"2 on scale 1-7 ","2010","indirect migration background","","","",""
"3 on scale 1-7 ","2010","no migration background","","","",""
"3 on scale 1-7 ","2010","direct migration background","","","",""
"3 on scale 1-7 ","2010","indirect migration background","","","",""
"4 on scale 1-7","2010","no migration background","","","",""
