"plh0225","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Male","115","0.0361202704182343","0.0296022209937633","0.0426383198427052","1"
"1 Strongly disagree","2005","Not Employed","Female","188","0.0460967467024385","0.0400902714882012","0.0521032219166757","1"
"1 Strongly disagree","2005","Employed","Male","137","0.022183444741127","0.0186636864097146","0.0257032030725395","1"
"1 Strongly disagree","2005","Employed","Female","117","0.0232050676100012","0.0194287996047174","0.0269813356152849","1"
"2 on scale 1-7 ","2005","Not Employed","Female","288","0.0624248314633078","0.0554951364044517","0.0693545265221638","2"
"2 on scale 1-7 ","2005","Employed","Male","373","0.0569371150537301","0.0513993093386411","0.0624749207688191","2"
"2 on scale 1-7 ","2005","Employed","Female","297","0.0527023212135676","0.0470979383118363","0.0583067041152989","2"
"2 on scale 1-7 ","2005","Not Employed","Male","181","0.0652119431346196","0.0565871065086026","0.0738367797606365","2"
"3 on scale 1-7 ","2005","Not Employed","Female","500","0.110080165588765","0.101114916372066","0.119045414805464","3"
"3 on scale 1-7 ","2005","Employed","Male","736","0.112349025523809","0.104802006728893","0.119896044318725","3"
"3 on scale 1-7 ","2005","Employed","Female","586","0.100367935706071","0.0928309160129308","0.107904955399212","3"
"3 on scale 1-7 ","2005","Not Employed","Male","378","0.121383128949742","0.109975125010792","0.132791132888692","3"
"4 on scale 1-7","2005","Employed","Female","1247","0.196389933000376","0.186425513881843","0.206354352118908","4"
"4 on scale 1-7","2005","Not Employed","Female","1101","0.227391005125968","0.215384989423825","0.23939702082811","4"
"4 on scale 1-7","2005","Employed","Male","1453","0.204194042913053","0.194560305902808","0.213827779923299","4"
"4 on scale 1-7","2005","Not Employed","Male","762","0.242596530222729","0.227622570284899","0.257570490160559","4"
"5 on scale 1-7","2005","Employed","Male","1661","0.24391726670186","0.233654236853299","0.25418029655042","5"
"5 on scale 1-7","2005","Not Employed","Female","971","0.200371718890954","0.188906174737492","0.211837263044417","5"
"5 on scale 1-7","2005","Not Employed","Male","727","0.22702641574374","0.212392813316114","0.241660018171367","5"
"5 on scale 1-7","2005","Employed","Female","1448","0.225299898077803","0.214820966727328","0.235778829428278","5"
"6 on scale 1-7","2005","Employed","Male","1423","0.211078422491695","0.20132609006408","0.220830754919309","6"
"6 on scale 1-7","2005","Employed","Female","1386","0.221564634466885","0.211147909668809","0.231981359264961","6"
"6 on scale 1-7","2005","Not Employed","Female","910","0.190380970153515","0.179135321573835","0.201626618733194","6"
"6 on scale 1-7","2005","Not Employed","Male","548","0.164205735216595","0.151264534195046","0.177146936238144","6"
"7 Strongly agree","2005","Employed","Female","1025","0.180470209925296","0.170824041840716","0.190116378009876","7"
"7 Strongly agree","2005","Not Employed","Female","724","0.163254562075052","0.152667834782388","0.173841289367716","7"
"7 Strongly agree","2005","Employed","Male","943","0.149340682574726","0.140822703729364","0.157858661420089","7"
"7 Strongly agree","2005","Not Employed","Male","437","0.14345597631434","0.131210804122976","0.155701148505704","7"
"1 Strongly disagree","2006","Not Employed","Male","","","","","1"
"1 Strongly disagree","2006","Not Employed","Female","","","","","1"
"1 Strongly disagree","2006","Employed","Male","","","","","1"
"1 Strongly disagree","2006","Employed","Female","","","","","1"
"2 on scale 1-7 ","2006","Employed","Male","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Male","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2006","Employed","Male","","","","","3"
"4 on scale 1-7","2006","Not Employed","Female","","","","","4"
"4 on scale 1-7","2006","Employed","Male","","","","","4"
"4 on scale 1-7","2006","Employed","Female","","","","","4"
"4 on scale 1-7","2006","Not Employed","Male","","","","","4"
"5 on scale 1-7","2006","Employed","Male","","","","","5"
"5 on scale 1-7","2006","Not Employed","Female","","","","","5"
"5 on scale 1-7","2006","Employed","Female","","","","","5"
"5 on scale 1-7","2006","Not Employed","Male","","","","","5"
"6 on scale 1-7","2006","Employed","Male","","","","","6"
"6 on scale 1-7","2006","Not Employed","Female","","","","","6"
"6 on scale 1-7","2006","Employed","Female","","","","","6"
"6 on scale 1-7","2006","Not Employed","Male","","","","","6"
"7 Strongly agree","2006","Not Employed","Female","","","","","7"
"7 Strongly agree","2006","Employed","Male","","","","","7"
"7 Strongly agree","2006","Employed","Female","","","","","7"
"7 Strongly agree","2006","Not Employed","Male","","","","","7"
"1 Strongly disagree","2007","Not Employed","Male","","","","","1"
"1 Strongly disagree","2007","Not Employed","Female","","","","","1"
"1 Strongly disagree","2007","Employed","Male","","","","","1"
"1 Strongly disagree","2007","Employed","Female","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","Male","","","","","2"
"2 on scale 1-7 ","2007","Employed","Male","","","","","2"
"2 on scale 1-7 ","2007","Employed","Female","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2007","Employed","Male","","","","","3"
"3 on scale 1-7 ","2007","Employed","Female","","","","","3"
"4 on scale 1-7","2007","Not Employed","Male","","","","","4"
"4 on scale 1-7","2007","Not Employed","Female","","","","","4"
"4 on scale 1-7","2007","Employed","Male","","","","","4"
"4 on scale 1-7","2007","Employed","Female","","","","","4"
"5 on scale 1-7","2007","Not Employed","Male","","","","","5"
"5 on scale 1-7","2007","Not Employed","Female","","","","","5"
"5 on scale 1-7","2007","Employed","Male","","","","","5"
"5 on scale 1-7","2007","Employed","Female","","","","","5"
"6 on scale 1-7","2007","Employed","Male","","","","","6"
"6 on scale 1-7","2007","Not Employed","Male","","","","","6"
"6 on scale 1-7","2007","Not Employed","Female","","","","","6"
"6 on scale 1-7","2007","Employed","Female","","","","","6"
"7 Strongly agree","2007","Not Employed","Male","","","","","7"
"7 Strongly agree","2007","Not Employed","Female","","","","","7"
"7 Strongly agree","2007","Employed","Male","","","","","7"
"7 Strongly agree","2007","Employed","Female","","","","","7"
"1 Strongly disagree","2008","Not Employed","Female","","","","","1"
"1 Strongly disagree","2008","Employed","Male","","","","","1"
"1 Strongly disagree","2008","Not Employed","Male","","","","","1"
"1 Strongly disagree","2008","Employed","Female","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","Male","","","","","2"
"2 on scale 1-7 ","2008","Employed","Male","","","","","2"
"2 on scale 1-7 ","2008","Employed","Female","","","","","2"
"3 on scale 1-7 ","2008","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2008","Employed","Male","","","","","3"
"3 on scale 1-7 ","2008","Employed","Female","","","","","3"
"4 on scale 1-7","2008","Not Employed","Female","","","","","4"
"4 on scale 1-7","2008","Employed","Male","","","","","4"
"4 on scale 1-7","2008","Not Employed","Male","","","","","4"
"4 on scale 1-7","2008","Employed","Female","","","","","4"
"5 on scale 1-7","2008","Employed","Male","","","","","5"
"5 on scale 1-7","2008","Not Employed","Male","","","","","5"
"5 on scale 1-7","2008","Not Employed","Female","","","","","5"
"5 on scale 1-7","2008","Employed","Female","","","","","5"
"6 on scale 1-7","2008","Not Employed","Female","","","","","6"
"6 on scale 1-7","2008","Employed","Female","","","","","6"
"6 on scale 1-7","2008","Not Employed","Male","","","","","6"
"6 on scale 1-7","2008","Employed","Male","","","","","6"
"7 Strongly agree","2008","Not Employed","Male","","","","","7"
"7 Strongly agree","2008","Not Employed","Female","","","","","7"
"7 Strongly agree","2008","Employed","Male","","","","","7"
"7 Strongly agree","2008","Employed","Female","","","","","7"
"1 Strongly disagree","2009","Not Employed","Female","114","0.0364059661956003","0.030559100568597","0.0422528318226037","1"
"1 Strongly disagree","2009","Employed","Male","98","0.0204115423972454","0.0167569735440617","0.0240661112504291","1"
"1 Strongly disagree","2009","Employed","Female","127","0.0259944124060208","0.0217738289112629","0.0302149959007788","1"
"1 Strongly disagree","2009","Not Employed","Male","101","0.0431512553163457","0.0356701368683528","0.0506323737643386","1"
"2 on scale 1-7 ","2009","Not Employed","Female","300","0.0821570386084305","0.0735847583702681","0.0907293188465929","2"
"2 on scale 1-7 ","2009","Employed","Male","366","0.0585328299664072","0.0524657634216288","0.0645998965111856","2"
"2 on scale 1-7 ","2009","Employed","Female","339","0.0615601219935796","0.0551847617076011","0.0679354822795581","2"
"2 on scale 1-7 ","2009","Not Employed","Male","206","0.0796518625549887","0.069683537192198","0.0896201879177794","2"
"3 on scale 1-7 ","2009","Not Employed","Male","396","0.134054450426116","0.121510507232155","0.146598393620077","3"
"3 on scale 1-7 ","2009","Not Employed","Female","531","0.133798503330109","0.123171156025688","0.14442585063453","3"
"3 on scale 1-7 ","2009","Employed","Male","740","0.120623557238017","0.112206120001781","0.129040994474253","3"
"3 on scale 1-7 ","2009","Employed","Female","601","0.121136667669591","0.112482002838761","0.129791332500421","3"
"4 on scale 1-7","2009","Not Employed","Female","926","0.236978239846599","0.223703913896029","0.25025256579717","4"
"4 on scale 1-7","2009","Employed","Male","1282","0.229997087007353","0.219120722372306","0.2408734516424","4"
"4 on scale 1-7","2009","Not Employed","Male","678","0.217118378861332","0.201939331685563","0.232297426037101","4"
"4 on scale 1-7","2009","Employed","Female","1197","0.213861554994075","0.202985593846407","0.224737516141743","4"
"5 on scale 1-7","2009","Not Employed","Male","606","0.215708321359111","0.200565025017053","0.230851617701168","5"
"5 on scale 1-7","2009","Employed","Male","1383","0.234195336888392","0.22325011595916","0.245140557817624","5"
"5 on scale 1-7","2009","Not Employed","Female","887","0.227188561530198","0.214108198946065","0.24026892411433","5"
"5 on scale 1-7","2009","Employed","Female","1212","0.218562481772979","0.207600559818305","0.229524403727653","5"
"6 on scale 1-7","2009","Not Employed","Female","692","0.161453659368401","0.149967435897381","0.172939882839421","6"
"6 on scale 1-7","2009","Not Employed","Male","516","0.182752611080695","0.168524189184777","0.196981032976613","6"
"6 on scale 1-7","2009","Employed","Male","1190","0.203187751561292","0.192788473993019","0.213587029129566","6"
"6 on scale 1-7","2009","Employed","Female","1134","0.199206249358912","0.188612161101455","0.209800337616369","6"
"7 Strongly agree","2009","Not Employed","Male","331","0.127563120401413","0.115280875773221","0.139845365029604","7"
"7 Strongly agree","2009","Not Employed","Female","492","0.122018031120663","0.111800532542037","0.132235529699288","7"
"7 Strongly agree","2009","Employed","Male","692","0.133051894941293","0.124274139228268","0.141829650654317","7"
"7 Strongly agree","2009","Employed","Female","850","0.159678511804843","0.149962282796129","0.169394740813557","7"
"1 Strongly disagree","2010","Not Employed","Male","","","","","1"
"1 Strongly disagree","2010","Not Employed","Female","","","","","1"
"1 Strongly disagree","2010","Employed","Male","","","","","1"
"1 Strongly disagree","2010","Employed","Female","","","","","1"
"2 on scale 1-7 ","2010","Not Employed","Male","","","","","2"
"2 on scale 1-7 ","2010","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2010","Employed","Male","","","","","2"
"2 on scale 1-7 ","2010","Employed","Female","","","","","2"
"3 on scale 1-7 ","2010","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2010","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2010","Employed","Female","","","","","3"
"3 on scale 1-7 ","2010","Employed","Male","","","","","3"
"4 on scale 1-7","2010","Not Employed","Female","","","","","4"
"4 on scale 1-7","2010","Employed","Male","","","","","4"
"4 on scale 1-7","2010","Not Employed","Male","","","","","4"
"4 on scale 1-7","2010","Employed","Female","","","","","4"
"5 on scale 1-7","2010","Not Employed","Male","","","","","5"
"5 on scale 1-7","2010","Employed","Male","","","","","5"
"5 on scale 1-7","2010","Not Employed","Female","","","","","5"
"5 on scale 1-7","2010","Employed","Female","","","","","5"
"6 on scale 1-7","2010","Not Employed","Male","","","","","6"
"6 on scale 1-7","2010","Not Employed","Female","","","","","6"
"6 on scale 1-7","2010","Employed","Male","","","","","6"
"6 on scale 1-7","2010","Employed","Female","","","","","6"
"7 Strongly agree","2010","Not Employed","Male","","","","","7"
"7 Strongly agree","2010","Not Employed","Female","","","","","7"
"7 Strongly agree","2010","Employed","Male","","","","","7"
"7 Strongly agree","2010","Employed","Female","","","","","7"
"1 Strongly disagree","2011","Not Employed","Male","","","","","1"
"1 Strongly disagree","2011","Not Employed","Female","","","","","1"
"1 Strongly disagree","2011","Employed","Male","","","","","1"
"1 Strongly disagree","2011","Employed","Female","","","","","1"
"2 on scale 1-7 ","2011","Not Employed","Male","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2011","Employed","Male","","","","","2"
"2 on scale 1-7 ","2011","Employed","Female","","","","","2"
"3 on scale 1-7 ","2011","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2011","Employed","Male","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2011","Employed","Female","","","","","3"
"4 on scale 1-7","2011","Not Employed","Male","","","","","4"
"4 on scale 1-7","2011","Not Employed","Female","","","","","4"
"4 on scale 1-7","2011","Employed","Male","","","","","4"
"4 on scale 1-7","2011","Employed","Female","","","","","4"
"5 on scale 1-7","2011","Employed","Male","","","","","5"
"5 on scale 1-7","2011","Not Employed","Female","","","","","5"
"5 on scale 1-7","2011","Not Employed","Male","","","","","5"
"5 on scale 1-7","2011","Employed","Female","","","","","5"
"6 on scale 1-7","2011","Not Employed","Male","","","","","6"
"6 on scale 1-7","2011","Not Employed","Female","","","","","6"
"6 on scale 1-7","2011","Employed","Male","","","","","6"
"6 on scale 1-7","2011","Employed","Female","","","","","6"
"7 Strongly agree","2011","Not Employed","Male","","","","","7"
"7 Strongly agree","2011","Not Employed","Female","","","","","7"
"7 Strongly agree","2011","Employed","Male","","","","","7"
