"plh0225","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Not Employed","23","","",""
"1 Strongly disagree","2005","16-34 y.","Employed","51","0.0145574346575698","0.0106986847522088","0.0184161845629308"
"1 Strongly disagree","2005","35-65 y.","Not Employed","91","0.0362798192772945","0.0292150289630452","0.0433446095915438"
"1 Strongly disagree","2005","35-65 y.","Employed","196","0.0260956807747441","0.0227845709142134","0.0294067906352748"
"1 Strongly disagree","2005","66 and older","Not Employed","189","0.0557730216858984","0.0481963157691836","0.0633497276026131"
"1 Strongly disagree","2005","66 and older","Employed","7","","",""
"2 on scale 1-7 ","2005","16-34 y.","Not Employed","45","0.0332486592424272","0.0245047369833114","0.041992581501543"
"2 on scale 1-7 ","2005","16-34 y.","Employed","168","0.0481997879143912","0.0412992330888621","0.0551003427399202"
"2 on scale 1-7 ","2005","35-65 y.","Not Employed","170","0.0645762375604583","0.0552901706187048","0.0738623045022117"
"2 on scale 1-7 ","2005","35-65 y.","Employed","487","0.0579881788222249","0.0531338516874544","0.0628425059569955"
"2 on scale 1-7 ","2005","66 and older","Not Employed","254","0.0730429394299553","0.0644518335686818","0.0816340452912289"
"2 on scale 1-7 ","2005","66 and older","Employed","15","","",""
"3 on scale 1-7 ","2005","16-34 y.","Not Employed","125","0.0881989997438706","0.0743683147571907","0.10202968473055"
"3 on scale 1-7 ","2005","16-34 y.","Employed","320","0.0946509311699415","0.0852199034024137","0.104081958937469"
"3 on scale 1-7 ","2005","35-65 y.","Not Employed","280","0.0972488508853433","0.0860540208003608","0.108443680970326"
"3 on scale 1-7 ","2005","35-65 y.","Employed","969","0.112100914017595","0.105548255884918","0.118653572150273"
"3 on scale 1-7 ","2005","66 and older","Not Employed","473","0.13419259925142","0.122938646938438","0.145446551564402"
"3 on scale 1-7 ","2005","66 and older","Employed","33","0.122168704064732","0.0794734713609738","0.164863936768491"
"4 on scale 1-7","2005","16-34 y.","Not Employed","324","0.17214903578959","0.15373749203183","0.19056057954735"
"4 on scale 1-7","2005","16-34 y.","Employed","704","0.178889456383561","0.166541879613545","0.191237033153576"
"4 on scale 1-7","2005","35-65 y.","Not Employed","637","0.230604169666491","0.214689422841106","0.246518916491877"
"4 on scale 1-7","2005","35-65 y.","Employed","1948","0.210166512342108","0.201704363511451","0.218628661172764"
"4 on scale 1-7","2005","66 and older","Not Employed","902","0.255722632063488","0.241318664635403","0.270126599491574"
"4 on scale 1-7","2005","66 and older","Employed","48","0.218965375078994","0.165049490128854","0.272881260029134"
"5 on scale 1-7","2005","16-34 y.","Not Employed","367","0.215742609712477","0.195681308370052","0.235803911054901"
"5 on scale 1-7","2005","16-34 y.","Employed","882","0.242313604373784","0.228509056345273","0.256118152402296"
"5 on scale 1-7","2005","35-65 y.","Not Employed","607","0.226389744663018","0.210577966008503","0.242201523317533"
"5 on scale 1-7","2005","35-65 y.","Employed","2180","0.23370934501296","0.22491980934367","0.24249888068225"
"5 on scale 1-7","2005","66 and older","Not Employed","724","0.199620463022862","0.186423297652088","0.212817628393636"
"5 on scale 1-7","2005","66 and older","Employed","47","0.187702236060705","0.136794214019618","0.238610258101793"
"6 on scale 1-7","2005","16-34 y.","Not Employed","382","0.242488978352705","0.221586282197533","0.263391674507878"
"6 on scale 1-7","2005","16-34 y.","Employed","873","0.224758341779574","0.211310115465549","0.2382065680936"
"6 on scale 1-7","2005","35-65 y.","Not Employed","544","0.198001665482557","0.18294556872746","0.213057762237654"
"6 on scale 1-7","2005","35-65 y.","Employed","1894","0.212274066963533","0.203780948708444","0.220767185218622"
"6 on scale 1-7","2005","66 and older","Not Employed","532","0.147845101775834","0.136126038915746","0.159564164635923"
"6 on scale 1-7","2005","66 and older","Employed","42","0.197954641783641","0.146005762683391","0.249903520883892"
"7 Strongly agree","2005","16-34 y.","Not Employed","349","0.235647939222463","0.214949367853075","0.256346510591852"
"7 Strongly agree","2005","16-34 y.","Employed","703","0.196630443721178","0.183825678701072","0.209435208741285"
"7 Strongly agree","2005","35-65 y.","Not Employed","362","0.146899512464838","0.133524274594107","0.160274750335568"
"7 Strongly agree","2005","35-65 y.","Employed","1231","0.147665302066835","0.140296863915914","0.155033740217755"
"7 Strongly agree","2005","66 and older","Not Employed","450","0.133803242770541","0.122563102336296","0.145043383204786"
"7 Strongly agree","2005","66 and older","Employed","34","0.179739755483705","0.129679648167296","0.229799862800115"
"1 Strongly disagree","2006","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2006","16-34 y.","Employed","","","",""
"1 Strongly disagree","2006","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2006","35-65 y.","Employed","","","",""
"1 Strongly disagree","2006","66 and older","Not Employed","","","",""
"1 Strongly disagree","2006","66 and older","Employed","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2006","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2006","66 and older","Employed","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2006","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2006","66 and older","Employed","","","",""
"4 on scale 1-7","2006","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2006","16-34 y.","Employed","","","",""
"4 on scale 1-7","2006","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2006","35-65 y.","Employed","","","",""
"4 on scale 1-7","2006","66 and older","Not Employed","","","",""
"4 on scale 1-7","2006","66 and older","Employed","","","",""
"5 on scale 1-7","2006","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2006","16-34 y.","Employed","","","",""
"5 on scale 1-7","2006","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2006","35-65 y.","Employed","","","",""
"5 on scale 1-7","2006","66 and older","Not Employed","","","",""
"5 on scale 1-7","2006","66 and older","Employed","","","",""
"6 on scale 1-7","2006","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2006","16-34 y.","Employed","","","",""
"6 on scale 1-7","2006","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2006","35-65 y.","Employed","","","",""
"6 on scale 1-7","2006","66 and older","Not Employed","","","",""
"6 on scale 1-7","2006","66 and older","Employed","","","",""
"7 Strongly agree","2006","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2006","16-34 y.","Employed","","","",""
"7 Strongly agree","2006","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2006","35-65 y.","Employed","","","",""
"7 Strongly agree","2006","66 and older","Not Employed","","","",""
"7 Strongly agree","2006","66 and older","Employed","","","",""
"1 Strongly disagree","2007","16-34 y.","Not Employed","","","",""
