"plh0225","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Male","40","0.0131003912239616","0.00868195939600252","0.0175188230519207"
"1 Strongly disagree","2005","16-34 y.","Female","34","0.0149454130080852","0.010428563849695","0.0194622621664753"
"1 Strongly disagree","2005","35-65 y.","Male","137","0.0272030694518196","0.0229473732193261","0.0314587656843131"
"1 Strongly disagree","2005","35-65 y.","Female","150","0.0299165001113961","0.0255998331752343","0.0342331670475578"
"1 Strongly disagree","2005","66 and older","Male","75","0.0448300143110214","0.0350421550558568","0.054617873566186"
"1 Strongly disagree","2005","66 and older","Female","121","0.0614170212509607","0.0509803954281714","0.0718536470737499"
"2 on scale 1-7 ","2005","16-34 y.","Male","113","0.04858956190444","0.0402345901669678","0.0569445336419122"
"2 on scale 1-7 ","2005","16-34 y.","Female","100","0.0395790945894448","0.032321123934377","0.0468370652445127"
"2 on scale 1-7 ","2005","35-65 y.","Male","325","0.0615240502848485","0.055237902268893","0.067810198300804"
"2 on scale 1-7 ","2005","35-65 y.","Female","332","0.0576399204123271","0.0517343926441945","0.0635454481804596"
"2 on scale 1-7 ","2005","66 and older","Male","116","0.0699204937590882","0.0578583298903265","0.0819826576278498"
"2 on scale 1-7 ","2005","66 and older","Female","153","0.0741054725520833","0.0627191023240923","0.0854918427800743"
"3 on scale 1-7 ","2005","16-34 y.","Male","240","0.104123462387723","0.0922551786774708","0.115991746097976"
"3 on scale 1-7 ","2005","16-34 y.","Female","205","0.0813152711254203","0.0711405905495335","0.0914899517013071"
"3 on scale 1-7 ","2005","35-65 y.","Male","640","0.113942944917998","0.10563056979785","0.122255320038146"
"3 on scale 1-7 ","2005","35-65 y.","Female","609","0.103071309596913","0.0953669517794723","0.110775667414353"
"3 on scale 1-7 ","2005","66 and older","Male","234","0.13517205211911","0.118999772006872","0.151344332231349"
"3 on scale 1-7 ","2005","66 and older","Female","272","0.132315646096518","0.117586896263752","0.147044395929283"
"4 on scale 1-7","2005","16-34 y.","Male","491","0.180225391078897","0.165289031607757","0.195161750550036"
"4 on scale 1-7","2005","16-34 y.","Female","537","0.173803968987517","0.15969735199216","0.187910585982874"
"4 on scale 1-7","2005","35-65 y.","Male","1296","0.220523119765261","0.209676878693138","0.231369360837384"
"4 on scale 1-7","2005","35-65 y.","Female","1289","0.209698696200109","0.19938337385318","0.220014018547037"
"4 on scale 1-7","2005","66 and older","Male","428","0.257838492528153","0.2371472756436","0.278529709412706"
"4 on scale 1-7","2005","66 and older","Female","522","0.250618405027126","0.231780292194414","0.269456517859838"
"5 on scale 1-7","2005","16-34 y.","Male","610","0.233765136829071","0.217319133923805","0.250211139734338"
"5 on scale 1-7","2005","16-34 y.","Female","639","0.236543253997645","0.220723527168215","0.252362980827074"
"5 on scale 1-7","2005","35-65 y.","Male","1384","0.244346858454263","0.233105593196804","0.255588123711722"
"5 on scale 1-7","2005","35-65 y.","Female","1403","0.219528117936674","0.209039644144319","0.230016591729028"
"5 on scale 1-7","2005","66 and older","Male","394","0.227651688507978","0.207817931779511","0.247485445236446"
