"plh0225","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Urban Area","West Germany","318","0.027439503404355","0.0245240717242538","0.0303549350844561","1"
"1 Strongly disagree","2005","Urban Area","East Germany","52","0.029631324373192","0.0216980322509024","0.0375646164954815","1"
"1 Strongly disagree","2005","Rural Area","West Germany","97","0.0336356223105344","0.0277141146691643","0.0395571299519044","1"
"1 Strongly disagree","2005","Rural Area","East Germany","90","0.0416724783043665","0.034838681695487","0.0485062749132461","1"
"2 on scale 1-7 ","2005","Urban Area","East Germany","63","0.0382185958790168","0.0292487479097387","0.047188443848295","2"
"2 on scale 1-7 ","2005","Rural Area","West Germany","180","0.0532745977379178","0.0458983718356789","0.0606508236401566","2"
"2 on scale 1-7 ","2005","Rural Area","East Germany","209","0.0658651116199271","0.0573828255260614","0.0743473977137928","2"
"2 on scale 1-7 ","2005","Urban Area","West Germany","687","0.0607511183748479","0.0564880341375938","0.065014202612102","2"
"3 on scale 1-7 ","2005","Urban Area","East Germany","194","0.111624846084543","0.0968919485296355","0.126357743639451","3"
"3 on scale 1-7 ","2005","Rural Area","West Germany","374","0.108327268471375","0.0981194310819793","0.11853510586077","3"
"3 on scale 1-7 ","2005","Rural Area","East Germany","383","0.1225133246946","0.111301086069149","0.133725563320051","3"
"3 on scale 1-7 ","2005","Urban Area","West Germany","1249","0.107884289513788","0.102347651515894","0.113420927511682","3"
"4 on scale 1-7","2005","Rural Area","East Germany","770","0.237178004502226","0.22263248580043","0.251723523204023","4"
"4 on scale 1-7","2005","Urban Area","East Germany","401","0.224018790511681","0.204512380115353","0.243525200908009","4"
"4 on scale 1-7","2005","Rural Area","West Germany","835","0.215140385637194","0.201643950654158","0.22863682062023","4"
"4 on scale 1-7","2005","Urban Area","West Germany","2557","0.207788859154528","0.200548034437239","0.215029683871816","4"
"5 on scale 1-7","2005","Rural Area","West Germany","793","0.220818784303925","0.20719495013986","0.234442618467989","5"
"5 on scale 1-7","2005","Urban Area","East Germany","401","0.223916832933899","0.204413580857364","0.243420085010435","5"
"5 on scale 1-7","2005","Urban Area","West Germany","2843","0.227702373752657","0.220218394733442","0.235186352771872","5"
"5 on scale 1-7","2005","Rural Area","East Germany","770","0.223213032619241","0.208973650543618","0.237452414694864","5"
"6 on scale 1-7","2005","Rural Area","West Germany","737","0.201487673244502","0.188313385116494","0.214661961372509","6"
"6 on scale 1-7","2005","Rural Area","East Germany","653","0.188765585235218","0.175383771002915","0.202147399467521","6"
"6 on scale 1-7","2005","Urban Area","East Germany","372","0.202850068479028","0.184036675965153","0.221663460992902","6"
"6 on scale 1-7","2005","Urban Area","West Germany","2505","0.203766690419661","0.196578108949571","0.21095527188975","6"
"7 Strongly agree","2005","Rural Area","East Germany","410","0.120792463024421","0.109648336769055","0.131936589279788","7"
"7 Strongly agree","2005","Urban Area","East Germany","272","0.16973954173864","0.152176156767944","0.187302926709336","7"
"7 Strongly agree","2005","Rural Area","West Germany","545","0.167315668294552","0.15505622901928","0.179575107569824","7"
"7 Strongly agree","2005","Urban Area","West Germany","1902","0.164667165380164","0.158048206038156","0.171286124722172","7"
"1 Strongly disagree","2006","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2006","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2006","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2006","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2006","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Rural Area","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","West Germany","","","","","2"
"3 on scale 1-7 ","2006","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","West Germany","","","","","3"
"4 on scale 1-7","2006","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2006","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2006","Rural Area","East Germany","","","","","4"
"4 on scale 1-7","2006","Urban Area","West Germany","","","","","4"
"5 on scale 1-7","2006","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2006","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2006","Rural Area","East Germany","","","","","5"
"5 on scale 1-7","2006","Urban Area","West Germany","","","","","5"
"6 on scale 1-7","2006","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2006","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2006","Rural Area","East Germany","","","","","6"
"6 on scale 1-7","2006","Urban Area","West Germany","","","","","6"
"7 Strongly agree","2006","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2006","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2006","Rural Area","East Germany","","","","","7"
"7 Strongly agree","2006","Urban Area","West Germany","","","","","7"
"1 Strongly disagree","2007","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2007","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2007","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2007","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2007","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","East Germany","","","","","2"
"3 on scale 1-7 ","2007","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","East Germany","","","","","3"
"4 on scale 1-7","2007","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2007","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2007","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2007","Rural Area","East Germany","","","","","4"
"5 on scale 1-7","2007","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2007","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2007","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2007","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2007","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2007","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2007","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2007","Rural Area","East Germany","","","","","6"
"7 Strongly agree","2007","Urban Area","West Germany","","","","","7"
"7 Strongly agree","2007","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2007","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2007","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2008","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2008","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2008","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2008","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2008","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Urban Area","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","East Germany","","","","","2"
"3 on scale 1-7 ","2008","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","East Germany","","","","","3"
"4 on scale 1-7","2008","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2008","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2008","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2008","Rural Area","East Germany","","","","","4"
"5 on scale 1-7","2008","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2008","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2008","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2008","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2008","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2008","Rural Area","East Germany","","","","","6"
"6 on scale 1-7","2008","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2008","Rural Area","West Germany","","","","","6"
