"plh0225","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Full Time","","","","","1"
"1 Strongly disagree","2005","Not Employed","Part Time","","","","","1"
"1 Strongly disagree","2005","Not Employed","Not Working","303","0.0421538050896523","0.0377030521156733","0.0466045580636314","1"
"1 Strongly disagree","2005","Employed","Full Time","168","0.0236445503756562","0.0203194608709531","0.0269696398803593","1"
"1 Strongly disagree","2005","Employed","Part Time","86","0.021001214914832","0.0169494550456527","0.0250529747840114","1"
"1 Strongly disagree","2005","Employed","Not Working","","","","","1"
"2 on scale 1-7 ","2005","Not Employed","Not Working","469","0.0635263645372346","0.0581238992036826","0.0689288298707866","2"
"2 on scale 1-7 ","2005","Not Employed","Full Time","","","","","2"
"2 on scale 1-7 ","2005","Employed","Not Working","","","","","2"
"2 on scale 1-7 ","2005","Not Employed","Part Time","","","","","2"
"2 on scale 1-7 ","2005","Employed","Full Time","421","0.0558428464105246","0.0508178037819471","0.0608678890391021","2"
"2 on scale 1-7 ","2005","Employed","Part Time","249","0.0536265532300588","0.0472607731940594","0.0599923332660582","2"
"3 on scale 1-7 ","2005","Employed","Part Time","474","0.0974653984277416","0.0890845579501573","0.105846238905326","3"
"3 on scale 1-7 ","2005","Not Employed","Full Time","","","","","3"
"3 on scale 1-7 ","2005","Employed","Full Time","848","0.112587461360645","0.105670081477319","0.11950484124397","3"
"3 on scale 1-7 ","2005","Not Employed","Not Working","878","0.114547366563758","0.107493253251735","0.121601479875782","3"
"3 on scale 1-7 ","2005","Not Employed","Part Time","","","","","3"
"3 on scale 1-7 ","2005","Employed","Not Working","","","","","3"
"4 on scale 1-7","2005","Employed","Not Working","","","","","4"
"4 on scale 1-7","2005","Not Employed","Part Time","","","","","4"
"4 on scale 1-7","2005","Not Employed","Not Working","1863","0.23340059167139","0.224031393473963","0.242769789868818","4"
"4 on scale 1-7","2005","Employed","Part Time","970","0.193626207092216","0.182460642607914","0.204791771576517","4"
"4 on scale 1-7","2005","Not Employed","Full Time","","","","","4"
"4 on scale 1-7","2005","Employed","Full Time","1730","0.204876999394704","0.196044215732867","0.213709783056542","4"
"5 on scale 1-7","2005","Employed","Not Working","","","","","5"
"5 on scale 1-7","2005","Employed","Full Time","1982","0.234217246734456","0.22494903260288","0.243485460866032","5"
"5 on scale 1-7","2005","Employed","Part Time","1127","0.237453470348609","0.225429362924813","0.249477577772406","5"
"5 on scale 1-7","2005","Not Employed","Full Time","","","","","5"
"5 on scale 1-7","2005","Not Employed","Part Time","","","","","5"
"5 on scale 1-7","2005","Not Employed","Not Working","1698","0.210906291459773","0.201870290508539","0.219942292411008","5"
"6 on scale 1-7","2005","Employed","Not Working","","","","","6"
"6 on scale 1-7","2005","Not Employed","Not Working","1458","0.18003589238085","0.171525605917708","0.188546178843993","6"
"6 on scale 1-7","2005","Employed","Part Time","1076","0.209041846029609","0.197551746720571","0.220531945338647","6"
"6 on scale 1-7","2005","Not Employed","Full Time","","","","","6"
"6 on scale 1-7","2005","Employed","Full Time","1733","0.21997294000859","0.210907825443933","0.229038054573247","6"
"6 on scale 1-7","2005","Not Employed","Part Time","","","","","6"
"7 Strongly agree","2005","Employed","Not Working","","","","","7"
"7 Strongly agree","2005","Employed","Part Time","829","0.187785309956934","0.176749692430138","0.198820927483729","7"
"7 Strongly agree","2005","Not Employed","Not Working","1161","0.155429688297341","0.147404557794151","0.163454818800531","7"
"7 Strongly agree","2005","Employed","Full Time","1139","0.148857955715424","0.141068253063216","0.156647658367633","7"
"7 Strongly agree","2005","Not Employed","Full Time","","","","","7"
"7 Strongly agree","2005","Not Employed","Part Time","","","","","7"
"1 Strongly disagree","2006","Not Employed","Part Time","","","","","1"
"1 Strongly disagree","2006","Not Employed","Not Working","","","","","1"
"1 Strongly disagree","2006","Employed","Full Time","","","","","1"
"1 Strongly disagree","2006","Employed","Part Time","","","","","1"
"1 Strongly disagree","2006","Employed","Not Working","","","","","1"
"1 Strongly disagree","2006","Not Employed","Full Time","","","","","1"
"2 on scale 1-7 ","2006","Not Employed","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Employed","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Employed","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Employed","Part Time","","","","","2"
"3 on scale 1-7 ","2006","Employed","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Employed","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Employed","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Full Time","","","","","3"
"4 on scale 1-7","2006","Not Employed","Part Time","","","","","4"
"4 on scale 1-7","2006","Not Employed","Full Time","","","","","4"
"4 on scale 1-7","2006","Employed","Not Working","","","","","4"
"4 on scale 1-7","2006","Employed","Part Time","","","","","4"
"4 on scale 1-7","2006","Employed","Full Time","","","","","4"
"4 on scale 1-7","2006","Not Employed","Not Working","","","","","4"
"5 on scale 1-7","2006","Employed","Not Working","","","","","5"
"5 on scale 1-7","2006","Employed","Part Time","","","","","5"
"5 on scale 1-7","2006","Not Employed","Not Working","","","","","5"
"5 on scale 1-7","2006","Employed","Full Time","","","","","5"
