"plh0225","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","in school","","","",""
"1 Strongly disagree","2005","1-pers.-HH","inadequately","3","","",""
"1 Strongly disagree","2005","1-pers.-HH","general elemantary","29","","",""
"1 Strongly disagree","2005","1-pers.-HH","middle vocational","45","0.0289113503563445","0.0205318888450545","0.0372908118676345"
"1 Strongly disagree","2005","1-pers.-HH","vocational + Abi","6","","",""
"1 Strongly disagree","2005","1-pers.-HH","higher vocational","1","","",""
"1 Strongly disagree","2005","1-pers.-HH","higher education","9","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","in school","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","inadequately","4","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","general elemantary","43","0.0604644362771934","0.0427189424413567","0.0782099301130302"
"1 Strongly disagree","2005","(Married) couple without C. ","middle vocational","139","0.044497605813663","0.0377990433541174","0.0511961682732086"
"1 Strongly disagree","2005","(Married) couple without C. ","vocational + Abi","6","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","higher vocational","17","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","higher education","18","","",""
"1 Strongly disagree","2005","Single parent ","in school","","","",""
"1 Strongly disagree","2005","Single parent ","inadequately","3","","",""
"1 Strongly disagree","2005","Single parent ","general elemantary","9","","",""
"1 Strongly disagree","2005","Single parent ","middle vocational","17","","",""
"1 Strongly disagree","2005","Single parent ","vocational + Abi","1","","",""
"1 Strongly disagree","2005","Single parent ","higher vocational","","","",""
"1 Strongly disagree","2005","Single parent ","higher education","3","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","inadequately","1","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","general elemantary","10","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","middle vocational","28","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","vocational + Abi","3","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher vocational","9","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher education","8","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","in school","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","inadequately","5","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","general elemantary","18","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","middle vocational","37","0.024959306138379","0.0176999365449868","0.0322186757317713"
"1 Strongly disagree","2005","Couple + C. GT 16 ","vocational + Abi","4","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher vocational","4","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher education","9","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","in school","3","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","inadequately","2","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","general elemantary","8","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","middle vocational","18","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher vocational","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher education","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","in school","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","inadequately","3","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","general elemantary","36","0.0723996490586954","0.0477036505642859","0.097095647553105"
"2 on scale 1-7 ","2005","1-pers.-HH","middle vocational","87","0.0569873561262257","0.0453942317433553","0.068580480509096"
"2 on scale 1-7 ","2005","1-pers.-HH","vocational + Abi","9","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","higher vocational","10","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","higher education","9","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","in school","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","inadequately","4","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","general elemantary","49","0.0787457449893414","0.0586924946652599","0.0987989953134229"
"2 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","239","0.0671291919468855","0.0589996914772327","0.0752586924165384"
"2 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","15","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","34","0.0686204522160907","0.0476820174188702","0.0895588870133111"
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher education","71","0.0450264023444907","0.0350361053738656","0.0550166993151158"
"2 on scale 1-7 ","2005","Single parent ","in school","1","","",""
"2 on scale 1-7 ","2005","Single parent ","inadequately","1","","",""
"2 on scale 1-7 ","2005","Single parent ","general elemantary","11","","",""
"2 on scale 1-7 ","2005","Single parent ","middle vocational","26","","",""
"2 on scale 1-7 ","2005","Single parent ","vocational + Abi","1","","",""
"2 on scale 1-7 ","2005","Single parent ","higher vocational","4","","",""
"2 on scale 1-7 ","2005","Single parent ","higher education","7","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","15","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","105","0.0597948733185315","0.0489433250159163","0.0706464216211466"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","vocational + Abi","10","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher vocational","25","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher education","40","0.0587239498057894","0.0427676863121167","0.0746802132994621"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","in school","4","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","inadequately","8","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","general elemantary","20","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","middle vocational","101","0.0611380357559681","0.049989241611079","0.0722868299008572"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","vocational + Abi","6","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","higher vocational","14","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","higher education","22","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","in school","7","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","inadequately","4","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","general elemantary","15","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","middle vocational","48","0.0828426473236022","0.0617973873907951","0.103887907256409"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","vocational + Abi","6","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher vocational","6","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher education","10","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","in school","","","",""
