"plh0225","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","West Germany","298","0.0282914535385556","0.025393626446444","0.0311892806306673","1"
"1 Strongly disagree","2005","no migration background","East Germany","138","0.0377157296241396","0.0323843263368365","0.0430471329114428","1"
"1 Strongly disagree","2005","direct migration background","West Germany","106","0.0391477529103237","0.0311357321149489","0.0471597737056984","1"
"1 Strongly disagree","2005","direct migration background","East Germany","4","","","","1"
"1 Strongly disagree","2005","indirect migration background","West Germany","11","","","","1"
"1 Strongly disagree","2005","indirect migration background","East Germany","","","","","1"
"2 on scale 1-7 ","2005","direct migration background","West Germany","148","0.0677285433802787","0.0573480641206456","0.0781090226399119","2"
"2 on scale 1-7 ","2005","no migration background","West Germany","688","0.0576370693169164","0.0535638586843823","0.0617102799494504","2"
"2 on scale 1-7 ","2005","indirect migration background","East Germany","1","","","","2"
"2 on scale 1-7 ","2005","no migration background","East Germany","266","0.0571857599394139","0.0506876717628195","0.0636838481160083","2"
"2 on scale 1-7 ","2005","direct migration background","East Germany","5","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","West Germany","31","0.0530573099573254","0.0374761786258793","0.0686384412887715","2"
"3 on scale 1-7 ","2005","indirect migration background","West Germany","71","0.108464431427709","0.086848321717228","0.13008054113819","3"
"3 on scale 1-7 ","2005","no migration background","West Germany","1307","0.108875717837974","0.103431801011565","0.114319634664383","3"
"3 on scale 1-7 ","2005","direct migration background","East Germany","19","","","","3"
"3 on scale 1-7 ","2005","direct migration background","West Germany","245","0.103233096688528","0.0906638396710638","0.115802353705992","3"
"3 on scale 1-7 ","2005","no migration background","East Germany","555","0.117649056896392","0.108632442702363","0.12666567109042","3"
"3 on scale 1-7 ","2005","indirect migration background","East Germany","3","","","","3"
"4 on scale 1-7","2005","indirect migration background","East Germany","12","","","","4"
"4 on scale 1-7","2005","no migration background","East Germany","1141","0.234033393030463","0.222184646257478","0.245882139803448","4"
"4 on scale 1-7","2005","direct migration background","West Germany","567","0.238449409298821","0.220845551625895","0.256053266971747","4"
"4 on scale 1-7","2005","indirect migration background","West Germany","165","0.172974925634189","0.146683420971909","0.199266430296469","4"
"4 on scale 1-7","2005","no migration background","West Germany","2660","0.206052705134428","0.198983642599497","0.213121767669359","4"
"4 on scale 1-7","2005","direct migration background","East Germany","18","","","","4"
"5 on scale 1-7","2005","indirect migration background","East Germany","9","","","","5"
"5 on scale 1-7","2005","direct migration background","East Germany","31","0.396775769459376","0.300888698762289","0.492662840156464","5"
"5 on scale 1-7","2005","indirect migration background","West Germany","195","0.239688231801072","0.210013709339013","0.269362754263131","5"
"5 on scale 1-7","2005","no migration background","West Germany","2939","0.224331931585608","0.217041380939428","0.231622482231788","5"
"5 on scale 1-7","2005","no migration background","East Germany","1131","0.217458799018799","0.205914417151043","0.229003180886554","5"
"5 on scale 1-7","2005","direct migration background","West Germany","502","0.231103790079897","0.213689822260248","0.248517757899545","5"
"6 on scale 1-7","2005","indirect migration background","East Germany","5","","","","6"
"6 on scale 1-7","2005","direct migration background","West Germany","371","0.159914818864771","0.144773407425966","0.175056230303576","6"
"6 on scale 1-7","2005","indirect migration background","West Germany","160","0.188838706762714","0.161632772462485","0.216044641062944","6"
"6 on scale 1-7","2005","no migration background","West Germany","2711","0.212364213742962","0.205216285010978","0.219512142474946","6"
"6 on scale 1-7","2005","direct migration background","East Germany","11","","","","6"
"6 on scale 1-7","2005","no migration background","East Germany","1009","0.197250237813395","0.186114283367419","0.208386192259371","6"
"7 Strongly agree","2005","indirect migration background","East Germany","5","","","","7"
"7 Strongly agree","2005","indirect migration background","West Germany","162","0.231850888479487","0.202515511388014","0.261186265570959","7"
"7 Strongly agree","2005","direct migration background","West Germany","312","0.160422588777381","0.145261741377765","0.175583436176998","7"
"7 Strongly agree","2005","direct migration background","East Germany","12","","","","7"
"7 Strongly agree","2005","no migration background","West Germany","1973","0.162446908843556","0.156000190068309","0.168893627618802","7"
"7 Strongly agree","2005","no migration background","East Germany","665","0.138707023677398","0.129034200151523","0.148379847203272","7"
"1 Strongly disagree","2006","no migration background","East Germany","","","","","1"
"1 Strongly disagree","2006","direct migration background","West Germany","","","","","1"
"1 Strongly disagree","2006","direct migration background","East Germany","","","","","1"
"1 Strongly disagree","2006","indirect migration background","West Germany","","","","","1"
"1 Strongly disagree","2006","indirect migration background","East Germany","","","","","1"
"1 Strongly disagree","2006","no migration background","West Germany","","","","","1"
"2 on scale 1-7 ","2006","no migration background","West Germany","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","West Germany","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2006","no migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","West Germany","","","","","2"
"3 on scale 1-7 ","2006","indirect migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","West Germany","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","West Germany","","","","","3"
"3 on scale 1-7 ","2006","no migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2006","no migration background","West Germany","","","","","3"
"4 on scale 1-7","2006","no migration background","East Germany","","","","","4"
"4 on scale 1-7","2006","no migration background","West Germany","","","","","4"
"4 on scale 1-7","2006","indirect migration background","East Germany","","","","","4"
"4 on scale 1-7","2006","indirect migration background","West Germany","","","","","4"
"4 on scale 1-7","2006","direct migration background","East Germany","","","","","4"
"4 on scale 1-7","2006","direct migration background","West Germany","","","","","4"
"5 on scale 1-7","2006","indirect migration background","East Germany","","","","","5"
"5 on scale 1-7","2006","indirect migration background","West Germany","","","","","5"
"5 on scale 1-7","2006","direct migration background","West Germany","","","","","5"
"5 on scale 1-7","2006","direct migration background","East Germany","","","","","5"
"5 on scale 1-7","2006","no migration background","West Germany","","","","","5"
"5 on scale 1-7","2006","no migration background","East Germany","","","","","5"
"6 on scale 1-7","2006","indirect migration background","East Germany","","","","","6"
"6 on scale 1-7","2006","direct migration background","West Germany","","","","","6"
"6 on scale 1-7","2006","indirect migration background","West Germany","","","","","6"
"6 on scale 1-7","2006","direct migration background","East Germany","","","","","6"
"6 on scale 1-7","2006","no migration background","East Germany","","","","","6"
"6 on scale 1-7","2006","no migration background","West Germany","","","","","6"
"7 Strongly agree","2006","indirect migration background","East Germany","","","","","7"
"7 Strongly agree","2006","direct migration background","West Germany","","","","","7"
"7 Strongly agree","2006","direct migration background","East Germany","","","","","7"
"7 Strongly agree","2006","indirect migration background","West Germany","","","","","7"
"7 Strongly agree","2006","no migration background","West Germany","","","","","7"
"7 Strongly agree","2006","no migration background","East Germany","","","","","7"
"1 Strongly disagree","2007","no migration background","West Germany","","","","","1"
"1 Strongly disagree","2007","no migration background","East Germany","","","","","1"
"1 Strongly disagree","2007","direct migration background","West Germany","","","","","1"
