"plh0225","year","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","294","0.0443510757833","0.0395481206365548","0.0491540309300452"
"1 Strongly disagree","2005","secondary school degree","126","0.0262457700094808","0.0222067469061757","0.0302847931127859"
"1 Strongly disagree","2005","college entrance qualification","58","0.00994463013248613","0.0072453582177331","0.0126439020472392"
"1 Strongly disagree","2005","Other degree","52","0.043394722743665","0.0313925706552133","0.0553968748321167"
"1 Strongly disagree","2005","no degree/no degree yet","24","","",""
"2 on scale 1-7 ","2005","lower secondary degree","488","0.0699910764207965","0.0640389498443703","0.0759432029972226"
"2 on scale 1-7 ","2005","secondary school degree","319","0.0542094774030015","0.0484886731420857","0.0599302816639174"
"2 on scale 1-7 ","2005","college entrance qualification","192","0.0347457271064066","0.0297638369794407","0.0397276172333725"
"2 on scale 1-7 ","2005","Other degree","76","0.0824348957070174","0.06623365511925","0.0986361362947849"
"2 on scale 1-7 ","2005","no degree/no degree yet","43","0.0655930963769808","0.0494188549329052","0.0817673378210564"
"3 on scale 1-7 ","2005","lower secondary degree","858","0.124723215731901","0.117015004300175","0.132431427163627"
"3 on scale 1-7 ","2005","secondary school degree","611","0.104634625604745","0.0969014146172913","0.1123678365922"
"3 on scale 1-7 ","2005","college entrance qualification","485","0.0967550526145292","0.0887130877055242","0.104797017523534"
"3 on scale 1-7 ","2005","Other degree","129","0.0995065845143381","0.0818730057841327","0.117140163244543"
"3 on scale 1-7 ","2005","no degree/no degree yet","80","0.0895854685215138","0.0709274632477291","0.108243473795299"
"4 on scale 1-7","2005","lower secondary degree","1719","0.230703346179268","0.220874984440911","0.240531707917626"
"4 on scale 1-7","2005","secondary school degree","1271","0.200875012780765","0.190752407245985","0.210997618315544"
"4 on scale 1-7","2005","college entrance qualification","1027","0.194638485054174","0.183868071714454","0.205408898393895"
"4 on scale 1-7","2005","Other degree","317","0.279591846287282","0.25315401411415","0.306029678460414"
"4 on scale 1-7","2005","no degree/no degree yet","170","0.170890919318417","0.146299014728852","0.195482823907983"
"5 on scale 1-7","2005","lower secondary degree","1552","0.215649504176872","0.206054689656701","0.225244318697042"
"5 on scale 1-7","2005","secondary school degree","1420","0.224025602974673","0.213491573654309","0.234559632295038"
"5 on scale 1-7","2005","college entrance qualification","1312","0.252378753178133","0.240562227871015","0.264195278485252"
"5 on scale 1-7","2005","Other degree","222","0.211541759033103","0.187483639152182","0.235599878914025"
"5 on scale 1-7","2005","no degree/no degree yet","204","0.203098933739788","0.176815454008801","0.229382413470774"
"6 on scale 1-7","2005","lower secondary degree","1218","0.172449521064078","0.163636282878662","0.181262759249494"
"6 on scale 1-7","2005","secondary school degree","1312","0.216713203863302","0.20630381845691","0.227122589269693"
"6 on scale 1-7","2005","college entrance qualification","1297","0.247004884117851","0.23527290107424","0.258736867161461"
"6 on scale 1-7","2005","Other degree","171","0.144033294493729","0.12334931188418","0.164717277103277"
"6 on scale 1-7","2005","no degree/no degree yet","186","0.216039531807761","0.189152644196028","0.242926419419493"
"7 Strongly agree","2005","lower secondary degree","929","0.142132260643784","0.133985897536902","0.150278623750667"
"7 Strongly agree","2005","secondary school degree","959","0.173296307364033","0.163733363807332","0.182859250920733"
"7 Strongly agree","2005","college entrance qualification","820","0.16453246779642","0.154446602328361","0.174618333264478"
"7 Strongly agree","2005","Other degree","140","0.139496897220865","0.119087377976561","0.15990641646517"
"7 Strongly agree","2005","no degree/no degree yet","193","0.231975645036033","0.204399374698566","0.259551915373499"
"1 Strongly disagree","2006","lower secondary degree","","","",""
"1 Strongly disagree","2006","secondary school degree","","","",""
