"plh0225","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","lower secondary degree","191","0.054194332178364","0.0469394205361315","0.0614492438205966"
"1 Strongly disagree","2005","Not Employed","secondary school degree","46","0.0333669635622343","0.0243562333938529","0.0423776937306156"
"1 Strongly disagree","2005","Not Employed","college entrance qualification","23","","",""
"1 Strongly disagree","2005","Not Employed","Other degree","23","","",""
"1 Strongly disagree","2005","Not Employed","no degree/no degree yet","18","","",""
"1 Strongly disagree","2005","Employed","lower secondary degree","103","0.0331817273868944","0.0270863966507071","0.0392770581230817"
"1 Strongly disagree","2005","Employed","secondary school degree","80","0.0235679932213917","0.019131799294481","0.0280041871483023"
"1 Strongly disagree","2005","Employed","college entrance qualification","35","0.00735185247778791","0.00468879374943219","0.0100149112061436"
"1 Strongly disagree","2005","Employed","Other degree","29","","",""
"1 Strongly disagree","2005","Employed","no degree/no degree yet","6","","",""
"2 on scale 1-7 ","2005","Not Employed","lower secondary degree","283","0.0786069037139846","0.0699829372529816","0.0872308701749877"
"2 on scale 1-7 ","2005","Not Employed","secondary school degree","79","0.0512967144857634","0.0402284175574124","0.0623650114141144"
"2 on scale 1-7 ","2005","Not Employed","college entrance qualification","35","0.0174983507555528","0.0101944818167729","0.0248022196943327"
"2 on scale 1-7 ","2005","Not Employed","Other degree","38","0.0924624796996858","0.0663293060399331","0.118595653359439"
"2 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","28","","",""
"2 on scale 1-7 ","2005","Employed","lower secondary degree","205","0.0602145174347749","0.0521190798950881","0.0683099549744616"
"2 on scale 1-7 ","2005","Employed","secondary school degree","240","0.0553047613425837","0.0486204704482154","0.0619890522369521"
"2 on scale 1-7 ","2005","Employed","college entrance qualification","157","0.040803338601169","0.0346361623150098","0.0469705148873281"
"2 on scale 1-7 ","2005","Employed","Other degree","38","0.0755807052774699","0.0550217425453929","0.096139668009547"
"2 on scale 1-7 ","2005","Employed","no degree/no degree yet","15","","",""
"3 on scale 1-7 ","2005","Not Employed","lower secondary degree","488","0.12856243065111","0.117836637581871","0.13928822372035"
"3 on scale 1-7 ","2005","Not Employed","secondary school degree","159","0.112234919741002","0.0963975209139592","0.128072318568044"
"3 on scale 1-7 ","2005","Not Employed","college entrance qualification","101","0.0877049260584463","0.0719481476678193","0.103461704449073"
"3 on scale 1-7 ","2005","Not Employed","Other degree","62","0.110068880867229","0.0818338957066868","0.138303866027771"
"3 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","58","0.0850512222156238","0.0644741107265457","0.105628333704702"
"3 on scale 1-7 ","2005","Employed","lower secondary degree","370","0.120366778463556","0.109293416776942","0.13144014015017"
"3 on scale 1-7 ","2005","Employed","secondary school degree","452","0.101776693002584","0.0929348144603297","0.110618571544838"
"3 on scale 1-7 ","2005","Employed","college entrance qualification","384","0.0999336317525944","0.0905843599393476","0.109282903565841"
"3 on scale 1-7 ","2005","Employed","Other degree","67","0.092286900228576","0.0697753419016062","0.114798458555546"
"3 on scale 1-7 ","2005","Employed","no degree/no degree yet","22","","",""
"4 on scale 1-7","2005","Not Employed","lower secondary degree","1005","0.259645804974434","0.245596182232386","0.273695427716481"
"4 on scale 1-7","2005","Not Employed","secondary school degree","308","0.196238872471375","0.176312564265271","0.216165180677479"
"4 on scale 1-7","2005","Not Employed","college entrance qualification","246","0.204165631492839","0.181711801398394","0.226619461587284"
"4 on scale 1-7","2005","Not Employed","Other degree","141","0.277481594677846","0.237087429232207","0.317875760123486"
"4 on scale 1-7","2005","Not Employed","no degree/no degree yet","139","0.179995652896454","0.151656633000369","0.208334672792539"
"4 on scale 1-7","2005","Employed","lower secondary degree","714","0.197861734342974","0.184304194845154","0.211419273840793"
"4 on scale 1-7","2005","Employed","secondary school degree","963","0.202618336960179","0.190863930275923","0.214372743644435"
"4 on scale 1-7","2005","Employed","college entrance qualification","781","0.191292367325591","0.179031271807044","0.203553462844138"
"4 on scale 1-7","2005","Employed","Other degree","176","0.2810342741339","0.246072378961643","0.315996169306158"
"4 on scale 1-7","2005","Employed","no degree/no degree yet","31","0.143857019997655","0.0944730607156741","0.193240979279637"
"5 on scale 1-7","2005","Not Employed","lower secondary degree","775","0.206852607777134","0.193872996459532","0.219832219094737"
"5 on scale 1-7","2005","Not Employed","secondary school degree","344","0.206988018049221","0.186660549307077","0.227315486791366"
"5 on scale 1-7","2005","Not Employed","college entrance qualification","297","0.253068931735233","0.228850420274486","0.27728744319598"
"5 on scale 1-7","2005","Not Employed","Other degree","94","0.212827307134068","0.175901858830711","0.249752755437424"
"5 on scale 1-7","2005","Not Employed","no degree/no degree yet","158","0.185388250329702","0.156722574962231","0.214053925697174"
"5 on scale 1-7","2005","Employed","lower secondary degree","777","0.225631526055833","0.211406630790165","0.239856421321501"
"5 on scale 1-7","2005","Employed","secondary school degree","1076","0.230432232579739","0.218117548761549","0.242746916397929"
"5 on scale 1-7","2005","Employed","college entrance qualification","1015","0.252136349146594","0.238599623514396","0.265673074778792"
"5 on scale 1-7","2005","Employed","Other degree","128","0.210663043731711","0.178946443801851","0.242379643661571"
"5 on scale 1-7","2005","Employed","no degree/no degree yet","46","0.25568573686878","0.194298420532807","0.317073053204753"
"6 on scale 1-7","2005","Not Employed","lower secondary degree","590","0.154599131566623","0.143014316462998","0.166183946670247"
"6 on scale 1-7","2005","Not Employed","secondary school degree","310","0.203647604996671","0.183442406425225","0.223852803568117"
"6 on scale 1-7","2005","Not Employed","college entrance qualification","319","0.241859637933305","0.218006568242665","0.265712707623944"
"6 on scale 1-7","2005","Not Employed","Other degree","57","0.114530693784396","0.0858014104003507","0.143259977168442"
"6 on scale 1-7","2005","Not Employed","no degree/no degree yet","150","0.225499998068072","0.194673107315394","0.25632688882075"
"6 on scale 1-7","2005","Employed","lower secondary degree","628","0.192704730448708","0.179282096489696","0.20612736440772"
"6 on scale 1-7","2005","Employed","secondary school degree","1002","0.221626250687316","0.209480261018062","0.23377224035657"
"6 on scale 1-7","2005","Employed","college entrance qualification","978","0.248811993894831","0.235334949400874","0.262289038388788"
"6 on scale 1-7","2005","Employed","Other degree","114","0.164199312906191","0.135385664130639","0.193012961681743"
"6 on scale 1-7","2005","Employed","no degree/no degree yet","36","0.187949386147083","0.132975146494335","0.242923625799831"
"7 Strongly agree","2005","Not Employed","lower secondary degree","409","0.11753878913835","0.107218481211791","0.127859097064909"
"7 Strongly agree","2005","Not Employed","secondary school degree","280","0.196226906693733","0.176301057687215","0.216152755700252"
"7 Strongly agree","2005","Not Employed","college entrance qualification","217","0.178375673332343","0.157050516877158","0.199700829787528"
"7 Strongly agree","2005","Not Employed","Other degree","57","0.136282056987159","0.105330506987826","0.167233606986493"
"7 Strongly agree","2005","Not Employed","no degree/no degree yet","155","0.251345780877164","0.219347829180498","0.28334373257383"
"7 Strongly agree","2005","Employed","lower secondary degree","520","0.17003898586726","0.157254641673654","0.182823330060866"
"7 Strongly agree","2005","Employed","secondary school degree","679","0.164673732206206","0.153827760909453","0.175519703502959"
"7 Strongly agree","2005","Employed","college entrance qualification","603","0.159670466801432","0.148251631872376","0.171089301730489"
"7 Strongly agree","2005","Employed","Other degree","83","0.141694348489137","0.114570052257467","0.168818644720808"
"7 Strongly agree","2005","Employed","no degree/no degree yet","38","0.174461573078801","0.12105855956121","0.227864586596391"
"1 Strongly disagree","2006","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2006","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2006","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2006","Not Employed","Other degree","","","",""
"1 Strongly disagree","2006","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2006","Employed","secondary school degree","","","",""
"1 Strongly disagree","2006","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2006","Employed","Other degree","","","",""
"1 Strongly disagree","2006","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Employed","Other degree","","","",""
"2 on scale 1-7 ","2006","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Employed","Other degree","","","",""
"3 on scale 1-7 ","2006","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2006","Not Employed","Other degree","","","",""
"4 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2006","Employed","secondary school degree","","","",""
"4 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2006","Employed","Other degree","","","",""
"4 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2006","Not Employed","Other degree","","","",""
"5 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2006","Employed","secondary school degree","","","",""
"5 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2006","Employed","Other degree","","","",""
