"plh0225","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","(0) in school","","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1a) inadequately completed","3","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1b) general elementary school","26","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1c) basic vocational qualification","30","0.0347857773634213","0.0226516443645821","0.0469199103622605"
"1 Strongly disagree","2005","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2a) intermediate vocational","14","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_gen) general maturity certificate","2","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","6","","",""
"1 Strongly disagree","2005","1-pers.-HH","(3a) lower tertiary education","4","","",""
"1 Strongly disagree","2005","1-pers.-HH","(3b) higher tertiary education","5","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(0) in school","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1b) general elementary school","41","0.0654293669121049","0.0456430532267484","0.0852156805974615"
"1 Strongly disagree","2005","(Married) couple without C. ","(1c) basic vocational qualification","112","0.0503353844002405","0.0417409094141649","0.0589298593863162"
"1 Strongly disagree","2005","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2a) intermediate vocational","40","0.0347785234309003","0.0252756915650275","0.044281355296773"
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","8","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(3a) lower tertiary education","9","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(3b) higher tertiary education","9","","",""
"1 Strongly disagree","2005","Single parent ","(0) in school","","","",""
"1 Strongly disagree","2005","Single parent ","(1a) inadequately completed","3","","",""
"1 Strongly disagree","2005","Single parent ","(1b) general elementary school","9","","",""
"1 Strongly disagree","2005","Single parent ","(1c) basic vocational qualification","12","","",""
"1 Strongly disagree","2005","Single parent ","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Single parent ","(2a) intermediate vocational","5","","",""
"1 Strongly disagree","2005","Single parent ","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2005","Single parent ","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","Single parent ","(3b) higher tertiary education","3","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(0) in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1b) general elementary school","6","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","20","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2a) intermediate vocational","14","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","5","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3a) lower tertiary education","6","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3b) higher tertiary education","2","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(0) in school","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1b) general elementary school","19","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","22","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2a) intermediate vocational","16","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","4","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3a) lower tertiary education","4","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3b) higher tertiary education","5","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(0) in school","3","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1b) general elementary school","5","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","14","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","5","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(0) in school","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1a) inadequately completed","4","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1b) general elementary school","36","0.0802456839222799","0.0526754510890027","0.107815916755557"
"2 on scale 1-7 ","2005","1-pers.-HH","(1c) basic vocational qualification","65","0.0775548172698848","0.0598426905366944","0.0952669440030752"
"2 on scale 1-7 ","2005","1-pers.-HH","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2a) intermediate vocational","26","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","11","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(3a) lower tertiary education","5","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(3b) higher tertiary education","4","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(0) in school","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1a) inadequately completed","6","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1b) general elementary school","46","0.0834652157695249","0.0613342838591116","0.105596147679938"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1c) basic vocational qualification","179","0.0726395366217268","0.0624369955997137","0.0828420776437399"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2a) intermediate vocational","81","0.0590979257453418","0.0468674790464737","0.0713283724442098"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","19","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(3a) lower tertiary education","28","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(3b) higher tertiary education","43","0.0516618412069954","0.0376747596237252","0.0656489227902657"
"2 on scale 1-7 ","2005","Single parent ","(0) in school","1","","",""
"2 on scale 1-7 ","2005","Single parent ","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Single parent ","(1b) general elementary school","7","","",""
"2 on scale 1-7 ","2005","Single parent ","(1c) basic vocational qualification","16","","",""
"2 on scale 1-7 ","2005","Single parent ","(2b) intermediate general qualification","5","","",""
"2 on scale 1-7 ","2005","Single parent ","(2a) intermediate vocational","13","","",""
"2 on scale 1-7 ","2005","Single parent ","(2c_gen) general maturity certificate","1","","",""
"2 on scale 1-7 ","2005","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"2 on scale 1-7 ","2005","Single parent ","(3a) lower tertiary education","4","","",""
"2 on scale 1-7 ","2005","Single parent ","(3b) higher tertiary education","3","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(0) in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1b) general elementary school","13","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","40","0.0541836416651153","0.0385356872450653","0.0698315960851652"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2a) intermediate vocational","74","0.0634054097386547","0.0497534071705236","0.0770574123067859"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","19","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(3a) lower tertiary education","14","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(3b) higher tertiary education","26","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(0) in school","4","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(1a) inadequately completed","7","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(1b) general elementary school","14","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","56","0.0708192674057429","0.0532722896610534","0.0883662451504325"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","8","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2a) intermediate vocational","46","0.057802141742448","0.0417704663682123","0.0738338171166837"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","9","","",""
