"plh0225","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","1-pers.-HH","11","","","","1"
"1 Strongly disagree","2005","16-34 y.","(Married) couple without C. ","11","","","","1"
"1 Strongly disagree","2005","16-34 y.","Single parent ","7","","","","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. LE 16 ","17","","","","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. GT 16 ","14","","","","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. LE and GT 16","10","","","","1"
"1 Strongly disagree","2005","35-65 y.","1-pers.-HH","28","","","","1"
"1 Strongly disagree","2005","35-65 y.","(Married) couple without C. ","112","0.0376540387855933","0.0315393695463576","0.0437687080248291","1"
"1 Strongly disagree","2005","35-65 y.","Single parent ","18","","","","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. LE 16 ","42","0.0204947943223929","0.0150612068731955","0.0259283817715904","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. GT 16 ","54","0.0333307964009174","0.0257239528268724","0.0409376399749624","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. LE and GT 16","24","","","","1"
"1 Strongly disagree","2005","66 and older","1-pers.-HH","54","0.0538665141311978","0.0402953500466614","0.0674376782157343","1"
"1 Strongly disagree","2005","66 and older","(Married) couple without C. ","105","0.0463401970897531","0.0378116835725782","0.054868710606928","1"
"1 Strongly disagree","2005","66 and older","Single parent ","9","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. GT 16 ","10","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. LE and GT 16","","","","","1"
"2 on scale 1-7 ","2005","66 and older","Single parent ","4","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","1-pers.-HH","23","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. LE and GT 16","29","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","(Married) couple without C. ","45","0.0540043447870528","0.0396086701283085","0.0684000194457971","2"
"2 on scale 1-7 ","2005","16-34 y.","Single parent ","15","","","","2"
