"plh0225","year","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Urban Area","370","0.0276505898272613","0.0249164526122213","0.0303847270423012"
"1 Strongly disagree","2005","Rural Area","187","0.0367098574451448","0.0322553514200362","0.0411643634702534"
"2 on scale 1-7 ","2005","Urban Area","750","0.0585810918807475","0.0546652322262016","0.0624969515352935"
"2 on scale 1-7 ","2005","Rural Area","389","0.0580906850447674","0.0525496941240018","0.0636316759655331"
"3 on scale 1-7 ","2005","Urban Area","1443","0.108244529112471","0.103063896469556","0.113425161755386"
"3 on scale 1-7 ","2005","Rural Area","757","0.113753678064438","0.106232435581479","0.121274920547397"
"4 on scale 1-7","2005","Urban Area","2958","0.209351905682007","0.202567887514968","0.216135923849045"
"4 on scale 1-7","2005","Rural Area","1605","0.223570152482591","0.213700822584039","0.233439482381144"
"5 on scale 1-7","2005","Urban Area","3244","0.227337801882254","0.22034924362848","0.234326360136028"
"5 on scale 1-7","2005","Rural Area","1563","0.221734625311599","0.211894281867944","0.231574968755254"
"6 on scale 1-7","2005","Urban Area","2877","0.203678413845362","0.196962986186431","0.210393841504293"
"6 on scale 1-7","2005","Rural Area","1390","0.196621256579358","0.187206587800342","0.206035925358374"
"7 Strongly agree","2005","Urban Area","2174","0.165155667769898","0.158964017445639","0.171347318094157"
"7 Strongly agree","2005","Rural Area","955","0.149519745072102","0.141072578947569","0.157966911196635"
"1 Strongly disagree","2006","Urban Area","","","",""
"1 Strongly disagree","2006","Rural Area","","","",""
"2 on scale 1-7 ","2006","Urban Area","","","",""
"2 on scale 1-7 ","2006","Rural Area","","","",""
"3 on scale 1-7 ","2006","Urban Area","","","",""
"3 on scale 1-7 ","2006","Rural Area","","","",""
"4 on scale 1-7","2006","Urban Area","","","",""
"4 on scale 1-7","2006","Rural Area","","","",""
"5 on scale 1-7","2006","Urban Area","","","",""
"5 on scale 1-7","2006","Rural Area","","","",""
"6 on scale 1-7","2006","Urban Area","","","",""
"6 on scale 1-7","2006","Rural Area","","","",""
"7 Strongly agree","2006","Urban Area","","","",""
"7 Strongly agree","2006","Rural Area","","","",""
"1 Strongly disagree","2007","Urban Area","","","",""
"1 Strongly disagree","2007","Rural Area","","","",""
"2 on scale 1-7 ","2007","Urban Area","","","",""
"2 on scale 1-7 ","2007","Rural Area","","","",""
"3 on scale 1-7 ","2007","Urban Area","","","",""
"3 on scale 1-7 ","2007","Rural Area","","","",""
"4 on scale 1-7","2007","Urban Area","","","",""
"4 on scale 1-7","2007","Rural Area","","","",""
