"plh0225","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Urban Area","200","0.0388541664990365","0.0335905951989648","0.0441177377991082","1"
"1 Strongly disagree","2005","Not Employed","Rural Area","103","0.0493761051205442","0.0411304700744303","0.0576217401666581","1"
"1 Strongly disagree","2005","Employed","Urban Area","170","0.0201592579863356","0.017195406013852","0.0231231099588192","1"
"1 Strongly disagree","2005","Employed","Rural Area","84","0.0281538284421567","0.0231477071021178","0.0331599497821956","1"
"2 on scale 1-7 ","2005","Not Employed","Rural Area","163","0.0641410102157934","0.0548163194705131","0.0734657009610737","2"
"2 on scale 1-7 ","2005","Employed","Urban Area","444","0.0554621751657555","0.0506354828234513","0.0602888675080597","2"
"2 on scale 1-7 ","2005","Employed","Rural Area","226","0.0540037005670085","0.0471631610358683","0.0608442400981488","2"
"2 on scale 1-7 ","2005","Not Employed","Urban Area","306","0.0632455525255689","0.0566158362114368","0.069875268839701","2"
"3 on scale 1-7 ","2005","Not Employed","Rural Area","323","0.126505357231307","0.113853743826857","0.139156970635757","3"
"3 on scale 1-7 ","2005","Employed","Urban Area","888","0.107683117486043","0.101146172106647","0.114220062865438","3"
"3 on scale 1-7 ","2005","Employed","Rural Area","434","0.105139940232638","0.0958567916172822","0.114423088847995","3"
"3 on scale 1-7 ","2005","Not Employed","Urban Area","555","0.10908414192561","0.100592997604274","0.117575286246946","3"
"4 on scale 1-7","2005","Employed","Rural Area","945","0.211271328249954","0.198917033073177","0.22362562342673","4"
"4 on scale 1-7","2005","Not Employed","Rural Area","660","0.241777191494776","0.225481701736183","0.25807268125337","4"
"4 on scale 1-7","2005","Employed","Urban Area","1755","0.195830567417928","0.187461915337216","0.204199219498641","4"
"4 on scale 1-7","2005","Not Employed","Urban Area","1203","0.229573590312105","0.218118629390793","0.241028551233418","4"
"5 on scale 1-7","2005","Employed","Urban Area","2132","0.23997091562013","0.230964833525788","0.248976997714471","5"
"5 on scale 1-7","2005","Not Employed","Rural Area","586","0.216294717534302","0.200625017793612","0.231964417274993","5"
"5 on scale 1-7","2005","Not Employed","Urban Area","1112","0.208444491404092","0.19738072578191","0.219508257026273","5"
"5 on scale 1-7","2005","Employed","Rural Area","977","0.225409273866477","0.212763194169287","0.238055353563667","5"
"6 on scale 1-7","2005","Employed","Urban Area","1891","0.215097191626618","0.206432226828069","0.223762156425167","6"
"6 on scale 1-7","2005","Employed","Rural Area","918","0.217531704749839","0.205045555140764","0.230017854358914","6"
"6 on scale 1-7","2005","Not Employed","Rural Area","472","0.165665667784788","0.151515954290235","0.17981538127934","6"
"6 on scale 1-7","2005","Not Employed","Urban Area","986","0.186601189783363","0.175989707858805","0.197212671707921","6"
"7 Strongly agree","2005","Employed","Rural Area","610","0.158490223891927","0.147437617597749","0.169542830186105","7"
"7 Strongly agree","2005","Not Employed","Rural Area","345","0.136239950618489","0.123183951066097","0.149295950170881","7"
"7 Strongly agree","2005","Employed","Urban Area","1358","0.16579677469719","0.15795407722985","0.17363947216453","7"
"7 Strongly agree","2005","Not Employed","Urban Area","816","0.164196867550224","0.154106627484647","0.174287107615802","7"
"1 Strongly disagree","2006","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2006","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2006","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2006","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2006","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Employed","Urban Area","","","","","3"
"4 on scale 1-7","2006","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2006","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2006","Employed","Rural Area","","","","","4"
"4 on scale 1-7","2006","Not Employed","Urban Area","","","","","4"
"5 on scale 1-7","2006","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2006","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2006","Employed","Rural Area","","","","","5"
"5 on scale 1-7","2006","Not Employed","Urban Area","","","","","5"
"6 on scale 1-7","2006","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2006","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2006","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2006","Not Employed","Urban Area","","","","","6"
"7 Strongly agree","2006","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2006","Employed","Urban Area","","","","","7"
"7 Strongly agree","2006","Employed","Rural Area","","","","","7"
"7 Strongly agree","2006","Not Employed","Urban Area","","","","","7"
"1 Strongly disagree","2007","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2007","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2007","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2007","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2007","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2007","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2007","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2007","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2007","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2007","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2007","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2007","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2007","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2007","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2007","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2007","Employed","Rural Area","","","","","6"
"7 Strongly agree","2007","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2007","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2007","Employed","Urban Area","","","","","7"
"7 Strongly agree","2007","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2008","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2008","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2008","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2008","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2008","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2008","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2008","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2008","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2008","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2008","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2008","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2008","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2008","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2008","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2008","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2008","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2008","Employed","Urban Area","","","","","6"
"7 Strongly agree","2008","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2008","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2008","Employed","Urban Area","","","","","7"
"7 Strongly agree","2008","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2009","Not Employed","Rural Area","79","0.0408396238576347","0.0328747806649252","0.0488044670503442","1"
"1 Strongly disagree","2009","Employed","Urban Area","151","0.0243632241742111","0.0208421661881246","0.0278842821602977","1"
"1 Strongly disagree","2009","Employed","Rural Area","74","0.0200998922820153","0.0156645083506824","0.0245352762133483","1"
"1 Strongly disagree","2009","Not Employed","Urban Area","136","0.0384004730316096","0.0327251597033468","0.0440757863598723","1"
"2 on scale 1-7 ","2009","Not Employed","Rural Area","199","0.0903202955906147","0.0787850279222979","0.101855563258932","2"
"2 on scale 1-7 ","2009","Employed","Urban Area","427","0.0523992196678445","0.0473101683533775","0.0574882709823115","2"
