"plh0225","year","age_gr","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","74","0.0140077283005852","0.0108485348888043","0.0171669217123662"
"1 Strongly disagree","2005","35-65 y.","287","0.0285596848329575","0.0255280369741459","0.0315913326917692"
"1 Strongly disagree","2005","66 and older","196","0.0544656902180661","0.04720241318563","0.0617289672505022"
"2 on scale 1-7 ","2005","16-34 y.","213","0.0441584320701198","0.0386356820766384","0.0496811820636011"
"2 on scale 1-7 ","2005","35-65 y.","657","0.0595821284196985","0.0552737639945704","0.0638904928448266"
"2 on scale 1-7 ","2005","66 and older","269","0.0723516194873869","0.0640598297485393","0.0806434092262345"
"3 on scale 1-7 ","2005","16-34 y.","445","0.0929069457259205","0.0851031549503452","0.100710736501496"
"3 on scale 1-7 ","2005","35-65 y.","1249","0.108507527711866","0.102846663179873","0.11416839224386"
"3 on scale 1-7 ","2005","66 and older","506","0.133512717026752","0.122626553074991","0.144398880978513"
"4 on scale 1-7","2005","16-34 y.","1028","0.177067491048504","0.1668060789045","0.187328903192508"
"4 on scale 1-7","2005","35-65 y.","2585","0.215111306698061","0.207632545892434","0.222590067503687"
"4 on scale 1-7","2005","66 and older","950","0.253644220262378","0.239718492762229","0.267569947762528"
"5 on scale 1-7","2005","16-34 y.","1249","0.235131347641292","0.223731362050871","0.246531333231712"
"5 on scale 1-7","2005","35-65 y.","2787","0.23193840238858","0.224256330905659","0.239620473871501"
"5 on scale 1-7","2005","66 and older","771","0.198946555729483","0.18616948156674","0.211723629892227"
"6 on scale 1-7","2005","16-34 y.","1255","0.229551010835513","0.218246099656608","0.240855922014418"
"6 on scale 1-7","2005","35-65 y.","2438","0.208820927047892","0.201422857782576","0.216218996313207"
"6 on scale 1-7","2005","66 and older","574","0.150678508505405","0.139228806851421","0.162128210159389"
"7 Strongly agree","2005","16-34 y.","1052","0.207177044378066","0.196282363099339","0.218071725656793"
"7 Strongly agree","2005","35-65 y.","1593","0.147480022900945","0.141026262051243","0.153933783750647"
"7 Strongly agree","2005","66 and older","484","0.136400688770529","0.125415769174079","0.147385608366979"
"1 Strongly disagree","2006","16-34 y.","","","",""
"1 Strongly disagree","2006","35-65 y.","","","",""
"1 Strongly disagree","2006","66 and older","","","",""
"2 on scale 1-7 ","2006","16-34 y.","","","",""
"2 on scale 1-7 ","2006","35-65 y.","","","",""
"2 on scale 1-7 ","2006","66 and older","","","",""
"3 on scale 1-7 ","2006","16-34 y.","","","",""
"3 on scale 1-7 ","2006","35-65 y.","","","",""
"3 on scale 1-7 ","2006","66 and older","","","",""
"4 on scale 1-7","2006","16-34 y.","","","",""
"4 on scale 1-7","2006","35-65 y.","","","",""
"4 on scale 1-7","2006","66 and older","","","",""
"5 on scale 1-7","2006","16-34 y.","","","",""
"5 on scale 1-7","2006","35-65 y.","","","",""
"5 on scale 1-7","2006","66 and older","","","",""
"6 on scale 1-7","2006","16-34 y.","","","",""
"6 on scale 1-7","2006","35-65 y.","","","",""
"6 on scale 1-7","2006","66 and older","","","",""
"7 Strongly agree","2006","16-34 y.","","","",""
"7 Strongly agree","2006","35-65 y.","","","",""
"7 Strongly agree","2006","66 and older","","","",""
"1 Strongly disagree","2007","16-34 y.","","","",""
"1 Strongly disagree","2007","35-65 y.","","","",""
"1 Strongly disagree","2007","66 and older","","","",""
