"plh0225","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","(0) in school","","","",""
"1 Strongly disagree","2005","no migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","no migration background","(1b) general elementary school","82","0.0695542280891101","0.0552733951344238","0.0838350610437964"
"1 Strongly disagree","2005","no migration background","(1c) basic vocational qualification","173","0.0389682601024898","0.0335415055365268","0.0443950146684528"
"1 Strongly disagree","2005","no migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","no migration background","(2a) intermediate vocational","94","0.0277236166972823","0.0229394466889737","0.0325077867055908"
"1 Strongly disagree","2005","no migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","no migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","no migration background","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2005","direct migration background","(0) in school","","","",""
"1 Strongly disagree","2005","direct migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","direct migration background","(1b) general elementary school","33","0.0631196425680449","0.0421376092422109","0.0841016758938789"
"1 Strongly disagree","2005","direct migration background","(1c) basic vocational qualification","43","0.0615369966344854","0.0432170549214008","0.0798569383475699"
"1 Strongly disagree","2005","direct migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","direct migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","direct migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","direct migration background","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2005","indirect migration background","(0) in school","","","",""
"1 Strongly disagree","2005","indirect migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","indirect migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","indirect migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","indirect migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","no migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","no migration background","(1b) general elementary school","102","0.0766886008754065","0.0617508317044958","0.0916263700463172"
"2 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","332","0.0714235513534339","0.0642017529730283","0.0786453497338394"
