"plh0225","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","no migration background","50","0.0143436957430444","0.0107156165062851","0.0179717749798038","1"
"1 Strongly disagree","2005","16-34 y.","direct migration background","15","","","","1"
"1 Strongly disagree","2005","16-34 y.","indirect migration background","9","","","","1"
"1 Strongly disagree","2005","35-65 y.","no migration background","222","0.0280487279868079","0.024808538038317","0.0312889179352989","1"
"1 Strongly disagree","2005","35-65 y.","direct migration background","64","0.0336656414995256","0.0244327386948641","0.0428985443041871","1"
"1 Strongly disagree","2005","35-65 y.","indirect migration background","1","","","","1"
"1 Strongly disagree","2005","66 and older","no migration background","164","0.0510469852323114","0.0436271007324558","0.0584668697321671","1"
"1 Strongly disagree","2005","66 and older","direct migration background","31","0.0868217967418525","0.0576949802472341","0.115948613236471","1"
"1 Strongly disagree","2005","66 and older","indirect migration background","1","","","","1"
"2 on scale 1-7 ","2005","35-65 y.","indirect migration background","7","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","no migration background","171","0.0446519925457356","0.0383499010797344","0.0509540840117368","2"
"2 on scale 1-7 ","2005","16-34 y.","indirect migration background","24","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","no migration background","540","0.0554801300618495","0.0509878593115211","0.0599724008121778","2"
"2 on scale 1-7 ","2005","35-65 y.","direct migration background","110","0.084573003990151","0.0703297623558068","0.0988162456244952","2"
"2 on scale 1-7 ","2005","66 and older","no migration background","243","0.0747628369518556","0.0658961952030601","0.0836294787006512","2"
"2 on scale 1-7 ","2005","66 and older","direct migration background","25","","","","2"
"2 on scale 1-7 ","2005","66 and older","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","direct migration background","18","","","","2"
"3 on scale 1-7 ","2005","16-34 y.","direct migration background","34","0.0593571430940484","0.0391639920031845","0.0795502941849123","3"
"3 on scale 1-7 ","2005","16-34 y.","no migration background","360","0.0984438901618401","0.0893536733184508","0.107534107005229","3"
"3 on scale 1-7 ","2005","35-65 y.","indirect migration background","22","","","","3"
"3 on scale 1-7 ","2005","66 and older","no migration background","452","0.133306301381422","0.12184727023509","0.144765332527754","3"
"3 on scale 1-7 ","2005","16-34 y.","indirect migration background","51","0.0945151565448236","0.0722638573716542","0.116766455717993","3"
"3 on scale 1-7 ","2005","35-65 y.","no migration background","1050","0.106132785556391","0.100088389348298","0.112177181764485","3"
"3 on scale 1-7 ","2005","35-65 y.","direct migration background","177","0.119005438601229","0.102430530688446","0.135580346514012","3"
"3 on scale 1-7 ","2005","66 and older","direct migration background","53","0.130655040587623","0.0957924206395395","0.165517660535706","3"
