"plh0225","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","3","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","21","","",""
"1 Strongly disagree","2005","(1b) general elementary school","118","0.0650918901048916","0.0538507559292061","0.076333024280577"
"1 Strongly disagree","2005","(1c) basic vocational qualification","219","0.0407098919005756","0.0355756212815257","0.0458441625196255"
"1 Strongly disagree","2005","(2b) intermediate general qualification","15","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","96","0.0260579312527776","0.0215502365046755","0.0305656260008798"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","8","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","26","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","24","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","24","","",""
"2 on scale 1-7 ","2005","(0) in school","13","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","30","0.107030292740136","0.0682398356078533","0.145820749872418"
"2 on scale 1-7 ","2005","(1b) general elementary school","136","0.0710297989787139","0.0593244757375646","0.0827351222198632"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","390","0.0726154636926555","0.0658733157085209","0.0793576116767901"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","23","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","272","0.0575721496890677","0.0509811961832537","0.0641631031948817"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","25","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","66","0.0429294225026155","0.0327056983521329","0.0531531466530981"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","72","0.0375026057005528","0.0283298465482618","0.0466753648528438"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","92","0.0413156974015454","0.0335422157054327","0.049089179097658"
"3 on scale 1-7 ","2005","(0) in school","45","0.0657772089311909","0.0467785841060624","0.0847758337563194"
"3 on scale 1-7 ","2005","(1a) inadequately completed","35","0.127574658316155","0.085714629701856","0.169434686930453"
"3 on scale 1-7 ","2005","(1b) general elementary school","251","0.13754745431237","0.121852642613931","0.153242266010809"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","676","0.118478972999829","0.110082618302641","0.126875327697017"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","40","0.0657183153676403","0.045535072888322","0.0859015578469585"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","501","0.104621284109385","0.0959610152379731","0.113281552980797"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","66","0.0804700143047411","0.0615730716804476","0.0993669569290347"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","138","0.103404657820362","0.0880468967240432","0.118762418916681"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","167","0.120371978205834","0.104661778193421","0.136082178218247"
