"plh0225","year","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Male","252","0.0267473524122748","0.0235649527008077","0.029929752123742"
"1 Strongly disagree","2005","Female","305","0.0339881822648353","0.0305689168688971","0.0374074476607735"
"2 on scale 1-7 ","2005","Male","554","0.0596468821291578","0.0549755484826364","0.0643182157756792"
"2 on scale 1-7 ","2005","Female","585","0.0572821050875423","0.0528970204268119","0.0616671897482727"
"3 on scale 1-7 ","2005","Male","1114","0.115307433333651","0.109007639002858","0.121607227664444"
"3 on scale 1-7 ","2005","Female","1086","0.104942877017991","0.0991595269404718","0.11072622709551"
"4 on scale 1-7","2005","Male","2215","0.216769747774719","0.208642460844828","0.22489703470461"
"4 on scale 1-7","2005","Female","2348","0.210992973424067","0.203293659033143","0.218692287814991"
"5 on scale 1-7","2005","Male","2388","0.238386001114847","0.229981549856667","0.246790452373028"
"5 on scale 1-7","2005","Female","2419","0.213557491012659","0.205824125859991","0.221290856165328"
"6 on scale 1-7","2005","Male","1971","0.195728971908157","0.187903143893686","0.203554799922628"
"6 on scale 1-7","2005","Female","2296","0.206875584079139","0.199231896979211","0.214519271179066"
"7 Strongly agree","2005","Male","1380","0.147413611327194","0.140420997898614","0.154406224755773"
"7 Strongly agree","2005","Female","1749","0.172360787113766","0.165233612713952","0.179487961513581"
"1 Strongly disagree","2006","Male","","","",""
"1 Strongly disagree","2006","Female","","","",""
"2 on scale 1-7 ","2006","Male","","","",""
"2 on scale 1-7 ","2006","Female","","","",""
"3 on scale 1-7 ","2006","Male","","","",""
"3 on scale 1-7 ","2006","Female","","","",""
"4 on scale 1-7","2006","Male","","","",""
"4 on scale 1-7","2006","Female","","","",""
"5 on scale 1-7","2006","Male","","","",""
"5 on scale 1-7","2006","Female","","","",""
"6 on scale 1-7","2006","Male","","","",""
"6 on scale 1-7","2006","Female","","","",""
"7 Strongly agree","2006","Male","","","",""
"7 Strongly agree","2006","Female","","","",""
"1 Strongly disagree","2007","Male","","","",""
"1 Strongly disagree","2007","Female","","","",""
"2 on scale 1-7 ","2007","Male","","","",""
"2 on scale 1-7 ","2007","Female","","","",""
"3 on scale 1-7 ","2007","Male","","","",""
"3 on scale 1-7 ","2007","Female","","","",""
"4 on scale 1-7","2007","Male","","","",""
"4 on scale 1-7","2007","Female","","","",""
"5 on scale 1-7","2007","Male","","","",""
"5 on scale 1-7","2007","Female","","","",""
"6 on scale 1-7","2007","Male","","","",""
"6 on scale 1-7","2007","Female","","","",""
"7 Strongly agree","2007","Male","","","",""
"7 Strongly agree","2007","Female","","","",""
"1 Strongly disagree","2008","Male","","","",""
"1 Strongly disagree","2008","Female","","","",""
"2 on scale 1-7 ","2008","Male","","","",""
"2 on scale 1-7 ","2008","Female","","","",""
"3 on scale 1-7 ","2008","Male","","","",""
"3 on scale 1-7 ","2008","Female","","","",""
"4 on scale 1-7","2008","Male","","","",""
"4 on scale 1-7","2008","Female","","","",""
"5 on scale 1-7","2008","Male","","","",""
"5 on scale 1-7","2008","Female","","","",""
"6 on scale 1-7","2008","Male","","","",""
"6 on scale 1-7","2008","Female","","","",""
"7 Strongly agree","2008","Male","","","",""
"7 Strongly agree","2008","Female","","","",""
"1 Strongly disagree","2009","Male","199","0.027661260020446","0.0241921129193686","0.0311304071215233"
"1 Strongly disagree","2009","Female","241","0.0305252271302134","0.0270479790506519","0.034002475209775"
"2 on scale 1-7 ","2009","Male","572","0.0652658535224691","0.0600411096385411","0.0704905974063971"
"2 on scale 1-7 ","2009","Female","639","0.0705233195102591","0.0653481617926742","0.075698477227844"
"3 on scale 1-7 ","2009","Male","1136","0.124905501490677","0.117911975362846","0.131899027618509"
"3 on scale 1-7 ","2009","Female","1132","0.126646741632173","0.119924254951789","0.133369228312557"
"4 on scale 1-7","2009","Male","1960","0.225891186561625","0.217045560204638","0.234736812918611"
"4 on scale 1-7","2009","Female","2123","0.223921284619557","0.21549495308569","0.232347616153425"
"5 on scale 1-7","2009","Male","1989","0.228301434763953","0.219422597254586","0.23718027227332"
"5 on scale 1-7","2009","Female","2099","0.222316308527942","0.213911552241558","0.230721064814327"
"6 on scale 1-7","2009","Male","1706","0.196672761745817","0.188264692188547","0.205080831303087"
"6 on scale 1-7","2009","Female","1826","0.182777386380111","0.174965257726441","0.190589515033781"
"7 Strongly agree","2009","Male","1023","0.131302001895012","0.124157893662926","0.138446110127099"
"7 Strongly agree","2009","Female","1342","0.143289732199744","0.13620762511664","0.150371839282847"
"1 Strongly disagree","2010","Male","","","",""
"1 Strongly disagree","2010","Female","","","",""
"2 on scale 1-7 ","2010","Male","","","",""
"2 on scale 1-7 ","2010","Female","","","",""
"3 on scale 1-7 ","2010","Male","","","",""
"3 on scale 1-7 ","2010","Female","","","",""
"4 on scale 1-7","2010","Male","","","",""
"4 on scale 1-7","2010","Female","","","",""
"5 on scale 1-7","2010","Male","","","",""
"5 on scale 1-7","2010","Female","","","",""
"6 on scale 1-7","2010","Male","","","",""
"6 on scale 1-7","2010","Female","","","",""
"7 Strongly agree","2010","Male","","","",""
"7 Strongly agree","2010","Female","","","",""
"1 Strongly disagree","2011","Male","","","",""
"1 Strongly disagree","2011","Female","","","",""
"2 on scale 1-7 ","2011","Male","","","",""
"2 on scale 1-7 ","2011","Female","","","",""
"3 on scale 1-7 ","2011","Male","","","",""
"3 on scale 1-7 ","2011","Female","","","",""
"4 on scale 1-7","2011","Male","","","",""
"4 on scale 1-7","2011","Female","","","",""
"5 on scale 1-7","2011","Male","","","",""
"5 on scale 1-7","2011","Female","","","",""
"6 on scale 1-7","2011","Male","","","",""
"6 on scale 1-7","2011","Female","","","",""
"7 Strongly agree","2011","Male","","","",""
"7 Strongly agree","2011","Female","","","",""
"1 Strongly disagree","2012","Male","50","0.0177468105425092","0.0129281942653744","0.0225654268196439"
"1 Strongly disagree","2012","Female","100","0.0260403507617527","0.0212394153389115","0.030841286184594"
"2 on scale 1-7 ","2012","Male","155","0.0549812902531785","0.0466621560550406","0.0633004244513164"
"2 on scale 1-7 ","2012","Female","224","0.051072406657734","0.0444358674192136","0.0577089458962544"
"3 on scale 1-7 ","2012","Male","261","0.0807674874311077","0.070823022107935","0.0907119527542804"
"3 on scale 1-7 ","2012","Female","381","0.0871653986730962","0.078661852495567","0.0956689448506254"
"4 on scale 1-7","2012","Male","548","0.177213826851171","0.163277678607441","0.191149975094901"
"4 on scale 1-7","2012","Female","787","0.184947777127583","0.173243374763839","0.196652179491328"
"5 on scale 1-7","2012","Male","714","0.255302789474362","0.23938920160382","0.271216377344903"
"5 on scale 1-7","2012","Female","952","0.221205017562933","0.208692605842134","0.233717429283731"
"6 on scale 1-7","2012","Male","702","0.247983651289699","0.232222946690002","0.263744355889395"
"6 on scale 1-7","2012","Female","977","0.233054387358726","0.220309297776531","0.245799476940921"
"7 Strongly agree","2012","Male","454","0.166004144157973","0.152424391045588","0.179583897270358"
"7 Strongly agree","2012","Female","806","0.196514661858175","0.184535720898245","0.208493602818106"
"1 Strongly disagree","2013","Male","207","0.0256444294121188","0.022345343113042","0.0289435157111957"
"1 Strongly disagree","2013","Female","223","0.0250709853096911","0.0220095169431973","0.028132453676185"
"2 on scale 1-7 ","2013","Male","477","0.0560624951038951","0.051261334299649","0.0608636559081411"
"2 on scale 1-7 ","2013","Female","519","0.0538362209429491","0.0494166712650151","0.0582557706208832"
"3 on scale 1-7 ","2013","Male","954","0.11313961787433","0.106528522831054","0.119750712917606"
"3 on scale 1-7 ","2013","Female","1067","0.111787424449628","0.105617035915632","0.117957812983625"
"4 on scale 1-7","2013","Male","1888","0.204649228748412","0.196229020567147","0.213069436929676"
"4 on scale 1-7","2013","Female","2170","0.214535515378251","0.206497099842378","0.222573930914123"
"5 on scale 1-7","2013","Male","2181","0.239167900755053","0.230264943688384","0.248070857821722"
"5 on scale 1-7","2013","Female","2316","0.225385511254622","0.21720343764144","0.233567584867804"
"6 on scale 1-7","2013","Male","1972","0.221472416050218","0.212806085621457","0.230138746478979"
"6 on scale 1-7","2013","Female","2140","0.213923629757803","0.20589355982524","0.221953699690365"
"7 Strongly agree","2013","Male","1140","0.139863912055973","0.13262497433715","0.147102849774797"
"7 Strongly agree","2013","Female","1583","0.155460712907056","0.148365297388939","0.162556128425173"
"1 Strongly disagree","2014","Male","","","",""
"1 Strongly disagree","2014","Female","","","",""
"2 on scale 1-7 ","2014","Male","","","",""
"2 on scale 1-7 ","2014","Female","","","",""
"3 on scale 1-7 ","2014","Male","","","",""
"3 on scale 1-7 ","2014","Female","","","",""
"4 on scale 1-7","2014","Male","","","",""
"4 on scale 1-7","2014","Female","","","",""
"5 on scale 1-7","2014","Male","","","",""
"5 on scale 1-7","2014","Female","","","",""
"6 on scale 1-7","2014","Male","","","",""
"6 on scale 1-7","2014","Female","","","",""
"7 Strongly agree","2014","Male","","","",""
"7 Strongly agree","2014","Female","","","",""
"1 Strongly disagree","2015","Male","","","",""
"1 Strongly disagree","2015","Female","","","",""
"2 on scale 1-7 ","2015","Male","","","",""
"2 on scale 1-7 ","2015","Female","","","",""
"3 on scale 1-7 ","2015","Male","","","",""
"3 on scale 1-7 ","2015","Female","","","",""
"4 on scale 1-7","2015","Male","","","",""
"4 on scale 1-7","2015","Female","","","",""
"5 on scale 1-7","2015","Male","","","",""
"5 on scale 1-7","2015","Female","","","",""
"6 on scale 1-7","2015","Male","","","",""
"6 on scale 1-7","2015","Female","","","",""
"7 Strongly agree","2015","Male","","","",""
"7 Strongly agree","2015","Female","","","",""
"1 Strongly disagree","2016","Male","","","",""
"1 Strongly disagree","2016","Female","","","",""
"2 on scale 1-7 ","2016","Male","","","",""
"2 on scale 1-7 ","2016","Female","","","",""
"3 on scale 1-7 ","2016","Male","","","",""
"3 on scale 1-7 ","2016","Female","","","",""
"4 on scale 1-7","2016","Male","","","",""
"4 on scale 1-7","2016","Female","","","",""
"5 on scale 1-7","2016","Male","","","",""
"5 on scale 1-7","2016","Female","","","",""
"6 on scale 1-7","2016","Male","","","",""
"6 on scale 1-7","2016","Female","","","",""
"7 Strongly agree","2016","Male","","","",""
"7 Strongly agree","2016","Female","","","",""
"1 Strongly disagree","2017","Male","289","0.0165757455942106","0.0144543899711453","0.0186971012172758"
"1 Strongly disagree","2017","Female","350","0.0214323899798514","0.0191350980767437","0.0237296818829592"
"2 on scale 1-7 ","2017","Male","747","0.0564171519770413","0.0525835935747147","0.060250710379368"
"2 on scale 1-7 ","2017","Female","899","0.0618338019356346","0.0580131424958099","0.0656544613754592"
"3 on scale 1-7 ","2017","Male","1329","0.0997518755061876","0.0947728066380062","0.104730944374369"
"3 on scale 1-7 ","2017","Female","1448","0.0986728858837643","0.0939421838451832","0.103403587922345"
"4 on scale 1-7","2017","Male","2561","0.194947387893505","0.188365093115003","0.201529682672006"
"4 on scale 1-7","2017","Female","2745","0.186351718316676","0.180174819053683","0.192528617579669"
"5 on scale 1-7","2017","Male","3127","0.232071313254097","0.225057121066224","0.239085505441971"
"5 on scale 1-7","2017","Female","3496","0.234267687494214","0.227549066476085","0.240986308512343"
"6 on scale 1-7","2017","Male","3289","0.241449760487379","0.234339065499351","0.248560455475408"
