"plh0225","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","West Germany","219","0.0400311154909378","0.0349576021790783","0.0451046288027974","1"
"1 Strongly disagree","2005","Not Employed","East Germany","84","0.0500996694275825","0.0407582574278019","0.0594410814273631","1"
"1 Strongly disagree","2005","Employed","West Germany","196","0.0218217548073265","0.0189419061864436","0.0247016034282093","1"
"1 Strongly disagree","2005","Employed","East Germany","58","0.0267208146608663","0.0208964439853728","0.0325451853363597","1"
"2 on scale 1-7 ","2005","Not Employed","East Germany","118","0.061348511211071","0.0510728381500884","0.0716241842720536","2"
"2 on scale 1-7 ","2005","Employed","West Germany","516","0.0557149917802813","0.0511937950306962","0.0602361885298664","2"
"2 on scale 1-7 ","2005","Employed","East Germany","154","0.0515272197846788","0.043542931076541","0.0595115084928166","2"
"2 on scale 1-7 ","2005","Not Employed","West Germany","351","0.0641081648809562","0.057768725086188","0.0704476046757243","2"
"3 on scale 1-7 ","2005","Not Employed","East Germany","262","0.137187853240994","0.122455503079161","0.151920203402826","3"
"3 on scale 1-7 ","2005","Employed","West Germany","1007","0.107664431229256","0.101554785173794","0.113774077284718","3"
"3 on scale 1-7 ","2005","Employed","East Germany","315","0.103084045262397","0.0921021564406982","0.114065934084095","3"
"3 on scale 1-7 ","2005","Not Employed","West Germany","616","0.108499097484938","0.10044984896668","0.116548346003196","3"
"4 on scale 1-7","2005","Employed","East Germany","677","0.236358228828005","0.221014332940307","0.251702124715703","4"
"4 on scale 1-7","2005","Not Employed","East Germany","494","0.22785967319459","0.209898366444044","0.245820979945136","4"
"4 on scale 1-7","2005","Employed","West Germany","2023","0.193383824550148","0.185598811231727","0.201168837868569","4"
"4 on scale 1-7","2005","Not Employed","West Germany","1369","0.234880814529196","0.22390922129249","0.245852407765903","4"
"5 on scale 1-7","2005","Employed","West Germany","2427","0.237592824378093","0.229203519613451","0.245982129142734","5"
"5 on scale 1-7","2005","Not Employed","East Germany","489","0.221846514157163","0.204054913764816","0.239638114549509","5"
"5 on scale 1-7","2005","Not Employed","West Germany","1209","0.207983677136179","0.197479474960032","0.218487879312327","5"
"5 on scale 1-7","2005","Employed","East Germany","682","0.224819027258308","0.209741729012898","0.239896325503719","5"
"6 on scale 1-7","2005","Employed","West Germany","2151","0.21480490084572","0.206709717173718","0.222900084517723","6"
"6 on scale 1-7","2005","Employed","East Germany","658","0.221026862920543","0.206040742710312","0.236012983130774","6"
"6 on scale 1-7","2005","Not Employed","East Germany","367","0.161273063826011","0.145524270231711","0.177021857420312","6"
"6 on scale 1-7","2005","Not Employed","West Germany","1091","0.185048268545606","0.174997718365979","0.195098818725233","6"
"7 Strongly agree","2005","Employed","East Germany","401","0.136463801285202","0.124065720908293","0.148861881662111","7"
"7 Strongly agree","2005","Not Employed","East Germany","281","0.140384714942589","0.125509335443799","0.155260094441379","7"
"7 Strongly agree","2005","Employed","West Germany","1567","0.169017272409175","0.161630114770601","0.176404430047749","7"
"7 Strongly agree","2005","Not Employed","West Germany","880","0.159448861932187","0.149973972250943","0.16892375161343","7"
"1 Strongly disagree","2006","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2006","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2006","Employed","West Germany","","","","","1"
"1 Strongly disagree","2006","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2006","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","East Germany","","","","","2"
