"plh0225","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","1-pers.-HH","54","0.0450017965064","0.0333927580535812","0.0566108349592188"
"1 Strongly disagree","2005","lower secondary degree","(Married) couple without C. ","135","0.0501004819304144","0.0422706208478312","0.0579303430129976"
"1 Strongly disagree","2005","lower secondary degree","Single parent ","20","","",""
"1 Strongly disagree","2005","lower secondary degree","Couple + C. LE 16 ","23","","",""
"1 Strongly disagree","2005","lower secondary degree","Couple + C. GT 16 ","30","0.0339273229732226","0.0225576412146482","0.045297004731797"
"1 Strongly disagree","2005","lower secondary degree","Couple + C. LE and GT 16","15","","",""
"1 Strongly disagree","2005","secondary school degree","1-pers.-HH","22","","",""
"1 Strongly disagree","2005","secondary school degree","(Married) couple without C. ","45","0.0309904659846537","0.0229871619973312","0.0389937699719761"
"1 Strongly disagree","2005","secondary school degree","Single parent ","5","","",""
"1 Strongly disagree","2005","secondary school degree","Couple + C. LE 16 ","20","","",""
"1 Strongly disagree","2005","secondary school degree","Couple + C. GT 16 ","21","","",""
"1 Strongly disagree","2005","secondary school degree","Couple + C. LE and GT 16","9","","",""
"1 Strongly disagree","2005","college entrance qualification","1-pers.-HH","11","","",""
"1 Strongly disagree","2005","college entrance qualification","(Married) couple without C. ","21","","",""
"1 Strongly disagree","2005","college entrance qualification","Single parent ","3","","",""
"1 Strongly disagree","2005","college entrance qualification","Couple + C. LE 16 ","11","","",""
"1 Strongly disagree","2005","college entrance qualification","Couple + C. GT 16 ","10","","",""
"1 Strongly disagree","2005","college entrance qualification","Couple + C. LE and GT 16","1","","",""
"1 Strongly disagree","2005","Other degree","1-pers.-HH","3","","",""
"1 Strongly disagree","2005","Other degree","(Married) couple without C. ","21","","",""
"1 Strongly disagree","2005","Other degree","Single parent ","2","","",""
"1 Strongly disagree","2005","Other degree","Couple + C. LE 16 ","4","","",""
"1 Strongly disagree","2005","Other degree","Couple + C. GT 16 ","13","","",""
"1 Strongly disagree","2005","Other degree","Couple + C. LE and GT 16","4","","",""
"1 Strongly disagree","2005","no degree/no degree yet","1-pers.-HH","3","","",""
"1 Strongly disagree","2005","no degree/no degree yet","(Married) couple without C. ","5","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Single parent ","3","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"2 on scale 1-7 ","2005","lower secondary degree","1-pers.-HH","100","0.0787134113431874","0.0636333958225103","0.0937934268638645"
"2 on scale 1-7 ","2005","lower secondary degree","(Married) couple without C. ","217","0.0721042231941875","0.0628204564182024","0.0813879899701726"
"2 on scale 1-7 ","2005","lower secondary degree","Single parent ","19","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Couple + C. LE 16 ","46","0.0484052913124515","0.0346116462973525","0.0621989363275506"
"2 on scale 1-7 ","2005","lower secondary degree","Couple + C. GT 16 ","62","0.061542636361201","0.0464500408095146","0.0766352319128874"
"2 on scale 1-7 ","2005","lower secondary degree","Couple + C. LE and GT 16","29","","",""
"2 on scale 1-7 ","2005","secondary school degree","1-pers.-HH","26","","",""
"2 on scale 1-7 ","2005","secondary school degree","(Married) couple without C. ","96","0.0574420715329627","0.0466957382176675","0.068188404848258"
"2 on scale 1-7 ","2005","secondary school degree","Single parent ","19","","",""
"2 on scale 1-7 ","2005","secondary school degree","Couple + C. LE 16 ","78","0.0609044431435829","0.04819874861797","0.0736101376691958"
"2 on scale 1-7 ","2005","secondary school degree","Couple + C. GT 16 ","62","0.0524956164244387","0.0393813743692358","0.0656098584796417"
"2 on scale 1-7 ","2005","secondary school degree","Couple + C. LE and GT 16","31","0.055917386148526","0.035778218378535","0.076056553918517"
"2 on scale 1-7 ","2005","college entrance qualification","1-pers.-HH","19","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(Married) couple without C. ","71","0.0389772829209214","0.0298703747143457","0.0480841911274972"
"2 on scale 1-7 ","2005","college entrance qualification","Single parent ","8","","",""
