"plh0225","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Schleswig-Holstein","no migration background","14","","",""
"1 Strongly disagree","2005","Schleswig-Holstein","direct migration background","1","","",""
"1 Strongly disagree","2005","Schleswig-Holstein","indirect migration background","","","",""
"1 Strongly disagree","2005","Hamburg","no migration background","9","","",""
"1 Strongly disagree","2005","Hamburg","direct migration background","","","",""
"1 Strongly disagree","2005","Hamburg","indirect migration background","","","",""
"1 Strongly disagree","2005","Lower Saxony","no migration background","34","0.0352167449119461","0.0260076220835011","0.0444258677403912"
"1 Strongly disagree","2005","Lower Saxony","direct migration background","10","","",""
"1 Strongly disagree","2005","Lower Saxony","indirect migration background","","","",""
"1 Strongly disagree","2005","Bremen","no migration background","3","","",""
"1 Strongly disagree","2005","Bremen","direct migration background","1","","",""
"1 Strongly disagree","2005","Bremen","indirect migration background","1","","",""
"1 Strongly disagree","2005","North Rhine-Westphalia","no migration background","79","0.0262864348609981","0.0209525617686074","0.0316203079533888"
"1 Strongly disagree","2005","North Rhine-Westphalia","direct migration background","29","","",""
"1 Strongly disagree","2005","North Rhine-Westphalia","indirect migration background","2","","",""
"1 Strongly disagree","2005","Hesse","no migration background","32","0.0269568135717008","0.0172977160960434","0.0366159110473582"
"1 Strongly disagree","2005","Hesse","direct migration background","19","","",""
"1 Strongly disagree","2005","Hesse","indirect migration background","1","","",""
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","no migration background","37","0.0410770628717588","0.0288067226407943","0.0533474031027234"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","direct migration background","6","","",""
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"1 Strongly disagree","2005","Baden-Württemberg","no migration background","29","","",""
"1 Strongly disagree","2005","Baden-Württemberg","direct migration background","25","","",""
"1 Strongly disagree","2005","Baden-Württemberg","indirect migration background","4","","",""
"1 Strongly disagree","2005","Bavaria","no migration background","56","0.0272719082243775","0.0208093172413689","0.0337344992073861"
