"plh0225","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","303","0.0421538050896523","0.0377030521156733","0.0466045580636314","1"
"1 Strongly disagree","2005","Employed","254","0.0226488356363755","0.0200745948148048","0.0252230764579463","1"
"2 on scale 1-7 ","2005","Employed","670","0.0550079936954368","0.0510631673897941","0.0589528200010795","2"
"2 on scale 1-7 ","2005","Not Employed","469","0.0635263645372346","0.0581238992036826","0.0689288298707866","2"
"3 on scale 1-7 ","2005","Not Employed","878","0.114547366563758","0.107493253251735","0.121601479875782","3"
"3 on scale 1-7 ","2005","Employed","1322","0.106891150327187","0.101545211469761","0.112237089184613","3"
"4 on scale 1-7","2005","Employed","2700","0.200638952468689","0.193709801363839","0.207568103573538","4"
"4 on scale 1-7","2005","Not Employed","1863","0.23340059167139","0.224031393473963","0.242769789868818","4"
"5 on scale 1-7","2005","Not Employed","1698","0.210906291459773","0.201870290508539","0.219942292411008","5"
"5 on scale 1-7","2005","Employed","3109","0.235436295773058","0.228095477681645","0.24277711386447","5"
"6 on scale 1-7","2005","Employed","2809","0.215855319845488","0.208736952534893","0.222973687156083","6"
"6 on scale 1-7","2005","Not Employed","1458","0.18003589238085","0.171525605917708","0.188546178843993","6"
"7 Strongly agree","2005","Employed","1968","0.163521452253766","0.157122399550496","0.169920504957036","7"
"7 Strongly agree","2005","Not Employed","1161","0.155429688297341","0.147404557794151","0.163454818800531","7"
"1 Strongly disagree","2006","Not Employed","","","","","1"
"1 Strongly disagree","2006","Employed","","","","","1"
"2 on scale 1-7 ","2006","Not Employed","","","","","2"
"2 on scale 1-7 ","2006","Employed","","","","","2"
"3 on scale 1-7 ","2006","Employed","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","","","","","3"
"4 on scale 1-7","2006","Not Employed","","","","","4"
"4 on scale 1-7","2006","Employed","","","","","4"
"5 on scale 1-7","2006","Employed","","","","","5"
"5 on scale 1-7","2006","Not Employed","","","","","5"
"6 on scale 1-7","2006","Employed","","","","","6"
"6 on scale 1-7","2006","Not Employed","","","","","6"
"7 Strongly agree","2006","Employed","","","","","7"
"7 Strongly agree","2006","Not Employed","","","","","7"
"1 Strongly disagree","2007","Not Employed","","","","","1"
"1 Strongly disagree","2007","Employed","","","","","1"
"2 on scale 1-7 ","2007","Employed","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","","","","","3"
"3 on scale 1-7 ","2007","Employed","","","","","3"
"4 on scale 1-7","2007","Employed","","","","","4"
"4 on scale 1-7","2007","Not Employed","","","","","4"
"5 on scale 1-7","2007","Employed","","","","","5"
"5 on scale 1-7","2007","Not Employed","","","","","5"
"6 on scale 1-7","2007","Employed","","","","","6"
"6 on scale 1-7","2007","Not Employed","","","","","6"
"7 Strongly agree","2007","Not Employed","","","","","7"
"7 Strongly agree","2007","Employed","","","","","7"
"1 Strongly disagree","2008","Not Employed","","","","","1"
"1 Strongly disagree","2008","Employed","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","","","","","2"
"2 on scale 1-7 ","2008","Employed","","","","","2"
"3 on scale 1-7 ","2008","Employed","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","","","","","3"
"4 on scale 1-7","2008","Not Employed","","","","","4"
"4 on scale 1-7","2008","Employed","","","","","4"
"5 on scale 1-7","2008","Employed","","","","","5"
"5 on scale 1-7","2008","Not Employed","","","","","5"
"6 on scale 1-7","2008","Employed","","","","","6"
"6 on scale 1-7","2008","Not Employed","","","","","6"
"7 Strongly agree","2008","Not Employed","","","","","7"
"7 Strongly agree","2008","Employed","","","","","7"
"1 Strongly disagree","2009","Not Employed","215","0.0391802955339757","0.0345605697607723","0.0438000213071791","1"
"1 Strongly disagree","2009","Employed","225","0.0230081005203547","0.0202327887393928","0.0257834123013166","1"
"2 on scale 1-7 ","2009","Employed","705","0.0599408046625443","0.0555467566294701","0.0643348526956185","2"
"2 on scale 1-7 ","2009","Not Employed","506","0.0811266626974139","0.0746257995634265","0.0876275258314013","2"
"3 on scale 1-7 ","2009","Not Employed","927","0.133903774064219","0.125795267468873","0.142012280659565","3"
"3 on scale 1-7 ","2009","Employed","1341","0.120862201708883","0.114828280402751","0.126896123015014","3"
"4 on scale 1-7","2009","Employed","2479","0.22249255140937","0.214793522825413","0.230191579993327","4"
"4 on scale 1-7","2009","Not Employed","1604","0.22880990280408","0.218808071557156","0.238811734051004","4"
"5 on scale 1-7","2009","Employed","2595","0.226924593189629","0.219171453186873","0.234677733192385","5"
"5 on scale 1-7","2009","Not Employed","1493","0.222466752494572","0.212564056784716","0.232369448204428","5"
"6 on scale 1-7","2009","Employed","2324","0.201335979646575","0.193913164063072","0.208758795230078","6"
"6 on scale 1-7","2009","Not Employed","1208","0.17021389270374","0.161265563070432","0.179162222337049","6"
"7 Strongly agree","2009","Not Employed","823","0.124298719701999","0.116443239971168","0.132154199432829","7"
"7 Strongly agree","2009","Employed","1542","0.145435768862644","0.138909966966041","0.151961570759248","7"
"1 Strongly disagree","2010","Not Employed","","","","","1"
"1 Strongly disagree","2010","Employed","","","","","1"
"2 on scale 1-7 ","2010","Not Employed","","","","","2"
"2 on scale 1-7 ","2010","Employed","","","","","2"
"3 on scale 1-7 ","2010","Employed","","","","","3"
"3 on scale 1-7 ","2010","Not Employed","","","","","3"
"4 on scale 1-7","2010","Employed","","","","","4"
"4 on scale 1-7","2010","Not Employed","","","","","4"
"5 on scale 1-7","2010","Employed","","","","","5"
"5 on scale 1-7","2010","Not Employed","","","","","5"
"6 on scale 1-7","2010","Not Employed","","","","","6"
"6 on scale 1-7","2010","Employed","","","","","6"
"7 Strongly agree","2010","Not Employed","","","","","7"
"7 Strongly agree","2010","Employed","","","","","7"
"1 Strongly disagree","2011","Not Employed","","","","","1"
"1 Strongly disagree","2011","Employed","","","","","1"
"2 on scale 1-7 ","2011","Employed","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","","","","","2"
"3 on scale 1-7 ","2011","Not Employed","","","","","3"
"3 on scale 1-7 ","2011","Employed","","","","","3"
"4 on scale 1-7","2011","Employed","","","","","4"
"4 on scale 1-7","2011","Not Employed","","","","","4"
"5 on scale 1-7","2011","Employed","","","","","5"
"5 on scale 1-7","2011","Not Employed","","","","","5"
"6 on scale 1-7","2011","Employed","","","","","6"
"6 on scale 1-7","2011","Not Employed","","","","","6"
"7 Strongly agree","2011","Not Employed","","","","","7"
"7 Strongly agree","2011","Employed","","","","","7"
"1 Strongly disagree","2012","Not Employed","42","0.0245178612868889","0.017259713557151","0.0317760090166268","1"
"1 Strongly disagree","2012","Employed","108","0.0217103654048059","0.017811398166976","0.0256093326426359","1"
"2 on scale 1-7 ","2012","Not Employed","99","0.0606850923683329","0.0494798445265037","0.071890340210162","2"
"2 on scale 1-7 ","2012","Employed","280","0.050220610506059","0.0443776270338795","0.0560635939782385","2"
"3 on scale 1-7 ","2012","Employed","493","0.0866979635632581","0.0791697149184047","0.0942262122081114","3"
"3 on scale 1-7 ","2012","Not Employed","149","0.0771564660270908","0.06463298531252","0.0896799467416615","3"
"4 on scale 1-7","2012","Employed","1029","0.189854883750872","0.179362489781558","0.200347277720186","4"
"4 on scale 1-7","2012","Not Employed","306","0.156021115838205","0.138990422418655","0.173051809257755","4"
"5 on scale 1-7","2012","Employed","1294","0.244100888660871","0.232608802034512","0.25559297528723","5"
"5 on scale 1-7","2012","Not Employed","372","0.211800640636215","0.192624706728039","0.230976574544392","5"
"6 on scale 1-7","2012","Not Employed","405","0.240243928240943","0.220192830652699","0.260295025829186","6"
"6 on scale 1-7","2012","Employed","1274","0.239402095334462","0.227985835906766","0.250818354762157","6"
"7 Strongly agree","2012","Not Employed","371","0.229574895602324","0.209836935743409","0.249312855461239","7"
"7 Strongly agree","2012","Employed","889","0.168013192779672","0.158010608814523","0.178015776744821","7"
"1 Strongly disagree","2013","Not Employed","210","0.0331113670437799","0.0290026134589911","0.0372201206285686","1"
"1 Strongly disagree","2013","Employed","220","0.0202643527774637","0.0176949018688207","0.0228338036861066","1"
"2 on scale 1-7 ","2013","Employed","595","0.0534994218142906","0.0493959213495275","0.0576029222790537","2"
"2 on scale 1-7 ","2013","Not Employed","401","0.0570914268621063","0.0517635576677469","0.0624192960564657","2"
"3 on scale 1-7 ","2013","Employed","1226","0.111305451464876","0.105570180029773","0.11704072289998","3"
"3 on scale 1-7 ","2013","Not Employed","795","0.114187857617048","0.106884642551642","0.121491072682453","3"
"4 on scale 1-7","2013","Employed","2470","0.206526269449255","0.199144279872294","0.213908259026216","4"
"4 on scale 1-7","2013","Not Employed","1588","0.214583195112851","0.205156026792698","0.224010363433003","4"
"5 on scale 1-7","2013","Not Employed","1737","0.22995366160712","0.220290663205699","0.239616660008541","5"
"5 on scale 1-7","2013","Employed","2760","0.233513764073374","0.225798906312841","0.241228621833907","5"
"6 on scale 1-7","2013","Employed","2571","0.221327019705583","0.213756699116398","0.228897340294768","6"
"6 on scale 1-7","2013","Not Employed","1541","0.21192215272483","0.202537762654854","0.221306542794807","6"
"7 Strongly agree","2013","Not Employed","1013","0.139150339032265","0.13120268225336","0.14709799581117","7"
"7 Strongly agree","2013","Employed","1710","0.153563720715158","0.146989247676322","0.160138193753994","7"
"1 Strongly disagree","2014","Not Employed","","","","","1"
"1 Strongly disagree","2014","Employed","","","","","1"
"2 on scale 1-7 ","2014","Not Employed","","","","","2"
"2 on scale 1-7 ","2014","Employed","","","","","2"
"3 on scale 1-7 ","2014","Employed","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","","","","","3"
"4 on scale 1-7","2014","Employed","","","","","4"
"4 on scale 1-7","2014","Not Employed","","","","","4"
"5 on scale 1-7","2014","Employed","","","","","5"
"5 on scale 1-7","2014","Not Employed","","","","","5"
"6 on scale 1-7","2014","Not Employed","","","","","6"
"6 on scale 1-7","2014","Employed","","","","","6"
"7 Strongly agree","2014","Not Employed","","","","","7"
"7 Strongly agree","2014","Employed","","","","","7"
"1 Strongly disagree","2015","Not Employed","","","","","1"
"1 Strongly disagree","2015","Employed","","","","","1"
"2 on scale 1-7 ","2015","Employed","","","","","2"
"2 on scale 1-7 ","2015","Not Employed","","","","","2"
"3 on scale 1-7 ","2015","Employed","","","","","3"
"3 on scale 1-7 ","2015","Not Employed","","","","","3"
"4 on scale 1-7","2015","Employed","","","","","4"
"4 on scale 1-7","2015","Not Employed","","","","","4"
"5 on scale 1-7","2015","Not Employed","","","","","5"
"5 on scale 1-7","2015","Employed","","","","","5"
"6 on scale 1-7","2015","Employed","","","","","6"
"6 on scale 1-7","2015","Not Employed","","","","","6"
"7 Strongly agree","2015","Not Employed","","","","","7"
"7 Strongly agree","2015","Employed","","","","","7"
"1 Strongly disagree","2016","Not Employed","","","","","1"
"1 Strongly disagree","2016","Employed","","","","","1"
"2 on scale 1-7 ","2016","Employed","","","","","2"
"2 on scale 1-7 ","2016","Not Employed","","","","","2"
"3 on scale 1-7 ","2016","Employed","","","","","3"
"3 on scale 1-7 ","2016","Not Employed","","","","","3"
"4 on scale 1-7","2016","Not Employed","","","","","4"
"4 on scale 1-7","2016","Employed","","","","","4"
"5 on scale 1-7","2016","Employed","","","","","5"
"5 on scale 1-7","2016","Not Employed","","","","","5"
"6 on scale 1-7","2016","Not Employed","","","","","6"
"6 on scale 1-7","2016","Employed","","","","","6"
"7 Strongly agree","2016","Not Employed","","","","","7"
"7 Strongly agree","2016","Employed","","","","","7"
"1 Strongly disagree","2017","Not Employed","357","0.0248781183048533","0.0219557555260186","0.027800481083688","1"
"1 Strongly disagree","2017","Employed","282","0.0157666226670223","0.0139602427986209","0.0175730025354236","1"
"2 on scale 1-7 ","2017","Employed","1063","0.0557220335174848","0.0523957894746643","0.0590482775603054","2"
"2 on scale 1-7 ","2017","Not Employed","583","0.0653082452283666","0.0606725580070171","0.0699439324497162","2"
"3 on scale 1-7 ","2017","Employed","1876","0.0976455837163684","0.0933412535161421","0.101949913916595","3"
"3 on scale 1-7 ","2017","Not Employed","901","0.101972166120748","0.0962943459469669","0.107649986294529","3"
"4 on scale 1-7","2017","Employed","3303","0.179587993124146","0.17402196552278","0.185154020725512","4"
"4 on scale 1-7","2017","Not Employed","2003","0.210109913474132","0.202466233143621","0.217753593804642","4"
"5 on scale 1-7","2017","Not Employed","2357","0.227950119555043","0.220078963832358","0.235821275277728","5"
"5 on scale 1-7","2017","Employed","4266","0.23613478995395","0.229976231656203","0.242293348251696","5"
"6 on scale 1-7","2017","Employed","4328","0.24116049709792","0.234957254674779","0.247363739521061","6"
"6 on scale 1-7","2017","Not Employed","2351","0.215032963807536","0.207324388092127","0.222741539522944","6"
"7 Strongly agree","2017","Not Employed","2360","0.154748473509322","0.147962657483094","0.161534289535551","7"
"7 Strongly agree","2017","Employed","3151","0.173982479923109","0.168485323551368","0.17947963629485","7"
"1 Strongly disagree","2018","Employed","","","","","1"
"1 Strongly disagree","2018","Not Employed","","","","","1"
"2 on scale 1-7 ","2018","Employed","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","","","","","2"
"3 on scale 1-7 ","2018","Employed","","","","","3"
"3 on scale 1-7 ","2018","Not Employed","","","","","3"
"4 on scale 1-7","2018","Not Employed","","","","","4"
"4 on scale 1-7","2018","Employed","","","","","4"
"5 on scale 1-7","2018","Employed","","","","","5"
"5 on scale 1-7","2018","Not Employed","","","","","5"
"6 on scale 1-7","2018","Not Employed","","","","","6"
"6 on scale 1-7","2018","Employed","","","","","6"
"7 Strongly agree","2018","Not Employed","","","","","7"
"7 Strongly agree","2018","Employed","","","","","7"
"1 Strongly disagree","2019","Employed","378","0.0206930754167523","0.0185954917857916","0.022790659047713","1"
"1 Strongly disagree","2019","Not Employed","279","0.0375269226325769","0.0333729959112364","0.0416808493539174","1"
"2 on scale 1-7 ","2019","Employed","1128","0.0612852508674527","0.0577510424480278","0.0648194592868775","2"
"2 on scale 1-7 ","2019","Not Employed","574","0.075016386648639","0.069258830921286","0.080773942375992","2"
"3 on scale 1-7 ","2019","Not Employed","868","0.111738286729292","0.104852326095482","0.118624247363102","3"
"3 on scale 1-7 ","2019","Employed","1893","0.104563484608922","0.100054748923441","0.109072220294404","3"
"4 on scale 1-7","2019","Employed","3525","0.207890208172918","0.201910815701354","0.213869600644482","4"
"4 on scale 1-7","2019","Not Employed","1640","0.215542258993138","0.206554652454367","0.224529865531909","4"
"5 on scale 1-7","2019","Not Employed","1757","0.218212794320498","0.209185087542178","0.227240501098818","5"
"5 on scale 1-7","2019","Employed","4048","0.233012817872053","0.226783631694022","0.239242004050083","5"
"6 on scale 1-7","2019","Employed","3956","0.223015887885295","0.216882204938484","0.229149570832105","6"
"6 on scale 1-7","2019","Not Employed","1688","0.200633162059024","0.191879949342888","0.209386374775161","6"
"7 Strongly agree","2019","Not Employed","1235","0.141330188616832","0.13371600007645","0.148944377157215","7"
"7 Strongly agree","2019","Employed","2765","0.149539275176607","0.144284524448739","0.154794025904475","7"
