"plh0225","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","in school","","","",""
"1 Strongly disagree","2005","(0) in school","inadequately","","","",""
"1 Strongly disagree","2005","(0) in school","general elemantary","","","",""
"1 Strongly disagree","2005","(0) in school","middle vocational","","","",""
"1 Strongly disagree","2005","(0) in school","vocational + Abi","","","",""
"1 Strongly disagree","2005","(0) in school","higher vocational","","","",""
"1 Strongly disagree","2005","(0) in school","higher education","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","in school","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","inadequately","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","general elemantary","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","middle vocational","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","vocational + Abi","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","higher vocational","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","higher education","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","in school","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","inadequately","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","general elemantary","116","0.0651645282152587","0.0538033752232848","0.0765256812072325"
"1 Strongly disagree","2005","(1b) general elementary school","middle vocational","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","vocational + Abi","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","higher vocational","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","higher education","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","in school","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","inadequately","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","general elemantary","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","middle vocational","200","0.0408525036444","0.0354826199809221","0.0462223873078778"
"1 Strongly disagree","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","higher vocational","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","higher education","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","in school","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","inadequately","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","general elemantary","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","middle vocational","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","higher vocational","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","higher education","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","in school","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","inadequately","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","general elemantary","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","middle vocational","85","0.0269515150167916","0.0219963723339471","0.0319066576996361"
"1 Strongly disagree","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","higher vocational","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","higher education","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","in school","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","middle vocational","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","higher education","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","in school","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","inadequately","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","general elemantary","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","middle vocational","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","higher vocational","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","higher education","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","in school","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","inadequately","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","general elemantary","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","middle vocational","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","higher vocational","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","higher education","","","",""
"2 on scale 1-7 ","2005","(0) in school","in school","","","",""
"2 on scale 1-7 ","2005","(0) in school","inadequately","","","",""
"2 on scale 1-7 ","2005","(0) in school","general elemantary","","","",""
"2 on scale 1-7 ","2005","(0) in school","middle vocational","","","",""
"2 on scale 1-7 ","2005","(0) in school","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(0) in school","higher vocational","","","",""
"2 on scale 1-7 ","2005","(0) in school","higher education","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","in school","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","inadequately","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","general elemantary","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","middle vocational","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","higher vocational","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","higher education","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","in school","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","inadequately","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","general elemantary","133","0.0695867923927626","0.0578742673784597","0.0812993174070656"
"2 on scale 1-7 ","2005","(1b) general elementary school","middle vocational","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","higher vocational","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","higher education","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","in school","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","inadequately","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","general elemantary","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","middle vocational","361","0.0735998930027256","0.0665163468273291","0.0806834391781221"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","higher vocational","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","higher education","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","in school","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","inadequately","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","general elemantary","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","middle vocational","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","higher vocational","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","higher education","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","in school","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","inadequately","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","general elemantary","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","middle vocational","225","0.0528383422487008","0.0459931763388814","0.0596835081585202"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","higher vocational","47","0.0856928564549858","0.0648827618270124","0.106502951082959"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","higher education","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","in school","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","middle vocational","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","higher education","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
