"plh0225","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","3","","",""
"1 Strongly disagree","2005","inadequately","22","","",""
"1 Strongly disagree","2005","general elemantary","131","0.0573763845189848","0.0480566562392388","0.0666961127987308"
"1 Strongly disagree","2005","middle vocational","294","0.0336670852123248","0.030172020719022","0.0371621497056277"
"1 Strongly disagree","2005","vocational + Abi","22","","",""
"1 Strongly disagree","2005","higher vocational","34","0.0237558318505556","0.016186679584359","0.0313249841167523"
"1 Strongly disagree","2005","higher education","48","0.010279886754147","0.00721694441266046","0.0133428290956335"
"2 on scale 1-7 ","2005","in school","13","","",""
"2 on scale 1-7 ","2005","inadequately","27","","",""
"2 on scale 1-7 ","2005","general elemantary","156","0.0634741368537756","0.0537034342868409","0.0732448394207103"
"2 on scale 1-7 ","2005","middle vocational","620","0.0629867448512831","0.0582792863705968","0.0676942033319694"
"2 on scale 1-7 ","2005","vocational + Abi","49","0.041610074531669","0.0299666901227512","0.0532534589405868"
"2 on scale 1-7 ","2005","higher vocational","94","0.0689554725300109","0.0563617972918964","0.0815491477681254"
"2 on scale 1-7 ","2005","higher education","164","0.0397165633339075","0.03378629959611","0.045646827071705"
"3 on scale 1-7 ","2005","in school","45","0.0660842803911319","0.0469859967939018","0.0851825639883621"
"3 on scale 1-7 ","2005","inadequately","29","","",""
"3 on scale 1-7 ","2005","general elemantary","291","0.124451191943387","0.111222795125369","0.137679588761405"
"3 on scale 1-7 ","2005","middle vocational","1127","0.110925348889537","0.104840166995685","0.117010530783388"
"3 on scale 1-7 ","2005","vocational + Abi","105","0.11320023492021","0.0947268994041953","0.131673570436225"
"3 on scale 1-7 ","2005","higher vocational","162","0.0994455483110114","0.0845714531261459","0.114319643495877"
"3 on scale 1-7 ","2005","higher education","413","0.105189424070333","0.0958731973055112","0.114505650835155"
"4 on scale 1-7","2005","in school","114","0.156604233911435","0.12866536174207","0.1845431060808"
"4 on scale 1-7","2005","inadequately","52","0.199029868589244","0.147981549218571","0.250078187959917"
"4 on scale 1-7","2005","general elemantary","580","0.222238433843547","0.205577462154517","0.238899405532578"
"4 on scale 1-7","2005","middle vocational","2346","0.221295817020143","0.213252005145704","0.229339628894583"
"4 on scale 1-7","2005","vocational + Abi","231","0.201563336976941","0.178173086389553","0.22495358756433"
"4 on scale 1-7","2005","higher vocational","356","0.22429839715164","0.203566295774737","0.245030498528543"
"4 on scale 1-7","2005","higher education","841","0.199007728518018","0.186883961207806","0.21113149582823"
"5 on scale 1-7","2005","in school","156","0.200130942398524","0.169372950282782","0.230888934514266"
"5 on scale 1-7","2005","inadequately","52","0.233708174882424","0.179601828555046","0.287814521209801"
"5 on scale 1-7","2005","general elemantary","478","0.214543441793069","0.198092672561427","0.230994211024711"
"5 on scale 1-7","2005","middle vocational","2339","0.222197928385158","0.214142408032868","0.230253448737448"
"5 on scale 1-7","2005","vocational + Abi","265","0.245960154027644","0.220850634908706","0.271069673146581"
"5 on scale 1-7","2005","higher vocational","363","0.224201750910086","0.203472825354823","0.24493067646535"
"5 on scale 1-7","2005","higher education","1079","0.241366474519079","0.22837247198039","0.254360477057769"
"6 on scale 1-7","2005","in school","158","0.264117821930222","0.23022603957273","0.298009604287715"
"6 on scale 1-7","2005","inadequately","24","","",""
"6 on scale 1-7","2005","general elemantary","393","0.146517590035441","0.13234629061749","0.160688889453393"
"6 on scale 1-7","2005","middle vocational","2019","0.197644159909473","0.189927763135872","0.205360556683075"
"6 on scale 1-7","2005","vocational + Abi","274","0.218266083120202","0.194181924756021","0.242350241484384"
"6 on scale 1-7","2005","higher vocational","333","0.213203057299466","0.192846190251559","0.233559924347373"
"6 on scale 1-7","2005","higher education","1003","0.245620368166479","0.232549163217129","0.258691573115829"
"7 Strongly agree","2005","in school","161","0.271238012184155","0.237058996999315","0.305417027368995"
"7 Strongly agree","2005","inadequately","29","","",""
"7 Strongly agree","2005","general elemantary","363","0.171398821011795","0.156296482799342","0.186501159224247"
"7 Strongly agree","2005","middle vocational","1486","0.151282915732081","0.144339623186555","0.158226208277607"
"7 Strongly agree","2005","vocational + Abi","184","0.167404640405992","0.145637087510675","0.189172193301308"
"7 Strongly agree","2005","higher vocational","213","0.14613994194723","0.128582521517667","0.163697362376793"
"7 Strongly agree","2005","higher education","618","0.158819554638036","0.147720524536268","0.169918584739804"
"1 Strongly disagree","2006","in school","","","",""
"1 Strongly disagree","2006","inadequately","","","",""
"1 Strongly disagree","2006","general elemantary","","","",""
"1 Strongly disagree","2006","middle vocational","","","",""
"1 Strongly disagree","2006","vocational + Abi","","","",""
"1 Strongly disagree","2006","higher vocational","","","",""
"1 Strongly disagree","2006","higher education","","","",""
"2 on scale 1-7 ","2006","in school","","","",""
"2 on scale 1-7 ","2006","inadequately","","","",""
"2 on scale 1-7 ","2006","general elemantary","","","",""
"2 on scale 1-7 ","2006","middle vocational","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","higher vocational","","","",""
"2 on scale 1-7 ","2006","higher education","","","",""
"3 on scale 1-7 ","2006","in school","","","",""
"3 on scale 1-7 ","2006","inadequately","","","",""
"3 on scale 1-7 ","2006","general elemantary","","","",""
"3 on scale 1-7 ","2006","middle vocational","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","higher vocational","","","",""
"3 on scale 1-7 ","2006","higher education","","","",""
"4 on scale 1-7","2006","in school","","","",""
"4 on scale 1-7","2006","inadequately","","","",""
"4 on scale 1-7","2006","general elemantary","","","",""
"4 on scale 1-7","2006","middle vocational","","","",""
"4 on scale 1-7","2006","vocational + Abi","","","",""
"4 on scale 1-7","2006","higher vocational","","","",""
"4 on scale 1-7","2006","higher education","","","",""
"5 on scale 1-7","2006","in school","","","",""
"5 on scale 1-7","2006","inadequately","","","",""
"5 on scale 1-7","2006","general elemantary","","","",""
"5 on scale 1-7","2006","middle vocational","","","",""
"5 on scale 1-7","2006","vocational + Abi","","","",""
"5 on scale 1-7","2006","higher vocational","","","",""
"5 on scale 1-7","2006","higher education","","","",""
"6 on scale 1-7","2006","in school","","","",""
"6 on scale 1-7","2006","inadequately","","","",""
"6 on scale 1-7","2006","general elemantary","","","",""
"6 on scale 1-7","2006","middle vocational","","","",""
"6 on scale 1-7","2006","vocational + Abi","","","",""
"6 on scale 1-7","2006","higher vocational","","","",""
"6 on scale 1-7","2006","higher education","","","",""
"7 Strongly agree","2006","in school","","","",""
"7 Strongly agree","2006","inadequately","","","",""
"7 Strongly agree","2006","general elemantary","","","",""
"7 Strongly agree","2006","middle vocational","","","",""
"7 Strongly agree","2006","vocational + Abi","","","",""
"7 Strongly agree","2006","higher vocational","","","",""
"7 Strongly agree","2006","higher education","","","",""
"1 Strongly disagree","2007","in school","","","",""
"1 Strongly disagree","2007","inadequately","","","",""
"1 Strongly disagree","2007","general elemantary","","","",""
"1 Strongly disagree","2007","middle vocational","","","",""
"1 Strongly disagree","2007","vocational + Abi","","","",""
"1 Strongly disagree","2007","higher vocational","","","",""
"1 Strongly disagree","2007","higher education","","","",""
"2 on scale 1-7 ","2007","in school","","","",""
"2 on scale 1-7 ","2007","inadequately","","","",""
"2 on scale 1-7 ","2007","general elemantary","","","",""
"2 on scale 1-7 ","2007","middle vocational","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","higher vocational","","","",""
"2 on scale 1-7 ","2007","higher education","","","",""
"3 on scale 1-7 ","2007","in school","","","",""
"3 on scale 1-7 ","2007","inadequately","","","",""
"3 on scale 1-7 ","2007","general elemantary","","","",""
"3 on scale 1-7 ","2007","middle vocational","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","higher vocational","","","",""
"3 on scale 1-7 ","2007","higher education","","","",""
"4 on scale 1-7","2007","in school","","","",""
"4 on scale 1-7","2007","inadequately","","","",""
"4 on scale 1-7","2007","general elemantary","","","",""
"4 on scale 1-7","2007","middle vocational","","","",""
"4 on scale 1-7","2007","vocational + Abi","","","",""
"4 on scale 1-7","2007","higher vocational","","","",""
"4 on scale 1-7","2007","higher education","","","",""
"5 on scale 1-7","2007","in school","","","",""
"5 on scale 1-7","2007","inadequately","","","",""
"5 on scale 1-7","2007","general elemantary","","","",""
"5 on scale 1-7","2007","middle vocational","","","",""
"5 on scale 1-7","2007","vocational + Abi","","","",""
"5 on scale 1-7","2007","higher vocational","","","",""
"5 on scale 1-7","2007","higher education","","","",""
"6 on scale 1-7","2007","in school","","","",""
"6 on scale 1-7","2007","inadequately","","","",""
"6 on scale 1-7","2007","general elemantary","","","",""
"6 on scale 1-7","2007","middle vocational","","","",""
"6 on scale 1-7","2007","vocational + Abi","","","",""
"6 on scale 1-7","2007","higher vocational","","","",""
"6 on scale 1-7","2007","higher education","","","",""
"7 Strongly agree","2007","in school","","","",""
"7 Strongly agree","2007","inadequately","","","",""
"7 Strongly agree","2007","general elemantary","","","",""
"7 Strongly agree","2007","middle vocational","","","",""
"7 Strongly agree","2007","vocational + Abi","","","",""
"7 Strongly agree","2007","higher vocational","","","",""
"7 Strongly agree","2007","higher education","","","",""
"1 Strongly disagree","2008","in school","","","",""
"1 Strongly disagree","2008","inadequately","","","",""
"1 Strongly disagree","2008","general elemantary","","","",""
"1 Strongly disagree","2008","middle vocational","","","",""
"1 Strongly disagree","2008","vocational + Abi","","","",""
"1 Strongly disagree","2008","higher vocational","","","",""
"1 Strongly disagree","2008","higher education","","","",""
"2 on scale 1-7 ","2008","in school","","","",""
"2 on scale 1-7 ","2008","inadequately","","","",""
