"plh0225","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","Male","","","",""
"1 Strongly disagree","2005","(0) in school","Female","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Male","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Female","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","Male","34","0.0545381640838845","0.0358965753781625","0.0731797527896066"
"1 Strongly disagree","2005","(1b) general elementary school","Female","84","0.0697295938123999","0.0557769574211811","0.0836822302036187"
"1 Strongly disagree","2005","(1c) basic vocational qualification","Male","125","0.0452602274693507","0.0379057720397483","0.052614682898953"
"1 Strongly disagree","2005","(1c) basic vocational qualification","Female","94","0.0354254379849875","0.0283499358923744","0.0425009400776006"
"1 Strongly disagree","2005","(2b) intermediate general qualification","Male","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","Female","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","Male","41","0.0182315403928349","0.0124569660029321","0.0240061147827377"
"1 Strongly disagree","2005","(2a) intermediate vocational","Female","55","0.0325662035607712","0.025915245051317","0.0392171620702254"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Male","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Female","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","Male","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","Female","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","Male","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","Female","","","",""
"2 on scale 1-7 ","2005","(0) in school","Male","","","",""
"2 on scale 1-7 ","2005","(0) in school","Female","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","Male","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","Female","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","Male","34","0.0587081345101325","0.0394097055175364","0.0780065635027286"
"2 on scale 1-7 ","2005","(1b) general elementary school","Female","102","0.0764444012599243","0.0618882194750959","0.0910005830447526"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","220","0.0729841546533271","0.0637816188319452","0.0821866904747091"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","170","0.0721872907895112","0.0622814286997543","0.0820931528792681"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","Female","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","Male","110","0.0582672082174342","0.0481565434241297","0.0683778730107388"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","Female","162","0.0569941527229622","0.0483073014063106","0.0656810040396138"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Male","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Female","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","38","0.0416256085249849","0.0281427430394278","0.0551084740105419"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Male","51","0.0471731493457999","0.0331735835499493","0.0611727151416505"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Female","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Male","56","0.0510003896355104","0.0395819149778911","0.0624188642931297"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Female","36","0.028942694053258","0.0189994367288628","0.0388859513776532"
"3 on scale 1-7 ","2005","(0) in school","Male","","","",""
"3 on scale 1-7 ","2005","(0) in school","Female","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","Male","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","Female","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","Male","71","0.11033230398452","0.0846120106324715","0.136052597336569"
"3 on scale 1-7 ","2005","(1b) general elementary school","Female","180","0.149506813814847","0.129972011594363","0.169041616035331"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","385","0.12471487745245","0.113025710748886","0.136404044156014"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","291","0.111237012664417","0.099201921456419","0.123272103872414"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Female","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","Male","242","0.118451334629804","0.104503818064435","0.132398851195173"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","Female","259","0.0931204868158482","0.0822315003276207","0.104009473304076"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Male","37","0.0908225218734612","0.0612617417312966","0.120383302015626"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Female","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","62","0.104818126643638","0.0815715497812852","0.128064703505991"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","76","0.102173932692328","0.0817283042633269","0.12261956112133"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","Male","96","0.129456240973258","0.10728872979554","0.151623752150976"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","Female","71","0.108497657610933","0.0864875667984625","0.130507748423404"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","Male","145","0.1013144827605","0.0856531771089904","0.11697578841201"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","Female","101","0.0851633045449134","0.0686080900317985","0.101718519058028"
"4 on scale 1-7","2005","(0) in school","Male","63","0.173187155061471","0.131265601489202","0.21510870863374"
"4 on scale 1-7","2005","(0) in school","Female","53","0.142113856134866","0.105053981990419","0.179173730279313"
"4 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","Female","31","0.207128231763408","0.139515314638579","0.274741148888238"
"4 on scale 1-7","2005","(1b) general elementary school","Male","154","0.246073345621753","0.21071373295919","0.281432958284316"
"4 on scale 1-7","2005","(1b) general elementary school","Female","333","0.241273319521703","0.21783424639253","0.264712392650876"
"4 on scale 1-7","2005","(1c) basic vocational qualification","Male","767","0.247250888252057","0.231987754749322","0.262514021754792"
"4 on scale 1-7","2005","(1c) basic vocational qualification","Female","640","0.223705059637634","0.207754239109841","0.239655880165428"
"4 on scale 1-7","2005","(2b) intermediate general qualification","Male","48","0.161026973786024","0.113106932219891","0.208947015352157"
"4 on scale 1-7","2005","(2b) intermediate general qualification","Female","52","0.118800381798786","0.0850478149042924","0.152552948693279"
"4 on scale 1-7","2005","(2a) intermediate vocational","Male","428","0.199844393986749","0.182584545790197","0.217104242183301"
"4 on scale 1-7","2005","(2a) intermediate vocational","Female","607","0.215490382767904","0.200083913330287","0.23089685220552"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","76","0.223839462660001","0.180961031716607","0.266717893603394"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","72","0.170061942545382","0.134676017717107","0.205447867373658"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","145","0.195428047659504","0.165335353923197","0.225520741395811"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","171","0.209869866042463","0.18238088391143","0.237358848173495"
"4 on scale 1-7","2005","(3a) lower tertiary education","Male","191","0.199642361309179","0.173246943978586","0.226037778639773"
"4 on scale 1-7","2005","(3a) lower tertiary education","Female","129","0.15533614487441","0.129701422079423","0.180970867669397"
"4 on scale 1-7","2005","(3b) higher tertiary education","Male","297","0.207830908854535","0.186771200953359","0.228890616755712"
"4 on scale 1-7","2005","(3b) higher tertiary education","Female","224","0.218283727670547","0.193783392318173","0.242784063022921"
"5 on scale 1-7","2005","(0) in school","Male","77","0.209276886689917","0.164210911628435","0.2543428617514"
"5 on scale 1-7","2005","(0) in school","Female","79","0.189539838453428","0.147940445754371","0.231139231152486"
"5 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","Female","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","Male","117","0.215477988417217","0.181724809143919","0.249231167690514"
"5 on scale 1-7","2005","(1b) general elementary school","Female","237","0.202259956974614","0.180254582801192","0.224265331148036"
"5 on scale 1-7","2005","(1c) basic vocational qualification","Male","697","0.218764767459197","0.204138643596718","0.233390891321676"
"5 on scale 1-7","2005","(1c) basic vocational qualification","Female","579","0.217539462071895","0.201747649006721","0.23333127513707"
"5 on scale 1-7","2005","(2b) intermediate general qualification","Male","48","0.258902195282137","0.201793859905898","0.316010530658377"
"5 on scale 1-7","2005","(2b) intermediate general qualification","Female","88","0.245720079403395","0.200809636800251","0.290630522006539"
"5 on scale 1-7","2005","(2a) intermediate vocational","Male","509","0.238078496274252","0.219695387312658","0.256461605235846"
"5 on scale 1-7","2005","(2a) intermediate vocational","Female","613","0.206828975420427","0.191652212322061","0.222005738518794"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","80","0.243436585041916","0.199288652507716","0.287584517576115"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","99","0.25669423280367","0.215551233366562","0.297837232240777"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","171","0.278673479950548","0.244648416455772","0.312698543445324"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","193","0.225484328094045","0.197274035551689","0.253694620636402"
"5 on scale 1-7","2005","(3a) lower tertiary education","Male","231","0.247109649537927","0.218627625103141","0.275591673972714"
"5 on scale 1-7","2005","(3a) lower tertiary education","Female","193","0.207934749049027","0.179214088396335","0.236655409701719"
"5 on scale 1-7","2005","(3b) higher tertiary education","Male","392","0.284478751316242","0.261062114917943","0.30789538771454"
"5 on scale 1-7","2005","(3b) higher tertiary education","Female","263","0.204772407393042","0.180838246276883","0.228706568509201"
"6 on scale 1-7","2005","(0) in school","Male","75","0.232454435411733","0.185659707751807","0.27924916307166"
"6 on scale 1-7","2005","(0) in school","Female","85","0.298340583444661","0.24977928976603","0.346901877123292"
"6 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"6 on scale 1-7","2005","(1a) inadequately completed","Female","","","",""
"6 on scale 1-7","2005","(1b) general elementary school","Male","86","0.139020833252414","0.110618963711366","0.167422702793462"
"6 on scale 1-7","2005","(1b) general elementary school","Female","186","0.126892429955974","0.10865788877333","0.145126971138619"
"6 on scale 1-7","2005","(1c) basic vocational qualification","Male","502","0.162218601125577","0.149175966458213","0.175261235792942"
"6 on scale 1-7","2005","(1c) basic vocational qualification","Female","488","0.193718223753694","0.178590958981406","0.208845488525982"
"6 on scale 1-7","2005","(2b) intermediate general qualification","Male","48","0.194201679548245","0.142627355916642","0.245776003179847"
