"plh0225","year","education","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","no migration background","253","0.0447554557953947","0.0396124438117701","0.0498984677790193"
"1 Strongly disagree","2005","lower secondary degree","direct migration background","35","0.0546160392978993","0.0363733367362662","0.0728587418595324"
"1 Strongly disagree","2005","lower secondary degree","indirect migration background","","","",""
"1 Strongly disagree","2005","secondary school degree","no migration background","120","0.0281090692216748","0.0237703888963146","0.0324477495470349"
"1 Strongly disagree","2005","secondary school degree","direct migration background","","","",""
"1 Strongly disagree","2005","secondary school degree","indirect migration background","","","",""
"1 Strongly disagree","2005","college entrance qualification","no migration background","52","0.0103649461251626","0.00747836017427179","0.0132515320760534"
"1 Strongly disagree","2005","college entrance qualification","direct migration background","","","",""
"1 Strongly disagree","2005","college entrance qualification","indirect migration background","","","",""
"1 Strongly disagree","2005","Other degree","no migration background","","","",""
"1 Strongly disagree","2005","Other degree","direct migration background","47","0.0436683303725631","0.0308738510777012","0.0564628096674249"
"1 Strongly disagree","2005","Other degree","indirect migration background","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","no migration background","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","direct migration background","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","indirect migration background","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","no migration background","435","0.071467311386091","0.0650597971180044","0.0778748256541777"
"2 on scale 1-7 ","2005","lower secondary degree","direct migration background","42","0.0660861034738051","0.0461411304606751","0.086031076486935"
"2 on scale 1-7 ","2005","lower secondary degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","secondary school degree","no migration background","301","0.0544342716290092","0.0484789156726948","0.0603896275853237"
"2 on scale 1-7 ","2005","secondary school degree","direct migration background","","","",""
"2 on scale 1-7 ","2005","secondary school degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","no migration background","177","0.0332873277404476","0.0281746124876842","0.0384000429932111"
"2 on scale 1-7 ","2005","college entrance qualification","direct migration background","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Other degree","no migration background","","","",""
"2 on scale 1-7 ","2005","Other degree","direct migration background","65","0.0791550064655354","0.0622518616144496","0.0960581513166212"
"2 on scale 1-7 ","2005","Other degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","no migration background","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","direct migration background","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","indirect migration background","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","no migration background","768","0.124813739762183","0.116592852271371","0.133034627252995"
"3 on scale 1-7 ","2005","lower secondary degree","direct migration background","61","0.125660162086472","0.0990489961952232","0.152271327977722"
"3 on scale 1-7 ","2005","lower secondary degree","indirect migration background","","","",""
"3 on scale 1-7 ","2005","secondary school degree","no migration background","574","0.106089337379893","0.0980056672605333","0.114173007499252"
"3 on scale 1-7 ","2005","secondary school degree","direct migration background","","","",""
"3 on scale 1-7 ","2005","secondary school degree","indirect migration background","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","no migration background","444","0.0979550882819398","0.0894829894245174","0.106427187139362"
"3 on scale 1-7 ","2005","college entrance qualification","direct migration background","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Other degree","no migration background","","","",""
"3 on scale 1-7 ","2005","Other degree","direct migration background","124","0.106594006373993","0.0872731720325144","0.125914840715472"
"3 on scale 1-7 ","2005","Other degree","indirect migration background","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","no migration background","46","0.0737329470795572","0.0525557215022496","0.0949101726568648"
"3 on scale 1-7 ","2005","no degree/no degree yet","direct migration background","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","indirect migration background","","","",""
"4 on scale 1-7","2005","lower secondary degree","no migration background","1517","0.232414085536823","0.2219082165181","0.242919954555545"
"4 on scale 1-7","2005","lower secondary degree","direct migration background","146","0.21334301313702","0.180453543099397","0.246232483174643"
"4 on scale 1-7","2005","lower secondary degree","indirect migration background","56","0.224598728687657","0.173176045778768","0.276021411596547"
