"plh0225","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Full Time","33","0.0124973318650934","0.00774259304485518","0.0172520706853317","1"
"1 Strongly disagree","2005","16-34 y.","Part Time","18","","","","1"
"1 Strongly disagree","2005","16-34 y.","Not Working","23","","","","1"
"1 Strongly disagree","2005","35-65 y.","Full Time","135","0.0282747680089131","0.0240401988787765","0.0325093371390497","1"
"1 Strongly disagree","2005","35-65 y.","Part Time","61","0.0218342113836943","0.0166211657768047","0.027047256990584","1"
"1 Strongly disagree","2005","35-65 y.","Not Working","91","0.0362798192772945","0.0292150289630452","0.0433446095915438","1"
"1 Strongly disagree","2005","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2005","66 and older","Part Time","7","","","","1"
"1 Strongly disagree","2005","66 and older","Not Working","189","0.0557730216858984","0.0481963157691836","0.0633497276026131","1"
"2 on scale 1-7 ","2005","35-65 y.","Not Working","170","0.0645762375604583","0.0552901706187048","0.0738623045022117","2"
"2 on scale 1-7 ","2005","16-34 y.","Full Time","97","0.0492068991720791","0.0399491611716988","0.0584646371724594","2"
"2 on scale 1-7 ","2005","16-34 y.","Not Working","45","0.0332486592424272","0.0245047369833114","0.041992581501543","2"
"2 on scale 1-7 ","2005","35-65 y.","Full Time","323","0.0588382983421368","0.0528265590667447","0.0648500376175289","2"
"2 on scale 1-7 ","2005","35-65 y.","Part Time","164","0.0563256669888152","0.0481017109994721","0.0645496229781582","2"
"2 on scale 1-7 ","2005","66 and older","Full Time","1","","","","2"
"2 on scale 1-7 ","2005","66 and older","Part Time","14","","","","2"
"2 on scale 1-7 ","2005","66 and older","Not Working","254","0.0730429394299553","0.0644518335686818","0.0816340452912289","2"
"2 on scale 1-7 ","2005","16-34 y.","Part Time","71","0.0468518707303996","0.0365102268837285","0.0571935145770707","2"
"3 on scale 1-7 ","2005","16-34 y.","Part Time","116","0.0722465902434482","0.0595767579561888","0.0849164225307075","3"
"3 on scale 1-7 ","2005","16-34 y.","Full Time","204","0.111390582712429","0.0979248940360643","0.124856271388794","3"
"3 on scale 1-7 ","2005","35-65 y.","Not Working","280","0.0972488508853433","0.0860540208003608","0.108443680970326","3"
"3 on scale 1-7 ","2005","66 and older","Full Time","10","","","","3"
"3 on scale 1-7 ","2005","16-34 y.","Not Working","125","0.0881989997438706","0.0743683147571907","0.10202968473055","3"
"3 on scale 1-7 ","2005","35-65 y.","Full Time","634","0.112320191416274","0.104253507307737","0.120386875524811","3"
"3 on scale 1-7 ","2005","35-65 y.","Part Time","335","0.111672090468007","0.10043702749369","0.122907153442324","3"
"3 on scale 1-7 ","2005","66 and older","Part Time","23","","","","3"
"3 on scale 1-7 ","2005","66 and older","Not Working","473","0.13419259925142","0.122938646938438","0.145446551564402","3"
"4 on scale 1-7","2005","16-34 y.","Part Time","289","0.165962109468922","0.147754904858264","0.18416931407958","4"
"4 on scale 1-7","2005","16-34 y.","Not Working","324","0.17214903578959","0.15373749203183","0.19056057954735","4"
"4 on scale 1-7","2005","35-65 y.","Not Working","637","0.230604169666491","0.214689422841106","0.246518916491877","4"
"4 on scale 1-7","2005","66 and older","Full Time","8","","","","4"
"4 on scale 1-7","2005","66 and older","Part Time","40","0.21647799843456","0.157606966795908","0.275349030073212","4"
"4 on scale 1-7","2005","35-65 y.","Part Time","641","0.2080729109611","0.193592966187107","0.222552855735093","4"
"4 on scale 1-7","2005","35-65 y.","Full Time","1307","0.211237067970731","0.200809181991322","0.22166495395014","4"
"4 on scale 1-7","2005","66 and older","Not Working","902","0.255722632063488","0.241318664635403","0.270126599491574","4"
"4 on scale 1-7","2005","16-34 y.","Full Time","415","0.188548266853812","0.171806877602435","0.205289656105189","4"
"5 on scale 1-7","2005","35-65 y.","Full Time","1462","0.233681041678328","0.222870324967176","0.244491758389481","5"
"5 on scale 1-7","2005","35-65 y.","Not Working","607","0.226389744663018","0.210577966008503","0.242201523317533","5"
"5 on scale 1-7","2005","66 and older","Full Time","6","","","","5"
"5 on scale 1-7","2005","16-34 y.","Part Time","368","0.248370980116848","0.227226446792295","0.269515513441401","5"
"5 on scale 1-7","2005","16-34 y.","Not Working","367","0.215742609712477","0.195681308370052","0.235803911054901","5"
"5 on scale 1-7","2005","35-65 y.","Part Time","718","0.233764695616785","0.218667820073005","0.248861571160565","5"
"5 on scale 1-7","2005","66 and older","Part Time","41","0.202506327599908","0.145061346842958","0.259951308356858","5"
"5 on scale 1-7","2005","66 and older","Not Working","724","0.199620463022862","0.186423297652088","0.212817628393636","5"
"5 on scale 1-7","2005","16-34 y.","Full Time","514","0.237787768977265","0.219566375410249","0.256009162544281","5"
"6 on scale 1-7","2005","66 and older","Full Time","7","","","","6"
"6 on scale 1-7","2005","66 and older","Part Time","35","0.180926190512201","0.12589848486196","0.235953896162441","6"
"6 on scale 1-7","2005","16-34 y.","Full Time","479","0.234336975217681","0.216207379355757","0.252466571079605","6"
"6 on scale 1-7","2005","16-34 y.","Part Time","394","0.211938303763099","0.191938269223215","0.231938338302983","6"
"6 on scale 1-7","2005","35-65 y.","Full Time","1247","0.213679360916142","0.203207615201322","0.224151106630963","6"
"6 on scale 1-7","2005","35-65 y.","Not Working","544","0.198001665482557","0.18294556872746","0.213057762237654","6"
"6 on scale 1-7","2005","66 and older","Not Working","532","0.147845101775834","0.136126038915746","0.159564164635923","6"
"6 on scale 1-7","2005","16-34 y.","Not Working","382","0.242488978352705","0.221586282197533","0.263391674507878","6"
"6 on scale 1-7","2005","35-65 y.","Part Time","647","0.209525844189075","0.195008767476004","0.224042920902146","6"
