"year","bula_h","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Baden-W?rttemberg","Rural Area","","","","","","","","","","","","","",""
"1985","Baden-W?rttemberg","Urban Area","63.61","60","114","40","50","80","100","100","59.39","67.83","20","100","50","60"
"1985","Bavaria","Rural Area","61.92","60","72","30","50","80","90","100","56.83","67.01","20","100","50","70"
"1985","Bavaria","Urban Area","62.12","60","93","30","50","80","100","100","57.29","66.95","20","100","60","70"
"1985","Berlin","Rural Area","","","","","","","","","","","","","",""
"1985","Berlin","Urban Area","60.69","60","46","30","40","70","100","100","54.02","67.36","10","100","50","70"
"1985","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1985","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1985","Bremen","Rural Area","","","","","","","","","","","","","",""
"1985","Bremen","Urban Area","","","","","","","","","","","","","",""
"1985","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1985","Hamburg","Urban Area","","","","","","","","","","","","","",""
"1985","Hesse","Rural Area","","","","","","","","","","","","","",""
"1985","Hesse","Urban Area","59.72","55.88","78","30","40","80","100","100","54.04","65.4","15","100","50","60"
"1985","Lower Saxony","Rural Area","57.76","50","44","30","50","80","90","100","51.17","64.35","20","100","50","60"
"1985","Lower Saxony","Urban Area","67.24","60","58","40","50","80","100","100","61.76","72.72","30","100","60","70"
"1985","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","Urban Area","65.68","60","302","40","50","80","100","100","63.14","68.22","10","100","60","70"
"1985","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"1985","Rhineland-Palatinate,Saarland","Urban Area","65.86","60","60","50","50","80","100","100","60.12","71.6","20","100","60","70"
"1985","Saxony","Rural Area","","","","","","","","","","","","","",""
"1985","Saxony","Urban Area","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
"1985","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1985","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1986","Baden-W?rttemberg","Rural Area","","","","","","","","","","","","","",""
"1986","Baden-W?rttemberg","Urban Area","","","","","","","","","","","","","",""
"1986","Bavaria","Rural Area","","","","","","","","","","","","","",""
"1986","Bavaria","Urban Area","","","","","","","","","","","","","",""
"1986","Berlin","Rural Area","","","","","","","","","","","","","",""
"1986","Berlin","Urban Area","","","","","","","","","","","","","",""
"1986","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1986","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1986","Bremen","Rural Area","","","","","","","","","","","","","",""
"1986","Bremen","Urban Area","","","","","","","","","","","","","",""
"1986","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1986","Hamburg","Urban Area","","","","","","","","","","","","","",""
"1986","Hesse","Rural Area","","","","","","","","","","","","","",""
"1986","Hesse","Urban Area","","","","","","","","","","","","","",""
"1986","Lower Saxony","Rural Area","","","","","","","","","","","","","",""
"1986","Lower Saxony","Urban Area","","","","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","Urban Area","","","","","","","","","","","","","",""
"1986","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"1986","Rhineland-Palatinate,Saarland","Urban Area","","","","","","","","","","","","","",""
"1986","Saxony","Rural Area","","","","","","","","","","","","","",""
"1986","Saxony","Urban Area","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1986","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"1986","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
"1986","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1986","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1987","Baden-W?rttemberg","Rural Area","","","","","","","","","","","","","",""
"1987","Baden-W?rttemberg","Urban Area","64.11","60","117","30","50","80","100","100","59.9","68.32","10","100","50","70"
"1987","Bavaria","Rural Area","64.04","60","61","30","50","80","100","100","57.95","70.13","15","100","50","70"
"1987","Bavaria","Urban Area","60.09","60","70","30","50","80","90","100","54.72","65.46","20","100","50","70"
"1987","Berlin","Rural Area","","","","","","","","","","","","","",""
"1987","Berlin","Urban Area","63.7","67.1","47","40","50","80","90","100","57.44","69.96","30","100","50","70"
"1987","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1987","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1987","Bremen","Rural Area","","","","","","","","","","","","","",""
"1987","Bremen","Urban Area","","","","","","","","","","","","","",""
"1987","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1987","Hamburg","Urban Area","","","","","","","","","","","","","",""
"1987","Hesse","Rural Area","","","","","","","","","","","","","",""
"1987","Hesse","Urban Area","57.63","50","67","30","50","70","80","100","52.42","62.84","15","100","50","60"
"1987","Lower Saxony","Rural Area","60.53","60","48","25","50","80","100","100","53.19","67.87","10","100","50","70"
"1987","Lower Saxony","Urban Area","64.96","60","67","40","50","80","100","100","59.98","69.94","30","100","60","70"
"1987","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1987","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1987","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"1987","North Rhine-Westphalia","Urban Area","65.74","60","284","40","50","80","100","100","63.24","68.24","20","100","60","70"
"1987","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"1987","Rhineland-Palatinate,Saarland","Urban Area","67.55","60","62","30","50","100","100","100","60.84","74.26","10","100","50","70"
"1987","Saxony","Rural Area","","","","","","","","","","","","","",""
"1987","Saxony","Urban Area","","","","","","","","","","","","","",""
"1987","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1987","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1987","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"1987","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
"1987","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1987","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1988","Baden-W?rttemberg","Rural Area","","","","","","","","","","","","","",""
"1988","Baden-W?rttemberg","Urban Area","67.98","70","133","40","50","90","100","100","63.78","72.18","10","100","50","70"
"1988","Bavaria","Rural Area","61.54","60","61","30","50","80","100","100","55.6","67.48","20","100","50","70"
"1988","Bavaria","Urban Area","61.84","60","78","30","50","80","90","100","56.95","66.73","20","100","50","70"
"1988","Berlin","Rural Area","","","","","","","","","","","","","",""
"1988","Berlin","Urban Area","59.8","56.49","44","40","50","70","90","100","53.38","66.22","23","100","50","70"
"1988","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1988","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1988","Bremen","Rural Area","","","","","","","","","","","","","",""
"1988","Bremen","Urban Area","","","","","","","","","","","","","",""
"1988","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1988","Hamburg","Urban Area","","","","","","","","","","","","","",""
"1988","Hesse","Rural Area","","","","","","","","","","","","","",""
"1988","Hesse","Urban Area","58.7","50","75","30","40","80","90","100","53.78","63.62","15","100","50","60"
"1988","Lower Saxony","Rural Area","64.93","60","40","40","50","90","100","100","57.41","72.45","20","100","50","80"
"1988","Lower Saxony","Urban Area","67.1","60","62","50","50","80","100","100","62.02","72.18","25","100","60","70"
"1988","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1988","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1988","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"1988","North Rhine-Westphalia","Urban Area","66.3","60","306","40","50","80","100","100","63.75","68.85","20","100","60","70"
"1988","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"1988","Rhineland-Palatinate,Saarland","Urban Area","66.13","60","76","30","50","100","100","100","60.54","71.72","20","100","50","70"
"1988","Saxony","Rural Area","","","","","","","","","","","","","",""
"1988","Saxony","Urban Area","","","","","","","","","","","","","",""
"1988","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1988","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1988","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"1988","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
"1988","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1988","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1989","Baden-W?rttemberg","Rural Area","","","","","","","","","","","","","",""
"1989","Baden-W?rttemberg","Urban Area","67.22","60","129","40","50","90","100","100","63.06","71.38","20","100","50","70"
"1989","Bavaria","Rural Area","62.21","60","66","30","50","80","100","100","56.42","68","10","100","50","70"
"1989","Bavaria","Urban Area","60.22","60","70","30","50","80","90","100","55.14","65.3","20","100","50","70"
"1989","Berlin","Rural Area","","","","","","","","","","","","","",""
"1989","Berlin","Urban Area","61.04","60","47","40","50","70","80","100","54.76","67.32","10","100","50","70"
"1989","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1989","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1989","Bremen","Rural Area","","","","","","","","","","","","","",""
"1989","Bremen","Urban Area","","","","","","","","","","","","","",""
"1989","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1989","Hamburg","Urban Area","","","","","","","","","","","","","",""
"1989","Hesse","Rural Area","","","","","","","","","","","","","",""
"1989","Hesse","Urban Area","59.07","50","75","30","50","70","100","100","54.16","63.98","20","100","50","60"
"1989","Lower Saxony","Rural Area","56.93","50","50","20","50","80","90","100","49.97","63.89","15","100","50","60"
"1989","Lower Saxony","Urban Area","64.72","60","56","50","50","70","100","100","59.53","69.91","30","100","60","70"
"1989","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1989","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1989","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
