"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(0) in school","Female","","","","","","","","","","","","","",""
"1984","(0) in school","Male","","","","","","","","","","","","","",""
"1984","(1a) inadequately completed","Female","75.74","70","30","40","60","100","100","100","66.59","84.89","22","100","50","80"
"1984","(1a) inadequately completed","Male","76.57","80","38","40","50","100","100","100","68.42","84.72","25","100","50","80"
"1984","(1b) general elementary school","Female","67.93","70","170","40","50","80","100","100","64.43","71.43","10","100","60","70"
"1984","(1b) general elementary school","Male","60.55","60","117","30","50","80","90","100","56.28","64.82","10","100","50","60"
"1984","(1c) basic vocational qualification","Female","65.59","60","149","40","50","80","100","100","62.2","68.98","20","100","60","70"
"1984","(1c) basic vocational qualification","Male","60.94","60","358","30","50","80","100","100","58.55","63.33","10","100","50","60"
"1984","(2a) intermediate vocational","Female","56.52","60","54","30","50","70","80","100","50.29","62.75","10","100","50","60"
"1984","(2a) intermediate vocational","Male","56.19","50","61","30","40","70","80","100","51.08","61.3","20","100","50","60"
"1984","(2b) intermediate general qualification","Female","","","","","","","","","","","","","",""
"1984","(2b) intermediate general qualification","Male","","","","","","","","","","","","","",""
"1984","(2c_gen) general maturity certificate","Female","","","","","","","","","","","","","",""
"1984","(2c_gen) general maturity certificate","Male","","","","","","","","","","","","","",""
"1984","(2c_voc) vocational maturity certificate","Female","","","","","","","","","","","","","",""
"1984","(2c_voc) vocational maturity certificate","Male","54.59","50.09","38","25","35","75","90","100","46.72","62.46","10","100","50","60"
"1984","(3a) lower tertiary education","Female","","","","","","","","","","","","","",""
"1984","(3a) lower tertiary education","Male","","","","","","","","","","","","","",""
"1984","(3b) higher tertiary education","Female","","","","","","","","","","","","","",""
"1984","(3b) higher tertiary education","Male","63.1","57.13","31","30","40","80","100","100","53.33","72.87","20","100","50","80"
"1985","(0) in school","Female","","","","","","","","","","","","","",""
"1985","(0) in school","Male","","","","","","","","","","","","","",""
"1985","(1a) inadequately completed","Female","","","","","","","","","","","","","",""
"1985","(1a) inadequately completed","Male","80.45","100","35","43","50","100","100","100","71.76","89.14","20","100","50","100"
"1985","(1b) general elementary school","Female","65.94","70","133","35","50","80","100","100","61.95","69.93","20","100","60","70"
"1985","(1b) general elementary school","Male","65.36","65.97","101","30","50","80","100","100","60.59","70.13","10","100","60","70"
"1985","(1c) basic vocational qualification","Female","64.98","60","126","40","50","80","100","100","61.14","68.82","20","100","50","70"
"1985","(1c) basic vocational qualification","Male","62.46","60","322","30","50","80","100","100","60.05","64.87","20","100","50","60"
"1985","(2a) intermediate vocational","Female","54.42","52.33","57","30","40","70","80","100","48.92","59.92","15","100","50","60"
"1985","(2a) intermediate vocational","Male","59.22","60","56","30","50","70","100","100","53.41","65.03","20","100","50","70"
"1985","(2b) intermediate general qualification","Female","","","","","","","","","","","","","",""
"1985","(2b) intermediate general qualification","Male","","","","","","","","","","","","","",""
"1985","(2c_gen) general maturity certificate","Female","","","","","","","","","","","","","",""
"1985","(2c_gen) general maturity certificate","Male","","","","","","","","","","","","","",""
"1985","(2c_voc) vocational maturity certificate","Female","","","","","","","","","","","","","",""
"1985","(2c_voc) vocational maturity certificate","Male","55.37","50","31","30","40","60","90","100","47.03","63.71","15","100","40","60"
"1985","(3a) lower tertiary education","Female","","","","","","","","","","","","","",""
"1985","(3a) lower tertiary education","Male","","","","","","","","","","","","","",""
