"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","college entrance qualification","53.79","50","37","20","30","80","100","100","45.39","62.19","10","100","40","60"
"1984","Full Time","lower secondary degree","50.8","50","198","25","30","60","80","100","47.84","53.76","10","100","50","50"
"1984","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","Full Time","Other degree","","","","","","","","","","","","","",""
"1984","Full Time","secondary school degree","47.58","50","45","30","30","60","70","80","41.79","53.37","10","80","30","60"
"1984","Not Working","college entrance qualification","70.24","71.26","53","40","50","90","100","100","64.02","76.46","15","100","60","80"
"1984","Not Working","lower secondary degree","69.34","70","473","50","50","80","100","100","67.43","71.25","10","100","70","70"
"1984","Not Working","no degree/no degree yet","78.64","80","33","50","50","100","100","100","71.48","85.8","40","100","70","100"
"1984","Not Working","Other degree","","","","","","","","","","","","","",""
"1984","Not Working","secondary school degree","64.17","60","79","40","50","80","100","100","59.56","68.78","15","100","50","70"
"1984","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"1984","Part Time","lower secondary degree","54.72","50","77","30","40","70","80","100","49.97","59.47","10","100","50","55"
"1984","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","Part Time","Other degree","","","","","","","","","","","","","",""
"1984","Part Time","secondary school degree","","","","","","","","","","","","","",""
"1985","Full Time","college entrance qualification","56.28","53.12","33","30","40","80","90","100","47.77","64.79","10","100","40","60"
"1985","Full Time","lower secondary degree","52.05","50","167","30","40","60","80","100","49.07","55.03","10","100","50","50"
"1985","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","Full Time","Other degree","","","","","","","","","","","","","",""
"1985","Full Time","secondary school degree","48.32","50","43","25","30","60","80","90","42.53","54.11","20","90","40","60"
"1985","Not Working","college entrance qualification","65.67","60","47","30","50","90","100","100","58.58","72.76","20","100","50","80"
"1985","Not Working","lower secondary degree","69.55","70","409","50","50","80","100","100","67.47","71.63","10","100","70","70"
"1985","Not Working","no degree/no degree yet","82.39","100","39","50","60","100","100","100","75.24","89.54","40","100","70","100"
"1985","Not Working","Other degree","","","","","","","","","","","","","",""
"1985","Not Working","secondary school degree","63.44","60","75","40","50","80","80","100","58.95","67.93","20","100","50","70"
"1985","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"1985","Part Time","lower secondary degree","55.66","50","70","30","40","70","90","100","50.68","60.64","20","100","50","60"
"1985","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
