"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"1985","16-34 y.","Urban Area","63","60","65","25","40","80","100","100","56.06","69.94","10","100","50","80"
"1985","35-65 y.","Rural Area","56.12","50","121","25","50","70","90","100","52.04","60.2","10","100","50","60"
"1985","35-65 y.","Urban Area","60.02","60","551","30","50","70","90","100","58.23","61.81","10","100","50","60"
"1985","66 and older","Rural Area","67.74","70","48","50","50","80","100","100","61.14","74.34","20","100","60","80"
"1985","66 and older","Urban Area","73.72","80","187","50","60","90","100","100","70.69","76.75","20","100","70","80"
"1986","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"1986","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"1986","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"1986","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"1986","66 and older","Rural Area","","","","","","","","","","","","","",""
"1986","66 and older","Urban Area","","","","","","","","","","","","","",""
"1987","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"1987","16-34 y.","Urban Area","60.91","50","64","30","40","80","100","100","54.41","67.41","15","100","50","80"
"1987","35-65 y.","Rural Area","55.69","50","107","30","50","70","90","100","51.47","59.91","10","100","50","60"
"1987","35-65 y.","Urban Area","59.79","60","502","30","50","70","90","100","57.95","61.63","10","100","50","60"
"1987","66 and older","Rural Area","66.2","70","56","30","50","90","100","100","59.45","72.95","15","100","50","80"
"1987","66 and older","Urban Area","71.78","70","193","50","60","90","100","100","68.73","74.83","20","100","70","80"
"1988","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"1988","16-34 y.","Urban Area","58.89","50","75","20","40","80","100","100","52.41","65.37","10","100","50","70"
"1988","35-65 y.","Rural Area","60.56","50","108","30","50","80","100","100","56.17","64.95","20","100","50","60"
"1988","35-65 y.","Urban Area","61.27","60","517","30","50","80","100","100","59.36","63.18","15","100","50","60"
"1988","66 and older","Rural Area","67.29","66.91","56","40","50","90","100","100","61.03","73.55","20","100","55","80"
"1988","66 and older","Urban Area","70.99","70","232","50","60","90","100","100","68.27","73.71","15","100","70","70"
"1989","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"1989","16-34 y.","Urban Area","61.51","50","63","30","40","80","100","100","54.58","68.44","10","100","50","80"
"1989","35-65 y.","Rural Area","56.88","50","119","25","40","70","100","100","52.61","61.15","15","100","50","60"
"1989","35-65 y.","Urban Area","59.69","60","487","30","50","70","100","100","57.75","61.63","12","100","50","60"
"1989","66 and older","Rural Area","65.26","60","60","30","50","80","100","100","59.18","71.34","20","100","60","80"
"1989","66 and older","Urban Area","69.88","70","244","50","50","90","100","100","67.3","72.46","20","100","65","70"
"1990","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"1990","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"1990","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"1990","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"1990","66 and older","Rural Area","","","","","","","","","","","","","",""
"1990","66 and older","Urban Area","","","","","","","","","","","","","",""
"1991","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"1991","16-34 y.","Urban Area","56.07","50","66","30","40","80","100","100","49.6","62.54","20","100","50","60"
"1991","35-65 y.","Rural Area","57.3","50","109","30","50","70","90","100","52.93","61.67","20","100","50","60"
"1991","35-65 y.","Urban Area","58.12","50","485","30","40","70","90","100","56.2","60.04","20","100","50","50"
"1991","66 and older","Rural Area","68.45","70","65","40","50","90","100","100","62.53","74.37","20","100","50","80"
"1991","66 and older","Urban Area","70.16","70","261","50","50","90","100","100","67.55","72.77","15","100","65","70"
"1992","16-34 y.","Rural Area","63.19","50","31","30","50","100","100","100","52.88","73.5","10","100","50","70"
"1992","16-34 y.","Urban Area","57.31","50","65","30","40","80","100","100","50.49","64.13","10","100","50","70"
"1992","35-65 y.","Rural Area","55.88","50","210","25","40","70","90","100","52.84","58.92","20","100","50","50"
"1992","35-65 y.","Urban Area","56.91","50","554","30","40","70","100","100","55.11","58.71","10","100","50","50"
"1992","66 and older","Rural Area","68.38","70","110","35","50","90","100","100","64.04","72.72","20","100","60","70"
"1992","66 and older","Urban Area","71.23","70","298","40","50","100","100","100","68.7","73.76","20","100","60","70"
"1993","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"1993","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"1993","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"1993","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"1993","66 and older","Rural Area","","","","","","","","","","","","","",""
"1993","66 and older","Urban Area","","","","","","","","","","","","","",""
"1994","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"1994","16-34 y.","Urban Area","55.38","50","65","20","30","80","100","100","48.43","62.33","20","100","50","60"
"1994","35-65 y.","Rural Area","56.6","50","201","30","40","70","100","100","53.31","59.89","10","100","50","60"
"1994","35-65 y.","Urban Area","55.58","50","530","30","40","70","80","100","53.76","57.4","15","100","50","50"
"1994","66 and older","Rural Area","65.49","60","116","30","50","90","100","100","61.19","69.79","20","100","60","70"
"1994","66 and older","Urban Area","70.71","70","296","40","50","90","100","100","68.17","73.25","20","100","60","70"
"1995","16-34 y.","Rural Area","62.54","50","30","40","50","80","100","100","54","71.08","30","100","50","70"
"1995","16-34 y.","Urban Area","65.13","60","59","30","40","100","100","100","58.13","72.13","30","100","50","80"
"1995","35-65 y.","Rural Area","56.61","50","217","30","40","70","90","100","53.75","59.47","10","100","50","50"
"1995","35-65 y.","Urban Area","56.1","50","505","30","40","70","80","100","54.35","57.85","20","100","50","50"
"1995","66 and older","Rural Area","68.7","60","111","35","50","90","100","100","64.41","72.99","23","100","60","80"
"1995","66 and older","Urban Area","70.19","70","327","50","50","90","100","100","67.83","72.55","30","100","60","70"
"1996","16-34 y.","Rural Area","56.16","50","34","20","30","80","100","100","46.08","66.24","15","100","35","80"
"1996","16-34 y.","Urban Area","57.77","50","68","20","30","80","100","100","50.77","64.77","10","100","40","60"
"1996","35-65 y.","Rural Area","56.05","50","244","30","40","70","90","100","53.12","58.98","10","100","50","50"
"1996","35-65 y.","Urban Area","53.74","50","536","30","40","70","80","100","51.93","55.55","2","100","50","50"
"1996","66 and older","Rural Area","62.65","60","127","30","50","80","100","100","58.4","66.9","15","100","55","70"
"1996","66 and older","Urban Area","69.92","70","323","50","50","90","100","100","67.59","72.25","20","100","70","70"
"1997","16-34 y.","Rural Area","54.45","50","35","20","30","80","100","100","44.69","64.21","20","100","40","80"
"1997","16-34 y.","Urban Area","59.53","50","64","20","30","80","100","100","52.43","66.63","14","100","45","60"
"1997","35-65 y.","Rural Area","56.25","50","240","30","40","70","100","100","53.37","59.13","10","100","50","50"
"1997","35-65 y.","Urban Area","53.8","50","535","30","40","70","80","100","51.95","55.65","10","100","50","50"
"1997","66 and older","Rural Area","63.79","60","123","40","50","80","100","100","59.96","67.62","25","100","60","70"
"1997","66 and older","Urban Area","67.01","70","304","40","50","80","100","100","64.56","69.46","20","100","60","70"
"1998","16-34 y.","Rural Area","56.78","50","37","30","30","100","100","100","46.52","67.04","10","100","40","80"
"1998","16-34 y.","Urban Area","52.01","50","70","20","30","70","100","100","45.74","58.28","10","100","40","50"
"1998","35-65 y.","Rural Area","57.67","50","272","30","40","70","100","100","54.88","60.46","10","100","50","50"
"1998","35-65 y.","Urban Area","53.8","50","615","30","40","70","90","100","52.03","55.57","5","100","50","50"
"1998","66 and older","Rural Area","67.61","64.68","146","40","50","90","100","100","64.03","71.19","20","100","60","70"
"1998","66 and older","Urban Area","70","70","377","50","50","90","100","100","67.81","72.19","20","100","60","70"
"1999","16-34 y.","Rural Area","63.31","50","30","30","50","100","100","100","52.31","74.31","10","100","40","80"
"1999","16-34 y.","Urban Area","48.49","50","74","20","30","60","100","100","41.96","55.02","10","100","40","50"
"1999","35-65 y.","Rural Area","55.72","50","285","30","40","70","100","100","53.04","58.4","10","100","50","50"
