"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","general elemantary","Rural Area","60.19","60","56","20","50","80","90","100","53.94","66.44","10","100","50","70"
"1985","general elemantary","Urban Area","66.9","70","189","40","50","80","100","100","63.54","70.26","10","100","60","70"
"1985","higher education","Rural Area","","","","","","","","","","","","","",""
"1985","higher education","Urban Area","61.97","60","50","30","50","80","100","100","54.9","69.04","20","100","50","70"
"1985","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1985","higher vocational","Urban Area","61.27","60","75","30","50","80","90","100","56.41","66.13","20","100","50","60"
"1985","in school","Rural Area","","","","","","","","","","","","","",""
"1985","in school","Urban Area","","","","","","","","","","","","","",""
"1985","inadequately","Rural Area","","","","","","","","","","","","","",""
"1985","inadequately","Urban Area","78.87","80.7","46","50","50","100","100","100","70.95","86.79","20","100","50","100"
"1985","middle vocational","Rural Area","58.41","50","91","30","50","70","100","100","53.59","63.23","20","100","50","60"
"1985","middle vocational","Urban Area","63.48","60","421","40","50","80","100","100","61.39","65.57","15","100","60","60"
"1985","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1985","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"1986","general elemantary","Rural Area","","","","","","","","","","","","","",""
"1986","general elemantary","Urban Area","","","","","","","","","","","","","",""
"1986","higher education","Rural Area","","","","","","","","","","","","","",""
"1986","higher education","Urban Area","","","","","","","","","","","","","",""
"1986","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1986","higher vocational","Urban Area","","","","","","","","","","","","","",""
"1986","in school","Rural Area","","","","","","","","","","","","","",""
"1986","in school","Urban Area","","","","","","","","","","","","","",""
"1986","inadequately","Rural Area","","","","","","","","","","","","","",""
"1986","inadequately","Urban Area","","","","","","","","","","","","","",""
"1986","middle vocational","Rural Area","","","","","","","","","","","","","",""
"1986","middle vocational","Urban Area","","","","","","","","","","","","","",""
"1986","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1986","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"1987","general elemantary","Rural Area","65.3","70","56","26","50","80","100","100","58.61","71.99","20","100","50","80"
"1987","general elemantary","Urban Area","67.18","68.91","172","40","50","80","100","100","63.73","70.63","20","100","60","70"
"1987","higher education","Rural Area","","","","","","","","","","","","","",""
"1987","higher education","Urban Area","65.07","60","46","30","50","80","100","100","57.81","72.33","20","100","50","80"
"1987","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1987","higher vocational","Urban Area","58.21","60","67","30","40","70","90","100","52.74","63.68","10","100","50","60"
"1987","in school","Rural Area","","","","","","","","","","","","","",""
"1987","in school","Urban Area","","","","","","","","","","","","","",""
"1987","inadequately","Rural Area","","","","","","","","","","","","","",""
"1987","inadequately","Urban Area","80.58","80.58","52","50","60","100","100","100","73.34","87.82","10","100","55","80"
"1987","middle vocational","Rural Area","58.68","50","90","30","50","70","100","100","53.76","63.6","10","100","50","60"
"1987","middle vocational","Urban Area","63.06","60","396","40","50","80","100","100","60.99","65.13","10","100","50","60"
"1987","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1987","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"1988","general elemantary","Rural Area","65.97","70","59","25","50","90","100","100","59.28","72.66","20","100","50","80"
