"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1984","16-34 y.","lower secondary degree","54.75","50","41","30","40","70","90","100","47.95","61.55","25","100","50","60"
"1984","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1984","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1984","35-65 y.","college entrance qualification","59.6","60","67","30","40","80","100","100","53.37","65.83","10","100","50","70"
"1984","35-65 y.","lower secondary degree","59.14","60","497","30","50","75","90","100","57.2","61.08","10","100","50","60"
"1984","35-65 y.","no degree/no degree yet","65.27","55.89","52","40","40","100","100","100","59.16","71.38","22","100","45","60"
"1984","35-65 y.","Other degree","60.75","60","58","30","50","70","100","100","54.58","66.92","20","100","50","60"
"1984","35-65 y.","secondary school degree","55.58","50","92","30","40","70","80","100","51.27","59.89","10","100","50","60"
"1984","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1984","66 and older","lower secondary degree","73.07","80","210","50","60","90","100","100","70.19","75.95","10","100","70","80"
"1984","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","66 and older","Other degree","","","","","","","","","","","","","",""
"1984","66 and older","secondary school degree","63.17","60","35","40","50","80","100","100","56.02","70.32","20","100","50","70"
"1985","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1985","16-34 y.","lower secondary degree","52.68","50","37","20","30","70","100","100","44.06","61.3","10","100","40","50"
"1985","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1985","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1985","35-65 y.","college entrance qualification","56.64","50.07","59","25","35","80","100","100","50.17","63.11","10","100","50","60"
"1985","35-65 y.","lower secondary degree","60.26","60","437","30","50","75","90","100","58.3","62.22","10","100","50","60"
"1985","35-65 y.","no degree/no degree yet","71.32","60","41","40","50","100","100","100","63.58","79.06","20","100","50","80"
"1985","35-65 y.","Other degree","60.28","60","45","30","50","70","90","100","53.17","67.39","10","100","50","60"
"1985","35-65 y.","secondary school degree","53.78","50","86","30","40","70","80","100","49.49","58.07","15","100","50","60"
"1985","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1985","66 and older","lower secondary degree","73.68","80","172","50","60","100","100","100","70.43","76.93","20","100","70","80"
"1985","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","66 and older","Other degree","","","","","","","","","","","","","",""
"1985","66 and older","secondary school degree","65.29","70","33","40","50","80","80","100","58.14","72.44","20","100","50","80"
"1986","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1986","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1986","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1986","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1986","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1986","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1986","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1986","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1986","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1986","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1986","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","66 and older","Other degree","","","","","","","","","","","","","",""
"1986","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1987","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1987","16-34 y.","lower secondary degree","56.85","50","32","30","40","80","100","100","47.76","65.94","15","100","40","70"
