"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","East Germany","","","","","","","","","","","","","",""
"1984","direct migration background","West Germany","55.86","50","157","30","40","70","80","100","52.51","59.21","20","100","50","60"
"1984","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1984","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1984","no migration background","East Germany","","","","","","","","","","","","","",""
"1984","no migration background","West Germany","63.32","60","972","30","50","80","100","100","61.86","64.78","10","100","60","60"
"1985","direct migration background","East Germany","","","","","","","","","","","","","",""
"1985","direct migration background","West Germany","56.98","57.06","131","30","50","70","80","100","53.15","60.81","10","100","50","60"
"1985","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1985","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1985","no migration background","East Germany","","","","","","","","","","","","","",""
"1985","no migration background","West Germany","63.77","60","857","30","50","80","100","100","62.22","65.32","10","100","60","60"
"1986","direct migration background","East Germany","","","","","","","","","","","","","",""
"1986","direct migration background","West Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1986","no migration background","East Germany","","","","","","","","","","","","","",""
"1986","no migration background","West Germany","","","","","","","","","","","","","",""
"1987","direct migration background","East Germany","","","","","","","","","","","","","",""
"1987","direct migration background","West Germany","60.08","60","154","30","50","70","90","100","56.59","63.57","10","100","50","60"
"1987","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1987","no migration background","East Germany","","","","","","","","","","","","","",""
"1987","no migration background","West Germany","63.56","60","779","30","50","80","100","100","61.96","65.16","10","100","60","60"
"1988","direct migration background","East Germany","","","","","","","","","","","","","",""
"1988","direct migration background","West Germany","61.46","60","191","30","50","80","100","100","58.12","64.8","15","100","50","60"
"1988","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1988","no migration background","East Germany","","","","","","","","","","","","","",""
"1988","no migration background","West Germany","64.88","60","805","35","50","80","100","100","63.3","66.46","10","100","60","60"
"1989","direct migration background","East Germany","","","","","","","","","","","","","",""
"1989","direct migration background","West Germany","60.35","60","178","40","50","70","90","100","57.12","63.58","10","100","50","60"
"1989","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1989","no migration background","East Germany","","","","","","","","","","","","","",""
"1989","no migration background","West Germany","63.41","60","802","30","50","80","100","100","61.82","65","10","100","60","60"
"1990","direct migration background","East Germany","","","","","","","","","","","","","",""
"1990","direct migration background","West Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1990","no migration background","East Germany","","","","","","","","","","","","","",""
"1990","no migration background","West Germany","","","","","","","","","","","","","",""
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","60.09","60","199","30","50","70","90","100","57.11","63.07","20","100","50","60"
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1991","no migration background","East Germany","","","","","","","","","","","","","",""
"1991","no migration background","West Germany","63.23","60","800","30","50","80","100","100","61.61","64.85","15","100","60","60"
"1992","direct migration background","East Germany","","","","","","","","","","","","","",""
"1992","direct migration background","West Germany","58.39","53.47","213","30","50","70","100","100","55.58","61.2","15","100","50","60"
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1992","no migration background","East Germany","57.49","50","227","25","50","70","90","100","54.69","60.29","20","100","50","60"
"1992","no migration background","West Germany","63.62","60","813","30","50","80","100","100","61.95","65.29","10","100","60","60"
"1993","direct migration background","East Germany","","","","","","","","","","","","","",""
"1993","direct migration background","West Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1993","no migration background","East Germany","","","","","","","","","","","","","",""
"1993","no migration background","West Germany","","","","","","","","","","","","","",""
"1994","direct migration background","East Germany","","","","","","","","","","","","","",""
"1994","direct migration background","West Germany","59.65","55.41","222","30","50","80","90","100","56.83","62.47","20","100","50","60"
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1994","no migration background","East Germany","59.7","50","223","30","50","80","100","100","56.63","62.77","15","100","50","60"
"1994","no migration background","West Germany","62.33","60","763","30","50","80","100","100","60.62","64.04","10","100","50","60"
"1995","direct migration background","East Germany","","","","","","","","","","","","","",""
"1995","direct migration background","West Germany","59.05","50","225","30","50","70","90","100","56.41","61.69","30","100","50","60"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1995","no migration background","East Germany","63.09","60","235","30","50","80","100","100","60.21","65.97","20","100","50","60"
"1995","no migration background","West Germany","63.33","60","758","30","50","80","100","100","61.72","64.94","20","100","50","60"
"1996","direct migration background","East Germany","","","","","","","","","","","","","",""
"1996","direct migration background","West Germany","57.74","50","231","30","50","70","100","100","54.88","60.6","10","100","50","60"
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1996","no migration background","East Germany","59.65","60","255","30","50","80","100","100","56.77","62.53","10","100","50","60"
"1996","no migration background","West Germany","61.06","60","812","30","50","80","100","100","59.41","62.71","2","100","50","60"
"1997","direct migration background","East Germany","","","","","","","","","","","","","",""
"1997","direct migration background","West Germany","58.5","59.67","219","30","40","70","100","100","55.56","61.44","20","100","50","60"
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1997","no migration background","East Germany","58.88","50","253","30","50","70","100","100","56.08","61.68","10","100","50","60"
