"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1984","college entrance qualification","West Germany","63.58","60","101","30","50","80","100","100","58.6","68.56","10","100","50","70"
"1984","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1984","lower secondary degree","West Germany","63.48","60","748","30","50","80","100","100","61.85","65.11","10","100","60","60"
"1984","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","West Germany","75.11","80","70","40","50","100","100","100","69.29","80.93","22","100","50","80"
"1984","Other degree","East Germany","","","","","","","","","","","","","",""
"1984","Other degree","West Germany","60.76","60","65","30","50","70","100","100","55.09","66.43","20","100","50","60"
"1984","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1984","secondary school degree","West Germany","57.61","58.18","141","30","50","70","80","100","53.99","61.23","10","100","50","60"
"1985","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1985","college entrance qualification","West Germany","62.35","60","90","30","50","80","100","100","57.14","67.56","10","100","50","70"
"1985","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1985","lower secondary degree","West Germany","64.1","60","646","30","50","80","100","100","62.37","65.83","10","100","60","60"
"1985","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","West Germany","80.36","100","62","50","50","100","100","100","73.8","86.92","20","100","50","80"
"1985","Other degree","East Germany","","","","","","","","","","","","","",""
"1985","Other degree","West Germany","63.72","60","52","40","50","70","100","100","57.17","70.27","10","100","50","60"
"1985","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1985","secondary school degree","West Germany","56.87","57.07","134","30","40","70","80","100","53.2","60.54","15","100","50","60"
"1986","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1986","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1986","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1986","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1986","Other degree","East Germany","","","","","","","","","","","","","",""
"1986","Other degree","West Germany","","","","","","","","","","","","","",""
"1986","secondary school degree","East Germany","","","","","","","","","","","","","",""
