"plh0038","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","no migration background","in school","87","0.554308010138308","0.476806076298822","0.631809943977793"
"Big worries","1984","no migration background","inadequately","","","",""
"Big worries","1984","no migration background","general elemantary","1219","0.526386846642331","0.506091288261226","0.546682405023437"
"Big worries","1984","no migration background","middle vocational","2467","0.535119694182553","0.520707901175753","0.549531487189354"
"Big worries","1984","no migration background","vocational + Abi","118","0.634357772881811","0.564958082572802","0.70375746319082"
"Big worries","1984","no migration background","higher vocational","332","0.550308595602736","0.510504028306908","0.590113162898565"
"Big worries","1984","no migration background","higher education","375","0.563301825540058","0.52554872762967","0.601054923450446"
"Big worries","1984","direct migration background","in school","","","",""
"Big worries","1984","direct migration background","inadequately","368","0.417863143896084","0.385923509839645","0.449802777952523"
"Big worries","1984","direct migration background","general elemantary","527","0.531707751852339","0.50162583006552","0.561789673639158"
"Big worries","1984","direct migration background","middle vocational","487","0.518261245081145","0.487521856153817","0.549000634008474"
"Big worries","1984","direct migration background","vocational + Abi","72","0.594204043665302","0.50812156898267","0.680286518347935"
"Big worries","1984","direct migration background","higher vocational","","","",""
"Big worries","1984","direct migration background","higher education","72","0.540883162959473","0.451349170349917","0.630417155569028"
"Big worries","1984","indirect migration background","in school","","","",""
"Big worries","1984","indirect migration background","inadequately","","","",""
"Big worries","1984","indirect migration background","general elemantary","","","",""
"Big worries","1984","indirect migration background","middle vocational","34","0.697519289897247","0.57385704976821","0.821181530026285"
"Big worries","1984","indirect migration background","vocational + Abi","","","",""
"Big worries","1984","indirect migration background","higher vocational","","","",""
"Big worries","1984","indirect migration background","higher education","","","",""
"Some worries","1984","no migration background","in school","50","0.310755419738599","0.23859225296917","0.382918586508028"
"Some worries","1984","no migration background","inadequately","34","0.450499035432609","0.337138107189083","0.563859963676135"
"Some worries","1984","no migration background","general elemantary","891","0.380280610421614","0.360547922574554","0.400013298268674"
"Some worries","1984","no migration background","middle vocational","1737","0.376911591078163","0.362908737188908","0.390914444967418"
"Some worries","1984","no migration background","vocational + Abi","52","0.276612964872938","0.21215392192086","0.341072007825016"
"Some worries","1984","no migration background","higher vocational","221","0.368247103626423","0.329653462287888","0.406840744964959"
"Some worries","1984","no migration background","higher education","238","0.354314438689341","0.317906483363535","0.390722394015147"
"Some worries","1984","direct migration background","in school","","","",""
"Some worries","1984","direct migration background","inadequately","315","0.321478746472116","0.291233424284746","0.351724068659486"
"Some worries","1984","direct migration background","general elemantary","353","0.323248072451174","0.295051694716357","0.351444450185991"
"Some worries","1984","direct migration background","middle vocational","380","0.357402103709041","0.327919673994885","0.386884533423197"
"Some worries","1984","direct migration background","vocational + Abi","40","0.319220106352917","0.237497621402051","0.400942591303783"
"Some worries","1984","direct migration background","higher vocational","","","",""
"Some worries","1984","direct migration background","higher education","32","0.306221354452312","0.223407535806166","0.389035173098458"
"Some worries","1984","indirect migration background","in school","","","",""
"Some worries","1984","indirect migration background","inadequately","","","",""
"Some worries","1984","indirect migration background","general elemantary","","","",""
"Some worries","1984","indirect migration background","middle vocational","","","",""
"Some worries","1984","indirect migration background","vocational + Abi","","","",""
"Some worries","1984","indirect migration background","higher vocational","","","",""
"Some worries","1984","indirect migration background","higher education","","","",""
"No worries","1984","no migration background","in school","","","",""
"No worries","1984","no migration background","inadequately","","","",""
"No worries","1984","no migration background","general elemantary","215","0.0933325429360547","0.081508195674554","0.105156890197555"
"No worries","1984","no migration background","middle vocational","397","0.0879687147392839","0.0797842371125685","0.0961531923659993"
"No worries","1984","no migration background","vocational + Abi","","","",""
"No worries","1984","no migration background","higher vocational","47","0.0814443007708402","0.0595588466087715","0.103329754932909"
