"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2006","direct migration background","Female","7.19","8","1277","4","6","9","10","7.08","7.3","8","8"
"2006","direct migration background","Male","7.21","7","1101","5","6","9","10","7.1","7.32","8","8"
"2006","indirect migration background","Female","7.61","8","423","5","7","9","10","7.42","7.8","8","8"
"2006","indirect migration background","Male","7.59","8","393","5","7","9","10","7.41","7.77","8","8"
"2006","no migration background","Female","7.5","8","9792","5","7","9","10","7.46","7.54","8","8"
"2006","no migration background","Male","7.41","8","8968","5","6","9","10","7.37","7.45","8","8"
"2007","direct migration background","Female","","","","","","","","","","",""
"2007","direct migration background","Male","","","","","","","","","","",""
"2007","indirect migration background","Female","","","","","","","","","","",""
"2007","indirect migration background","Male","","","","","","","","","","",""
"2007","no migration background","Female","","","","","","","","","","",""
"2007","no migration background","Male","","","","","","","","","","",""
"2008","direct migration background","Female","","","","","","","","","","",""
"2008","direct migration background","Male","","","","","","","","","","",""
"2008","indirect migration background","Female","","","","","","","","","","",""
"2008","indirect migration background","Male","","","","","","","","","","",""
"2008","no migration background","Female","","","","","","","","","","",""
"2008","no migration background","Male","","","","","","","","","","",""
"2009","direct migration background","Female","","","","","","","","","","",""
"2009","direct migration background","Male","","","","","","","","","","",""
"2009","indirect migration background","Female","","","","","","","","","","",""
"2009","indirect migration background","Male","","","","","","","","","","",""
"2009","no migration background","Female","","","","","","","","","","",""
"2009","no migration background","Male","","","","","","","","","","",""
"2010","direct migration background","Female","","","","","","","","","","",""
"2010","direct migration background","Male","","","","","","","","","","",""
"2010","indirect migration background","Female","","","","","","","","","","",""
"2010","indirect migration background","Male","","","","","","","","","","",""
"2010","no migration background","Female","","","","","","","","","","",""
"2010","no migration background","Male","","","","","","","","","","",""
"2011","direct migration background","Female","7.56","8","1614","5","7","9","10","7.46","7.66","8","8"
"2011","direct migration background","Male","7.34","8","1282","5","6","9","10","7.23","7.45","8","8"
"2011","indirect migration background","Female","7.83","8","673","5","7","9","10","7.69","7.97","8","8"
"2011","indirect migration background","Male","7.91","8","540","6","7","9","10","7.76","8.06","8","8"
"2011","no migration background","Female","7.61","8","11874","5","7","9","10","7.58","7.64","8","8"
"2011","no migration background","Male","7.55","8","9806","5","7","9","10","7.51","7.59","8","8"
"2012","direct migration background","Female","8.15","8","611","6","7","10","10","8","8.3","8","9"
"2012","direct migration background","Male","7.81","8","490","5","7","9","10","7.64","7.98","8","8"
"2012","indirect migration background","Female","8.29","8","286","7","7","10","10","8.11","8.47","8","9"
"2012","indirect migration background","Male","8.09","8","197","6","7","10","10","7.85","8.33","8","9"
"2012","no migration background","Female","8.08","8","3344","6","7","9","10","8.02","8.14","8","8"
"2012","no migration background","Male","8.06","8","2211","6","7","9","10","7.99","8.13","8","8"
"2013","direct migration background","Female","8.14","8","564","6","8","9","10","7.99","8.29","8","8"
"2013","direct migration background","Male","7.84","8","442","5","7","9","10","7.67","8.01","8","8"
"2013","indirect migration background","Female","8.04","8","291","6","7","9","10","7.85","8.23","8","9"
"2013","indirect migration background","Male","8.06","8","196","6","7","10","10","7.81","8.31","8","9"
"2013","no migration background","Female","8.09","8","3163","6","8","9","10","8.03","8.15","8","8"
"2013","no migration background","Male","7.99","8","2149","6","7","9","10","7.92","8.06","8","8"
"2014","direct migration background","Female","","","","","","","","","","",""
"2014","direct migration background","Male","","","","","","","","","","",""
"2014","indirect migration background","Female","","","","","","","","","","",""
"2014","indirect migration background","Male","","","","","","","","","","",""
"2014","no migration background","Female","","","","","","","","","","",""
"2014","no migration background","Male","","","","","","","","","","",""
"2015","direct migration background","Female","","","","","","","","","","",""
"2015","direct migration background","Male","","","","","","","","","","",""
"2015","indirect migration background","Female","","","","","","","","","","",""
"2015","indirect migration background","Male","","","","","","","","","","",""
"2015","no migration background","Female","","","","","","","","","","",""
"2015","no migration background","Male","","","","","","","","","","",""
"2016","direct migration background","Female","7.7","8","2622","5","7","9","10","7.62","7.78","8","8"
"2016","direct migration background","Male","7.55","8","2153","5","7","9","10","7.47","7.63","8","8"
"2016","indirect migration background","Female","8.03","8","838","6","7","9","10","7.91","8.15","8","8"
"2016","indirect migration background","Male","7.81","8","707","6","7","9","10","7.67","7.95","8","8"
"2016","no migration background","Female","7.67","8","9650","5","7","9","10","7.63","7.71","8","8"
"2016","no migration background","Male","7.54","8","8190","5","7","9","10","7.5","7.58","8","8"
