"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2006","16-34 y.","college entrance qualification","7.76","8","1626","6","7","9","10","7.68","7.84","8","8"
"2006","16-34 y.","lower secondary degree","7.59","8","905","5","6","9","10","7.46","7.72","8","8"
"2006","16-34 y.","no degree/no degree yet","8.09","8","431","6","7","9","10","7.94","8.24","8","9"
"2006","16-34 y.","Other degree","7.71","8","181","5","7","9","10","7.43","7.99","8","8"
"2006","16-34 y.","secondary school degree","7.73","8","1605","5","7","9","10","7.64","7.82","8","8"
"2006","35-65 y.","college entrance qualification","7.33","8","3315","5","6","9","9","7.27","7.39","8","8"
"2006","35-65 y.","lower secondary degree","7.37","8","3884","5","6","9","10","7.31","7.43","8","8"
"2006","35-65 y.","no degree/no degree yet","6.61","7","141","3","5","8","9","6.25","6.97","7","7"
"2006","35-65 y.","Other degree","7.06","7","798","4","6","9","10","6.91","7.21","7","8"
"2006","35-65 y.","secondary school degree","7.35","8","4197","5","7","9","10","7.29","7.41","8","8"
"2006","66 and older","college entrance qualification","7.69","8","669","5","7","9","10","7.55","7.83","8","8"
"2006","66 and older","lower secondary degree","7.34","8","2795","5","6","9","10","7.27","7.41","8","8"
"2006","66 and older","no degree/no degree yet","6.8","7","83","3","5","9","10","6.3","7.3","6","8"
"2006","66 and older","Other degree","6.97","7","216","4","6","8","10","6.66","7.28","7","8"
"2006","66 and older","secondary school degree","7.44","8","660","5","6","9","10","7.3","7.58","8","8"
"2007","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2007","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2007","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2007","16-34 y.","Other degree","","","","","","","","","","",""
"2007","16-34 y.","secondary school degree","","","","","","","","","","",""
"2007","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2007","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2007","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2007","35-65 y.","Other degree","","","","","","","","","","",""
"2007","35-65 y.","secondary school degree","","","","","","","","","","",""
"2007","66 and older","college entrance qualification","","","","","","","","","","",""
"2007","66 and older","lower secondary degree","","","","","","","","","","",""
"2007","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2007","66 and older","Other degree","","","","","","","","","","",""
"2007","66 and older","secondary school degree","","","","","","","","","","",""
"2008","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2008","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2008","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2008","16-34 y.","Other degree","","","","","","","","","","",""
"2008","16-34 y.","secondary school degree","","","","","","","","","","",""
"2008","35-65 y.","college entrance qualification","","","","","","","","","","",""
