"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2006","college entrance qualification","East Germany","7.46","8","1186","5","7","9","10","10","7.36","7.56","0","10","8","8"
"2006","college entrance qualification","West Germany","7.53","8","4424","5","7","9","10","10","7.48","7.58","0","10","8","8"
"2006","lower secondary degree","East Germany","7.19","8","1472","5","6","8","10","10","7.09","7.29","0","10","7","8"
"2006","lower secondary degree","West Germany","7.42","8","6112","5","6","9","10","10","7.37","7.47","0","10","8","8"
"2006","no degree/no degree yet","East Germany","7.53","8","98","5","6","9","10","10","7.16","7.9","1","10","8","9"
"2006","no degree/no degree yet","West Germany","7.45","8","557","4","7","9","10","10","7.29","7.61","0","10","8","8"
"2006","Other degree","East Germany","7.32","7.21","70","5","7","8","10","10","6.79","7.85","1","10","7","8"
"2006","Other degree","West Germany","7.16","8","1125","4","6","9","10","10","7.04","7.28","0","10","8","8"
"2006","secondary school degree","East Germany","7.25","8","2346","5","6","9","9","10","7.17","7.33","0","10","8","8"
"2006","secondary school degree","West Germany","7.55","8","4116","5","7","9","10","10","7.49","7.61","0","10","8","8"
"2007","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2007","Other degree","East Germany","","","","","","","","","","","","","",""
"2007","Other degree","West Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2008","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2008","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2008","Other degree","East Germany","","","","","","","","","","","","","",""
"2008","Other degree","West Germany","","","","","","","","","","","","","",""
"2008","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2008","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2009","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2009","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","West Germany","","","","","","","","","","","","","",""
