"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2006","direct migration background","East Germany","7.25","7","111","5","6","8","10","10","6.89","7.61","0","10","7","8"
"2006","direct migration background","West Germany","7.2","8","2267","4","6","9","10","10","7.12","7.28","0","10","8","8"
"2006","indirect migration background","East Germany","7.26","7","40","3","7","9","10","10","6.63","7.89","2","10","7","9"
"2006","indirect migration background","West Germany","7.61","8","776","5","7","9","10","10","7.48","7.74","0","10","8","8"
"2006","no migration background","East Germany","7.3","8","5116","5","6","9","10","10","7.25","7.35","0","10","8","8"
"2006","no migration background","West Germany","7.5","8","13644","5","7","9","10","10","7.47","7.53","0","10","8","8"
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2007","no migration background","East Germany","","","","","","","","","","","","","",""
"2007","no migration background","West Germany","","","","","","","","","","","","","",""
"2008","direct migration background","East Germany","","","","","","","","","","","","","",""
"2008","direct migration background","West Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2008","no migration background","East Germany","","","","","","","","","","","","","",""
"2008","no migration background","West Germany","","","","","","","","","","","","","",""
"2009","direct migration background","East Germany","","","","","","","","","","","","","",""
"2009","direct migration background","West Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2009","no migration background","East Germany","","","","","","","","","","","","","",""
"2009","no migration background","West Germany","","","","","","","","","","","","","",""
"2010","direct migration background","East Germany","","","","","","","","","","","","","",""
"2010","direct migration background","West Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2010","no migration background","East Germany","","","","","","","","","","","","","",""
"2010","no migration background","West Germany","","","","","","","","","","","","","",""
"2011","direct migration background","East Germany","7.05","7.35","136","5","5","9","10","10","6.69","7.41","0","10","7","8"
"2011","direct migration background","West Germany","7.47","8","2760","5","6","9","10","10","7.4","7.54","0","10","8","8"
"2011","indirect migration background","East Germany","7.99","8","82","7","7","9","10","10","7.62","8.36","3","10","8","8"
"2011","indirect migration background","West Germany","7.87","8","1131","5","7","9","10","10","7.76","7.98","0","10","8","8"
"2011","no migration background","East Germany","7.5","8","5577","5","7","9","10","10","7.45","7.55","0","10","8","8"
"2011","no migration background","West Germany","7.6","8","16103","5","7","9","10","10","7.57","7.63","0","10","8","8"
"2012","direct migration background","East Germany","7.74","8","55","6","7","9","9","10","7.25","8.23","1","10","8","9"
"2012","direct migration background","West Germany","8","8","1046","5","7","9","10","10","7.89","8.11","0","10","8","8"
"2012","indirect migration background","East Germany","7.58","8","31","3","7","9","10","10","6.69","8.47","1","10","8","9"
"2012","indirect migration background","West Germany","8.24","8","452","6","7","10","10","10","8.1","8.38","2","10","8","9"
"2012","no migration background","East Germany","8.04","8","1249","6","7","9","10","10","7.94","8.14","0","10","8","8"
"2012","no migration background","West Germany","8.08","8","4306","6","7","9","10","10","8.03","8.13","0","10","8","8"
"2013","direct migration background","East Germany","7.62","8","56","5","7","9","10","10","7.11","8.13","1","10","8","8"
"2013","direct migration background","West Germany","8.01","8","950","5","7","9","10","10","7.89","8.13","0","10","8","8"
"2013","indirect migration background","East Germany","7.97","8","31","4","7","10","10","10","7.22","8.72","3","10","7","9"
"2013","indirect migration background","West Germany","8.05","8","456","6","7","9","10","10","7.89","8.21","0","10","8","9"
"2013","no migration background","East Germany","8.09","8","1194","6","7","9","10","10","7.99","8.19","0","10","8","8"
"2013","no migration background","West Germany","8.04","8","4118","6","7","9","10","10","7.99","8.09","0","10","8","8"
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2014","no migration background","East Germany","","","","","","","","","","","","","",""
"2014","no migration background","West Germany","","","","","","","","","","","","","",""
"2015","direct migration background","East Germany","","","","","","","","","","","","","",""
"2015","direct migration background","West Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2015","no migration background","East Germany","","","","","","","","","","","","","",""
"2015","no migration background","West Germany","","","","","","","","","","","","","",""
"2016","direct migration background","East Germany","7.68","8","351","4","7","9","10","10","7.47","7.89","0","10","8","8"
"2016","direct migration background","West Germany","7.62","8","4424","5","7","9","10","10","7.56","7.68","0","10","8","8"
"2016","indirect migration background","East Germany","7.42","8","107","5","6","8","10","10","7.04","7.8","2","10","7","8"
"2016","indirect migration background","West Germany","7.94","8","1438","6","7","9","10","10","7.85","8.03","0","10","8","8"
"2016","no migration background","East Germany","7.48","8","4577","5","7","9","10","10","7.43","7.53","0","10","8","8"
"2016","no migration background","West Germany","7.64","8","13263","5","7","9","10","10","7.61","7.67","0","10","8","8"
