"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2006","direct migration background","(0) in school","8.86","9.22","34","8","8","10","10","10","8.27","9.45","1","10","8","10"
"2006","direct migration background","(1a) inadequately completed","7.01","7","149","3","5","9","10","10","6.67","7.35","2","10","7","7"
"2006","direct migration background","(1b) general elementary school","7.06","7","497","5","6","8","10","10","6.89","7.23","0","10","7","8"
"2006","direct migration background","(1c) basic vocational qualification","7.28","8","672","5","6","9","10","10","7.13","7.43","0","10","7","8"
"2006","direct migration background","(2a) intermediate vocational","7.55","8","152","5","7","9","10","10","7.27","7.83","2","10","8","8"
"2006","direct migration background","(2b) intermediate general qualification","6.78","7","45","3","5","9","9","10","6.2","7.36","3","10","8","9"
"2006","direct migration background","(2c_gen) general maturity certificate","7.13","7","117","5","6","9","10","10","6.75","7.51","1","10","7","8"
"2006","direct migration background","(2c_voc) vocational maturity certificate","7.05","7","286","4","6","9","10","10","6.82","7.28","0","10","7","8"
"2006","direct migration background","(3a) lower tertiary education","6.91","7","77","5","5","8","10","10","6.49","7.33","1","10","7","8"
"2006","direct migration background","(3b) higher tertiary education","7.31","8","290","4","6","9","10","10","7.08","7.54","0","10","8","8"
"2006","indirect migration background","(0) in school","8.4","8.12","58","7","8","9","10","10","8.01","8.79","5","10","8","9"
"2006","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2006","indirect migration background","(1b) general elementary school","7.86","8","109","5","7","9","10","10","7.47","8.25","2","10","7","8"
"2006","indirect migration background","(1c) basic vocational qualification","7.68","8","140","5","7","9","10","10","7.37","7.99","2","10","8","8"
"2006","indirect migration background","(2a) intermediate vocational","7.47","8","135","5","7","9","10","10","7.18","7.76","1","10","8","8"
"2006","indirect migration background","(2b) intermediate general qualification","8.03","9","67","5","7","10","10","10","7.59","8.47","3","10","8","9"
"2006","indirect migration background","(2c_gen) general maturity certificate","7.47","8","89","5","6","9","10","10","7.11","7.83","2","10","8","8"
"2006","indirect migration background","(2c_voc) vocational maturity certificate","7.21","8","64","4","5","9","9","10","6.66","7.76","0","10","7","8"
"2006","indirect migration background","(3a) lower tertiary education","7.01","7","30","5","6","8","9","10","6.24","7.78","0","10","7","9"
"2006","indirect migration background","(3b) higher tertiary education","7.32","7","47","5","7","8","9","10","6.83","7.81","2","10","7","8"
"2006","no migration background","(0) in school","8.16","8","316","6","7","9","10","10","8","8.32","1","10","8","9"
"2006","no migration background","(1a) inadequately completed","6.38","7","84","2","5","8","9","10","5.87","6.89","0","10","7","8"
"2006","no migration background","(1b) general elementary school","7.15","8","1337","4","6","9","10","10","7.03","7.27","0","10","8","8"
"2006","no migration background","(1c) basic vocational qualification","7.46","8","5341","5","6","9","10","10","7.41","7.51","0","10","8","8"
"2006","no migration background","(2a) intermediate vocational","7.45","8","4878","5","7","9","10","10","7.4","7.5","0","10","8","8"
"2006","no migration background","(2b) intermediate general qualification","7.66","8","470","5","7","9","10","10","7.48","7.84","0","10","8","8"
"2006","no migration background","(2c_gen) general maturity certificate","7.87","8","624","5","7","9","10","10","7.75","7.99","2","10","8","8"
"2006","no migration background","(2c_voc) vocational maturity certificate","7.58","8","1282","5","7","9","10","10","7.49","7.67","0","10","8","8"
"2006","no migration background","(3a) lower tertiary education","7.46","8","1696","5","7","9","10","10","7.38","7.54","0","10","8","8"
"2006","no migration background","(3b) higher tertiary education","7.43","8","2433","5","6","9","10","10","7.36","7.5","0","10","8","8"
"2007","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2007","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2007","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2007","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2007","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2007","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2007","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2007","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2007","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2007","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2007","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"2007","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2007","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2007","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2007","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2007","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2007","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2007","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2007","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2007","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
