"ple0180","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","2016","no migration background","in school","","","",""
"Daily","2016","no migration background","inadequately","3","","",""
"Daily","2016","no migration background","general elemantary","11","","",""
"Daily","2016","no migration background","middle vocational","67","0.00893079578792098","0.00694967477695974","0.0109119167988822"
"Daily","2016","no migration background","vocational + Abi","6","","",""
"Daily","2016","no migration background","higher vocational","12","","",""
"Daily","2016","no migration background","higher education","24","","",""
"Daily","2016","direct migration background","in school","","","",""
"Daily","2016","direct migration background","inadequately","7","","",""
"Daily","2016","direct migration background","general elemantary","13","","",""
"Daily","2016","direct migration background","middle vocational","28","","",""
"Daily","2016","direct migration background","vocational + Abi","11","","",""
"Daily","2016","direct migration background","higher vocational","1","","",""
"Daily","2016","direct migration background","higher education","12","","",""
"Daily","2016","indirect migration background","in school","","","",""
"Daily","2016","indirect migration background","inadequately","","","",""
"Daily","2016","indirect migration background","general elemantary","4","","",""
"Daily","2016","indirect migration background","middle vocational","7","","",""
"Daily","2016","indirect migration background","vocational + Abi","4","","",""
"Daily","2016","indirect migration background","higher vocational","","","",""
"Daily","2016","indirect migration background","higher education","2","","",""
"Four to six days a week","2016","no migration background","in school","3","","",""
"Four to six days a week","2016","no migration background","inadequately","4","","",""
"Four to six days a week","2016","no migration background","general elemantary","38","0.0216873300652197","0.0142738965158094","0.02910076361463"
"Four to six days a week","2016","no migration background","middle vocational","262","0.0355948528062026","0.031693301751935","0.0394964038604702"
"Four to six days a week","2016","no migration background","vocational + Abi","24","","",""
"Four to six days a week","2016","no migration background","higher vocational","39","0.0407760812750708","0.0297460344755076","0.051806128074634"
"Four to six days a week","2016","no migration background","higher education","107","0.0287541258112881","0.0238106716816667","0.0336975799409095"
"Four to six days a week","2016","direct migration background","in school","","","",""
"Four to six days a week","2016","direct migration background","inadequately","13","","",""
"Four to six days a week","2016","direct migration background","general elemantary","33","0.0481351042495825","0.0330552819329869","0.0632149265661781"
"Four to six days a week","2016","direct migration background","middle vocational","60","0.0312890842066666","0.0226580641698794","0.0399201042434539"
"Four to six days a week","2016","direct migration background","vocational + Abi","29","","",""
"Four to six days a week","2016","direct migration background","higher vocational","8","","",""
"Four to six days a week","2016","direct migration background","higher education","57","0.0544675853834307","0.0417332745017273","0.0672018962651341"
"Four to six days a week","2016","indirect migration background","in school","3","","",""
"Four to six days a week","2016","indirect migration background","inadequately","4","","",""
"Four to six days a week","2016","indirect migration background","general elemantary","13","","",""
"Four to six days a week","2016","indirect migration background","middle vocational","25","","",""
"Four to six days a week","2016","indirect migration background","vocational + Abi","3","","",""
"Four to six days a week","2016","indirect migration background","higher vocational","2","","",""
"Four to six days a week","2016","indirect migration background","higher education","6","","",""
"Two to three days a week","2016","no migration background","in school","26","","",""
"Two to three days a week","2016","no migration background","inadequately","18","","",""
"Two to three days a week","2016","no migration background","general elemantary","342","0.234158732058873","0.212606012555092","0.255711451562653"
"Two to three days a week","2016","no migration background","middle vocational","1952","0.239002195084061","0.23002156970009","0.247982820468032"
"Two to three days a week","2016","no migration background","vocational + Abi","240","0.266862496649684","0.241603741890559","0.292121251408809"
"Two to three days a week","2016","no migration background","higher vocational","317","0.243833572172188","0.219885527552483","0.267781616791893"
"Two to three days a week","2016","no migration background","higher education","1035","0.23315180173913","0.220643742782444","0.245659860695817"
"Two to three days a week","2016","direct migration background","in school","6","","",""
"Two to three days a week","2016","direct migration background","inadequately","68","0.316863026290428","0.25775461438534","0.375971438195517"
"Two to three days a week","2016","direct migration background","general elemantary","223","0.342377599387255","0.308948969180934","0.375806229593577"
"Two to three days a week","2016","direct migration background","middle vocational","413","0.27077113456679","0.248741783198696","0.292800485934883"
"Two to three days a week","2016","direct migration background","vocational + Abi","204","0.25574863074315","0.224056686649697","0.287440574836604"
"Two to three days a week","2016","direct migration background","higher vocational","28","","",""
"Two to three days a week","2016","direct migration background","higher education","333","0.294402610700183","0.268827502087123","0.319977719313243"
"Two to three days a week","2016","indirect migration background","in school","14","","",""
"Two to three days a week","2016","indirect migration background","inadequately","7","","",""
"Two to three days a week","2016","indirect migration background","general elemantary","48","0.15932073238743","0.11748708403186","0.201154380743001"
"Two to three days a week","2016","indirect migration background","middle vocational","113","0.191843974410807","0.161145892462539","0.222542056359076"
"Two to three days a week","2016","indirect migration background","vocational + Abi","12","","",""
"Two to three days a week","2016","indirect migration background","higher vocational","19","","",""
"Two to three days a week","2016","indirect migration background","higher education","53","0.206756556311724","0.15519728050792","0.258315832115528"
"Two to four days a month","2016","no migration background","in school","93","0.463819795280991","0.396531908162109","0.531107682399873"
"Two to four days a month","2016","no migration background","inadequately","45","0.347347325699532","0.266429293801989","0.428265357597075"
"Two to four days a month","2016","no migration background","general elemantary","598","0.428780634893327","0.403592468238777","0.453968801547877"
"Two to four days a month","2016","no migration background","middle vocational","4099","0.459507116762802","0.44901277883489","0.470001454690714"
"Two to four days a month","2016","no migration background","vocational + Abi","593","0.466088991027898","0.437602149063103","0.494575832992693"
"Two to four days a month","2016","no migration background","higher vocational","606","0.478027067522534","0.450168110853539","0.505886024191529"
"Two to four days a month","2016","no migration background","higher education","2272","0.502784686299166","0.487994314217904","0.517575058380427"
"Two to four days a month","2016","direct migration background","in school","23","","",""
"Two to four days a month","2016","direct migration background","inadequately","82","0.379659031278934","0.318003547174489","0.441314515383379"
"Two to four days a month","2016","direct migration background","general elemantary","314","0.360825336658845","0.326992695762785","0.394657977554906"
"Two to four days a month","2016","direct migration background","middle vocational","687","0.42299429879862","0.398502205163232","0.447486392434008"
"Two to four days a month","2016","direct migration background","vocational + Abi","332","0.447775910263329","0.411654022566238","0.483897797960421"
"Two to four days a month","2016","direct migration background","higher vocational","36","0.561610162748337","0.45852389751528","0.664696427981395"
"Two to four days a month","2016","direct migration background","higher education","578","0.420393912984241","0.392694991824966","0.448092834143515"
"Two to four days a month","2016","indirect migration background","in school","24","","",""
"Two to four days a month","2016","indirect migration background","inadequately","11","","",""
"Two to four days a month","2016","indirect migration background","general elemantary","100","0.334049234563895","0.280135337203484","0.387963131924306"
"Two to four days a month","2016","indirect migration background","middle vocational","269","0.419289078570903","0.380818712054332","0.457759445087475"
"Two to four days a month","2016","indirect migration background","vocational + Abi","60","0.442255759143966","0.349862370128202","0.534649148159731"
