"ple0180","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","2016","no migration background","West Germany","71","0.00698686353193901","0.00556142183382511","0.00841230523005292"
"Daily","2016","no migration background","East Germany","53","0.0133640584037703","0.0100235263129997","0.016704590494541"
"Daily","2016","direct migration background","West Germany","70","0.0193409781205572","0.0152886779530056","0.0233932782881088"
"Daily","2016","direct migration background","East Germany","6","","",""
"Daily","2016","indirect migration background","West Germany","17","","",""
"Daily","2016","indirect migration background","East Germany","","","",""
"Four to six days a week","2016","no migration background","West Germany","322","0.0302557202811309","0.0273244005373257","0.0331870400249361"
"Four to six days a week","2016","no migration background","East Germany","166","0.0402005053335945","0.0344860608969253","0.0459149497702637"
"Four to six days a week","2016","direct migration background","West Germany","181","0.0450494568936989","0.0389465239734214","0.0511523898139763"
"Four to six days a week","2016","direct migration background","East Germany","22","","",""
"Four to six days a week","2016","indirect migration background","West Germany","56","0.0397866603586876","0.0296737827482434","0.0498995379691318"
"Four to six days a week","2016","indirect migration background","East Germany","5","","",""
"Two to three days a week","2016","no migration background","West Germany","2829","0.227828670119712","0.220650861815174","0.235006478424249"
"Two to three days a week","2016","no migration background","East Germany","1164","0.267457919213266","0.254580998569715","0.280334839856818"
"Two to three days a week","2016","direct migration background","West Germany","1208","0.287405989764226","0.274090033259922","0.300721946268531"
"Two to three days a week","2016","direct migration background","East Germany","99","0.261195397062567","0.21510792010805","0.307282874017084"
"Two to three days a week","2016","indirect migration background","West Germany","268","0.196909137426175","0.176334252370228","0.217484022482122"
"Two to three days a week","2016","indirect migration background","East Germany","24","","",""
"Two to four days a month","2016","no migration background","West Germany","6385","0.475805160518142","0.467258592047124","0.48435172898916"
"Two to four days a month","2016","no migration background","East Germany","2064","0.431415397167004","0.417007076428963","0.445823717905046"
"Two to four days a month","2016","direct migration background","West Germany","1956","0.419451666582135","0.404931769765103","0.433971563399167"
"Two to four days a month","2016","direct migration background","East Germany","141","0.376357881489071","0.325529813258093","0.427185949720049"
"Two to four days a month","2016","indirect migration background","West Germany","611","0.434397804109144","0.408751694472205","0.460043913746083"
"Two to four days a month","2016","indirect migration background","East Germany","33","0.312901767635746","0.224632691253142","0.40117084401835"
"Once a month or less","2016","no migration background","West Germany","2589","0.191042656802585","0.18431507763413","0.197770235971041"
"Once a month or less","2016","no migration background","East Germany","864","0.198430990447593","0.186828714012239","0.210033266882947"
"Once a month or less","2016","direct migration background","West Germany","815","0.194592320528785","0.182943710443798","0.206240930613771"
"Once a month or less","2016","direct migration background","East Germany","56","0.143270938182925","0.106514266464334","0.180027609901517"
"Once a month or less","2016","indirect migration background","West Germany","334","0.216239347072288","0.194939267317851","0.237539426826725"
"Once a month or less","2016","indirect migration background","East Germany","33","0.345457857229469","0.254934322709348","0.43598139174959"
"Never","2016","no migration background","West Germany","921","0.068080928746491","0.0637703789422925","0.0723914785506895"
"Never","2016","no migration background","East Germany","228","0.0491311294347722","0.0428432140556544","0.0554190448138899"
"Never","2016","direct migration background","West Germany","207","0.0341595881105981","0.028815022956706","0.0395041532644903"
"Never","2016","direct migration background","East Germany","25","","",""
"Never","2016","indirect migration background","West Germany","149","0.1029583620885","0.0872344989861368","0.118682225190863"
"Never","2016","indirect migration background","East Germany","11","","",""
"Daily","2017","no migration background","West Germany","","","",""
"Daily","2017","no migration background","East Germany","","","",""
"Daily","2017","direct migration background","West Germany","","","",""
"Daily","2017","direct migration background","East Germany","","","",""
"Daily","2017","indirect migration background","West Germany","","","",""
"Daily","2017","indirect migration background","East Germany","","","",""
"Four to six days a week","2017","no migration background","West Germany","","","",""
"Four to six days a week","2017","no migration background","East Germany","","","",""
"Four to six days a week","2017","direct migration background","West Germany","","","",""
"Four to six days a week","2017","direct migration background","East Germany","","","",""
"Four to six days a week","2017","indirect migration background","West Germany","","","",""
"Four to six days a week","2017","indirect migration background","East Germany","","","",""
"Two to three days a week","2017","no migration background","West Germany","","","",""
"Two to three days a week","2017","no migration background","East Germany","","","",""
"Two to three days a week","2017","direct migration background","West Germany","","","",""
"Two to three days a week","2017","direct migration background","East Germany","","","",""
"Two to three days a week","2017","indirect migration background","West Germany","","","",""
"Two to three days a week","2017","indirect migration background","East Germany","","","",""
"Two to four days a month","2017","no migration background","West Germany","","","",""
"Two to four days a month","2017","no migration background","East Germany","","","",""
"Two to four days a month","2017","direct migration background","West Germany","","","",""
"Two to four days a month","2017","direct migration background","East Germany","","","",""
"Two to four days a month","2017","indirect migration background","West Germany","","","",""
"Two to four days a month","2017","indirect migration background","East Germany","","","",""
"Once a month or less","2017","no migration background","West Germany","","","",""
"Once a month or less","2017","no migration background","East Germany","","","",""
"Once a month or less","2017","direct migration background","West Germany","","","",""
"Once a month or less","2017","direct migration background","East Germany","","","",""
"Once a month or less","2017","indirect migration background","West Germany","","","",""
"Once a month or less","2017","indirect migration background","East Germany","","","",""
"Never","2017","no migration background","West Germany","","","",""
"Never","2017","no migration background","East Germany","","","",""
"Never","2017","direct migration background","West Germany","","","",""
"Never","2017","direct migration background","East Germany","","","",""
"Never","2017","indirect migration background","West Germany","","","",""
"Never","2017","indirect migration background","East Germany","","","",""
"Daily","2018","no migration background","West Germany","97","0.00735735666816517","0.00596014576642593","0.00875456756990441"
"Daily","2018","no migration background","East Germany","42","0.00944931805470184","0.00676579153064591","0.0121328445787578"
"Daily","2018","direct migration background","West Germany","36","0.00772862866335524","0.00504020657647678","0.0104170507502337"
"Daily","2018","direct migration background","East Germany","6","","",""
"Daily","2018","indirect migration background","West Germany","22","","",""
"Daily","2018","indirect migration background","East Germany","2","","",""
"Four to six days a week","2018","no migration background","West Germany","377","0.0325798157729588","0.0296772205207002","0.0354824110252175"
"Four to six days a week","2018","no migration background","East Germany","198","0.0449995352928481","0.0392494655290115","0.0507496050566847"
