"ple0180","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Daily","2016","16-34 y.","Full Time","27","","",""
"Daily","2016","16-34 y.","Part Time","14","","",""
"Daily","2016","16-34 y.","Not Working","13","","",""
"Daily","2016","35-65 y.","Full Time","56","0.0111164359211841","0.00863733914529071","0.0135955326970774"
"Daily","2016","35-65 y.","Part Time","25","","",""
"Daily","2016","35-65 y.","Not Working","29","","",""
"Daily","2016","66 and older","Full Time","","","",""
"Daily","2016","66 and older","Part Time","2","","",""
"Daily","2016","66 and older","Not Working","51","0.0147011210272378","0.0110599772581189","0.0183422647963568"
"Four to six days a week","2016","16-34 y.","Full Time","63","0.027000710595517","0.0200798566892379","0.0339215645017961"
"Four to six days a week","2016","16-34 y.","Part Time","49","0.0251575771106428","0.0181600083670038","0.0321551458542817"
"Four to six days a week","2016","16-34 y.","Not Working","41","0.0187361931430011","0.0119241979563767","0.0255481883296255"
"Four to six days a week","2016","35-65 y.","Full Time","231","0.0403500164230316","0.0356971947826192","0.0450028380634441"
"Four to six days a week","2016","35-65 y.","Part Time","127","0.0356406323589486","0.0302743864146867","0.0410068783032106"
"Four to six days a week","2016","35-65 y.","Not Working","62","0.0196053399760728","0.0139220785279392","0.0252886014242063"
"Four to six days a week","2016","66 and older","Full Time","1","","",""
"Four to six days a week","2016","66 and older","Part Time","10","","",""
"Four to six days a week","2016","66 and older","Not Working","168","0.0461994483961745","0.0398486871466444","0.0525502096457046"
"Two to three days a week","2016","16-34 y.","Full Time","363","0.171658688100063","0.155557668506219","0.187759707693906"
"Two to three days a week","2016","16-34 y.","Part Time","342","0.188974069784496","0.171481080296747","0.206467059272246"
"Two to three days a week","2016","16-34 y.","Not Working","268","0.180504893663594","0.161182610721525","0.199827176605664"
"Two to three days a week","2016","35-65 y.","Full Time","1441","0.207883179869115","0.19828823662572","0.21747812311251"
"Two to three days a week","2016","35-65 y.","Part Time","1003","0.232758234989266","0.220526246420995","0.244990223557536"
"Two to three days a week","2016","35-65 y.","Not Working","637","0.291395417931119","0.27276797183417","0.310022864028067"
"Two to three days a week","2016","66 and older","Full Time","28","","",""
"Two to three days a week","2016","66 and older","Part Time","128","0.342968669893148","0.296736865544735","0.389200474241562"
"Two to three days a week","2016","66 and older","Not Working","1382","0.327941463736025","0.313738456030544","0.342144471441507"
"Two to four days a month","2016","16-34 y.","Full Time","899","0.422102891283016","0.40101416997691","0.443191612589122"
"Two to four days a month","2016","16-34 y.","Part Time","788","0.390852672919281","0.369049822676388","0.412655523162174"
"Two to four days a month","2016","16-34 y.","Not Working","612","0.41585445423511","0.391093237684319","0.440615670785902"
"Two to four days a month","2016","35-65 y.","Full Time","3445","0.49061587184488","0.478795486955557","0.502436256734203"
