"ple0180","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Schleswig-Holstein","no migration background","6","","",""
"Daily","2016","Schleswig-Holstein","direct migration background","9","","",""
"Daily","2016","Schleswig-Holstein","indirect migration background","","","",""
"Daily","2016","Hamburg","no migration background","1","","",""
"Daily","2016","Hamburg","direct migration background","4","","",""
"Daily","2016","Hamburg","indirect migration background","","","",""
"Daily","2016","Lower Saxony","no migration background","10","","",""
"Daily","2016","Lower Saxony","direct migration background","8","","",""
"Daily","2016","Lower Saxony","indirect migration background","","","",""
"Daily","2016","Bremen","no migration background","","","",""
"Daily","2016","Bremen","direct migration background","","","",""
"Daily","2016","Bremen","indirect migration background","","","",""
"Daily","2016","North Rhine-Westphalia","no migration background","24","","",""
"Daily","2016","North Rhine-Westphalia","direct migration background","30","0.037638058648318","0.0271543711877878","0.0481217461088483"
"Daily","2016","North Rhine-Westphalia","indirect migration background","7","","",""
"Daily","2016","Hesse","no migration background","4","","",""
"Daily","2016","Hesse","direct migration background","2","","",""
"Daily","2016","Hesse","indirect migration background","2","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","no migration background","2","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","direct migration background","4","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Daily","2016","Baden-Württemberg","no migration background","6","","",""
"Daily","2016","Baden-Württemberg","direct migration background","3","","",""
"Daily","2016","Baden-Württemberg","indirect migration background","3","","",""
"Daily","2016","Bavaria","no migration background","15","","",""
"Daily","2016","Bavaria","direct migration background","8","","",""
"Daily","2016","Bavaria","indirect migration background","3","","",""
"Daily","2016","Berlin","no migration background","8","","",""
"Daily","2016","Berlin","direct migration background","3","","",""
"Daily","2016","Berlin","indirect migration background","","","",""
"Daily","2016","Brandenburg","no migration background","3","","",""
"Daily","2016","Brandenburg","direct migration background","","","",""
"Daily","2016","Brandenburg","indirect migration background","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","no migration background","13","","",""
"Daily","2016","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","2016","Saxony","no migration background","20","","",""
"Daily","2016","Saxony","direct migration background","1","","",""
"Daily","2016","Saxony","indirect migration background","","","",""
"Daily","2016","Saxony-Anhalt","no migration background","6","","",""
"Daily","2016","Saxony-Anhalt","direct migration background","2","","",""
"Daily","2016","Saxony-Anhalt","indirect migration background","","","",""
"Daily","2016","Thuringia","no migration background","6","","",""
"Daily","2016","Thuringia","direct migration background","2","","",""
"Daily","2016","Thuringia","indirect migration background","","","",""
"Four to six days a week","2016","Schleswig-Holstein","no migration background","21","","",""
"Four to six days a week","2016","Schleswig-Holstein","direct migration background","5","","",""
