"ple0180","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2016","no migration background","(0) in school","","","",""
"Daily","2016","no migration background","(1a) inadequately completed","3","","",""
"Daily","2016","no migration background","(1b) general elementary school","8","","",""
"Daily","2016","no migration background","(1c) basic vocational qualification","36","0.0107564976647634","0.00751447410705125","0.0139985212224756"
"Daily","2016","no migration background","(2b) intermediate general qualification","4","","",""
"Daily","2016","no migration background","(2a) intermediate vocational","35","0.00834132845422604","0.00576249238092111","0.010920164527531"
"Daily","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2016","no migration background","(2c_voc) vocational maturity certificate","12","","",""
"Daily","2016","no migration background","(3a) lower tertiary education","8","","",""
"Daily","2016","no migration background","(3b) higher tertiary education","16","","",""
"Daily","2016","direct migration background","(0) in school","","","",""
"Daily","2016","direct migration background","(1a) inadequately completed","10","","",""
"Daily","2016","direct migration background","(1b) general elementary school","11","","",""
"Daily","2016","direct migration background","(1c) basic vocational qualification","14","","",""
"Daily","2016","direct migration background","(2b) intermediate general qualification","2","","",""
"Daily","2016","direct migration background","(2a) intermediate vocational","5","","",""
"Daily","2016","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Daily","2016","direct migration background","(2c_voc) vocational maturity certificate","11","","",""
"Daily","2016","direct migration background","(3a) lower tertiary education","","","",""
"Daily","2016","direct migration background","(3b) higher tertiary education","12","","",""
"Daily","2016","indirect migration background","(0) in school","","","",""
"Daily","2016","indirect migration background","(1a) inadequately completed","","","",""
"Daily","2016","indirect migration background","(1b) general elementary school","3","","",""
"Daily","2016","indirect migration background","(1c) basic vocational qualification","5","","",""
"Daily","2016","indirect migration background","(2b) intermediate general qualification","1","","",""
"Daily","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","2016","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Daily","2016","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Daily","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","2016","indirect migration background","(3b) higher tertiary education","2","","",""
"Four to six days a week","2016","no migration background","(0) in school","3","","",""
"Four to six days a week","2016","no migration background","(1a) inadequately completed","6","","",""
"Four to six days a week","2016","no migration background","(1b) general elementary school","31","0.0225853323949359","0.0135423563140013","0.0316283084758706"
"Four to six days a week","2016","no migration background","(1c) basic vocational qualification","142","0.0438975349859423","0.0374587873236766","0.050336282648208"
"Four to six days a week","2016","no migration background","(2b) intermediate general qualification","8","","",""
"Four to six days a week","2016","no migration background","(2a) intermediate vocational","139","0.0340147844843156","0.0288750093390292","0.039154559629602"
"Four to six days a week","2016","no migration background","(2c_gen) general maturity certificate","6","","",""
"Four to six days a week","2016","no migration background","(2c_voc) vocational maturity certificate","31","0.0298082698384814","0.0212731359555446","0.0383434037214183"
"Four to six days a week","2016","no migration background","(3a) lower tertiary education","40","0.0218236302992116","0.0147437074870296","0.0289035531113936"
"Four to six days a week","2016","no migration background","(3b) higher tertiary education","67","0.03294207175093","0.0262760331785024","0.0396081103233576"
"Four to six days a week","2016","direct migration background","(0) in school","","","",""
"Four to six days a week","2016","direct migration background","(1a) inadequately completed","16","","",""
"Four to six days a week","2016","direct migration background","(1b) general elementary school","28","","",""
"Four to six days a week","2016","direct migration background","(1c) basic vocational qualification","43","0.0388943501811176","0.0262134178016331","0.0515752825606021"
"Four to six days a week","2016","direct migration background","(2b) intermediate general qualification","5","","",""
"Four to six days a week","2016","direct migration background","(2a) intermediate vocational","3","","",""
"Four to six days a week","2016","direct migration background","(2c_gen) general maturity certificate","16","","",""
"Four to six days a week","2016","direct migration background","(2c_voc) vocational maturity certificate","32","0.063678130142595","0.0463523197690678","0.0810039405161222"
"Four to six days a week","2016","direct migration background","(3a) lower tertiary education","5","","",""
"Four to six days a week","2016","direct migration background","(3b) higher tertiary education","52","0.047435336135611","0.0349471681065674","0.0599235041646546"
"Four to six days a week","2016","indirect migration background","(0) in school","4","","",""
"Four to six days a week","2016","indirect migration background","(1a) inadequately completed","3","","",""
"Four to six days a week","2016","indirect migration background","(1b) general elementary school","5","","",""
"Four to six days a week","2016","indirect migration background","(1c) basic vocational qualification","7","","",""
"Four to six days a week","2016","indirect migration background","(2b) intermediate general qualification","9","","",""
"Four to six days a week","2016","indirect migration background","(2a) intermediate vocational","10","","",""
"Four to six days a week","2016","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"Four to six days a week","2016","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Four to six days a week","2016","indirect migration background","(3a) lower tertiary education","1","","",""
"Four to six days a week","2016","indirect migration background","(3b) higher tertiary education","5","","",""
"Two to three days a week","2016","no migration background","(0) in school","26","","",""
"Two to three days a week","2016","no migration background","(1a) inadequately completed","22","","",""
"Two to three days a week","2016","no migration background","(1b) general elementary school","256","0.246090420036335","0.219874464150993","0.272306375921677"
"Two to three days a week","2016","no migration background","(1c) basic vocational qualification","935","0.24783983506949","0.234270147775838","0.261409522363141"
"Two to three days a week","2016","no migration background","(2b) intermediate general qualification","90","0.202829509243595","0.16685717259021","0.238801845896981"
"Two to three days a week","2016","no migration background","(2a) intermediate vocational","1102","0.243665729911346","0.231493248103358","0.255838211719333"
"Two to three days a week","2016","no migration background","(2c_gen) general maturity certificate","117","0.178958160674754","0.149955006643359","0.20796131470615"
"Two to three days a week","2016","no migration background","(2c_voc) vocational maturity certificate","315","0.2516463445974","0.229866141535169","0.273426547659631"
"Two to three days a week","2016","no migration background","(3a) lower tertiary education","390","0.247148367114165","0.22624626272152","0.26805047150681"
"Two to three days a week","2016","no migration background","(3b) higher tertiary education","645","0.224693985262781","0.209105697181748","0.240282273343814"
"Two to three days a week","2016","direct migration background","(0) in school","6","","",""
"Two to three days a week","2016","direct migration background","(1a) inadequately completed","89","0.331793098464115","0.278511577185819","0.385074619742411"
"Two to three days a week","2016","direct migration background","(1b) general elementary school","208","0.351718292085838","0.316545177751059","0.386891406420617"
"Two to three days a week","2016","direct migration background","(1c) basic vocational qualification","232","0.260016379900075","0.231246783550781","0.288785976249369"
"Two to three days a week","2016","direct migration background","(2b) intermediate general qualification","17","","",""
"Two to three days a week","2016","direct migration background","(2a) intermediate vocational","56","0.177245039138107","0.129132009252975","0.225358069023239"
"Two to three days a week","2016","direct migration background","(2c_gen) general maturity certificate","107","0.299824237125704","0.254175421530901","0.345473052720508"
"Two to three days a week","2016","direct migration background","(2c_voc) vocational maturity certificate","218","0.256868180256363","0.225867308586746","0.28786905192598"
"Two to three days a week","2016","direct migration background","(3a) lower tertiary education","18","","",""
"Two to three days a week","2016","direct migration background","(3b) higher tertiary education","315","0.314132820965308","0.28686332087062","0.341402321059997"
"Two to three days a week","2016","indirect migration background","(0) in school","14","","",""
"Two to three days a week","2016","indirect migration background","(1a) inadequately completed","4","","",""
"Two to three days a week","2016","indirect migration background","(1b) general elementary school","31","0.213440088790032","0.151109971034344","0.27577020654572"
"Two to three days a week","2016","indirect migration background","(1c) basic vocational qualification","47","0.292468716599632","0.230648722871741","0.354288710327524"
"Two to three days a week","2016","indirect migration background","(2b) intermediate general qualification","22","","",""
"Two to three days a week","2016","indirect migration background","(2a) intermediate vocational","39","0.142660075019629","0.0983219943837676","0.18699815565549"
"Two to three days a week","2016","indirect migration background","(2c_gen) general maturity certificate","30","0.146147200215106","0.0957850873156473","0.196509313114565"
"Two to three days a week","2016","indirect migration background","(2c_voc) vocational maturity certificate","20","","",""
"Two to three days a week","2016","indirect migration background","(3a) lower tertiary education","14","","",""
"Two to three days a week","2016","indirect migration background","(3b) higher tertiary education","39","0.249452458512976","0.184787818353021","0.31411709867293"
"Two to four days a month","2016","no migration background","(0) in school","93","0.463819795280991","0.396531908162109","0.531107682399873"
"Two to four days a month","2016","no migration background","(1a) inadequately completed","57","0.388792512600022","0.311296460934478","0.466288564265567"
"Two to four days a month","2016","no migration background","(1b) general elementary school","409","0.43061815421008","0.400480691339105","0.460755617081056"
"Two to four days a month","2016","no migration background","(1c) basic vocational qualification","1831","0.46323472513891","0.447562816929451","0.47890663334837"
"Two to four days a month","2016","no migration background","(2b) intermediate general qualification","198","0.408314961351719","0.364343549230804","0.452286373472633"
