"ple0180","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Not Employed","lower secondary degree","38","0.0130124496389503","0.00891318993373122","0.0171117093441695"
"Daily","2016","Not Employed","secondary school degree","22","","",""
"Daily","2016","Not Employed","college entrance qualification","15","","",""
"Daily","2016","Not Employed","Other degree","13","","",""
"Daily","2016","Not Employed","no degree/no degree yet","4","","",""
"Daily","2016","Employed","lower secondary degree","22","","",""
"Daily","2016","Employed","secondary school degree","30","0.00547527590191105","0.00337521289399888","0.00757533890982322"
"Daily","2016","Employed","college entrance qualification","25","","",""
"Daily","2016","Employed","Other degree","32","0.0142352716272949","0.00940977396148998","0.0190607692930998"
"Daily","2016","Employed","no degree/no degree yet","9","","",""
"Four to six days a week","2016","Not Employed","lower secondary degree","113","0.0388183392262751","0.0318313306098899","0.0458053478426603"
"Four to six days a week","2016","Not Employed","secondary school degree","51","0.0313090052888555","0.0232480741267929","0.0393699364509181"
"Four to six days a week","2016","Not Employed","college entrance qualification","53","0.0460017293183456","0.0355321122816881","0.0564713463550031"
"Four to six days a week","2016","Not Employed","Other degree","25","","",""
"Four to six days a week","2016","Not Employed","no degree/no degree yet","20","","",""
"Four to six days a week","2016","Employed","lower secondary degree","95","0.0411259297133681","0.033791431323137","0.0484604281035991"
"Four to six days a week","2016","Employed","secondary school degree","142","0.0353654484692006","0.0301089986794807","0.0406218982589205"
"Four to six days a week","2016","Employed","college entrance qualification","101","0.0242996496827807","0.020111741355278","0.0284875580102834"
"Four to six days a week","2016","Employed","Other degree","114","0.05496580884052","0.0456816477859925","0.0642499698950476"
"Four to six days a week","2016","Employed","no degree/no degree yet","12","","",""
"Two to three days a week","2016","Not Employed","lower secondary degree","844","0.292081416291135","0.275633394036672","0.308529438545599"
"Two to three days a week","2016","Not Employed","secondary school degree","517","0.301749078972717","0.280502614010398","0.322995543935036"
"Two to three days a week","2016","Not Employed","college entrance qualification","424","0.289452091176257","0.26678713144088","0.312117050911635"
"Two to three days a week","2016","Not Employed","Other degree","337","0.403243541946738","0.371665114567504","0.434821969325973"
"Two to three days a week","2016","Not Employed","no degree/no degree yet","97","0.195031094931728","0.160404835371974","0.229657354491482"
"Two to three days a week","2016","Employed","lower secondary degree","532","0.195634361278992","0.180982895025303","0.210285827532681"
"Two to three days a week","2016","Employed","secondary school degree","965","0.207928410980864","0.196378977978093","0.219477843983636"
"Two to three days a week","2016","Employed","college entrance qualification","1039","0.204345652076512","0.193378752904043","0.215312551248981"
"Two to three days a week","2016","Employed","Other degree","589","0.274393584038535","0.25621708965442","0.29257007842265"
"Two to three days a week","2016","Employed","no degree/no degree yet","64","0.213760016533901","0.167976037629088","0.259543995438714"
"Two to four days a month","2016","Not Employed","lower secondary degree","1326","0.455497993371172","0.437483873773907","0.473512112968437"
"Two to four days a month","2016","Not Employed","secondary school degree","827","0.449355370683719","0.426330954945462","0.472379786421976"
"Two to four days a month","2016","Not Employed","college entrance qualification","702","0.436445582004633","0.41165978414448","0.461231379864786"
"Two to four days a month","2016","Not Employed","Other degree","355","0.3629324745845","0.331978681681865","0.393886267487134"
"Two to four days a month","2016","Not Employed","no degree/no degree yet","197","0.411663313649771","0.368655422652997","0.454671204646545"
"Two to four days a month","2016","Employed","lower secondary degree","1266","0.447353050086064","0.428988476198067","0.465717623974061"
"Two to four days a month","2016","Employed","secondary school degree","2245","0.453567350519607","0.439399278968414","0.4677354220708"
"Two to four days a month","2016","Employed","college entrance qualification","2732","0.517131425613407","0.503540348836636","0.530722502390179"
"Two to four days a month","2016","Employed","Other degree","1060","0.404637926498753","0.384644074673477","0.424631778324028"
"Two to four days a month","2016","Employed","no degree/no degree yet","116","0.386667795555151","0.332281482469653","0.44105410864065"
"Once a month or less","2016","Not Employed","lower secondary degree","471","0.155909502169894","0.142787477090542","0.169031527249247"
"Once a month or less","2016","Not Employed","secondary school degree","266","0.143128178441126","0.126918348863599","0.159338008018654"
"Once a month or less","2016","Not Employed","college entrance qualification","245","0.156666028614709","0.138500119458611","0.174831937770806"
"Once a month or less","2016","Not Employed","Other degree","148","0.157075043245908","0.133651301342636","0.18049878514918"
"Once a month or less","2016","Not Employed","no degree/no degree yet","129","0.269403922597378","0.230633126022395","0.30817471917236"
"Once a month or less","2016","Employed","lower secondary degree","702","0.247750971916169","0.23180612819915","0.263695815633188"
"Once a month or less","2016","Employed","secondary school degree","1074","0.235172067442543","0.223102373223397","0.247241761661689"
"Once a month or less","2016","Employed","college entrance qualification","942","0.173747656899917","0.163442496403336","0.184052817396498"
