"ple0180","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Daily","2016","(0) in school","Male","","","",""
"Daily","2016","(0) in school","Female","","","",""
"Daily","2016","(1a) inadequately completed","Male","6","","",""
"Daily","2016","(1a) inadequately completed","Female","7","","",""
"Daily","2016","(1b) general elementary school","Male","10","","",""
"Daily","2016","(1b) general elementary school","Female","12","","",""
"Daily","2016","(1c) basic vocational qualification","Male","35","0.0138970435645467","0.00946004049196409","0.0183340466371294"
"Daily","2016","(1c) basic vocational qualification","Female","20","","",""
"Daily","2016","(2b) intermediate general qualification","Male","6","","",""
"Daily","2016","(2b) intermediate general qualification","Female","1","","",""
"Daily","2016","(2a) intermediate vocational","Male","21","","",""
"Daily","2016","(2a) intermediate vocational","Female","19","","",""
"Daily","2016","(2c_gen) general maturity certificate","Male","5","","",""
"Daily","2016","(2c_gen) general maturity certificate","Female","3","","",""
"Daily","2016","(2c_voc) vocational maturity certificate","Male","15","","",""
"Daily","2016","(2c_voc) vocational maturity certificate","Female","12","","",""
"Daily","2016","(3a) lower tertiary education","Male","6","","",""
"Daily","2016","(3a) lower tertiary education","Female","2","","",""
"Daily","2016","(3b) higher tertiary education","Male","16","","",""
"Daily","2016","(3b) higher tertiary education","Female","14","","",""
"Four to six days a week","2016","(0) in school","Male","5","","",""
"Four to six days a week","2016","(0) in school","Female","2","","",""
"Four to six days a week","2016","(1a) inadequately completed","Male","11","","",""
"Four to six days a week","2016","(1a) inadequately completed","Female","14","","",""
"Four to six days a week","2016","(1b) general elementary school","Male","31","0.0386404513238589","0.0246971992650686","0.0525837033826492"
"Four to six days a week","2016","(1b) general elementary school","Female","33","0.0251203367724287","0.0161801190845663","0.034060554460291"
"Four to six days a week","2016","(1c) basic vocational qualification","Male","95","0.0373823544535606","0.030192375414493","0.0445723334926282"
"Four to six days a week","2016","(1c) basic vocational qualification","Female","97","0.0485414647290529","0.0397890037110349","0.0572939257470708"
"Four to six days a week","2016","(2b) intermediate general qualification","Male","18","","",""
"Four to six days a week","2016","(2b) intermediate general qualification","Female","4","","",""
"Four to six days a week","2016","(2a) intermediate vocational","Male","73","0.0390538738366451","0.03072259974907","0.0473851479242202"
"Four to six days a week","2016","(2a) intermediate vocational","Female","79","0.0287942830017572","0.0229838733462238","0.0346046926572906"
"Four to six days a week","2016","(2c_gen) general maturity certificate","Male","11","","",""
"Four to six days a week","2016","(2c_gen) general maturity certificate","Female","19","","",""
