"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","direct migration background","3.91","4","528","2","3","5","6","3.77","4.05","4","4"
"2005","16-34 y.","indirect migration background","3.85","4","661","2","2","5","6","3.72","3.98","4","4"
"2005","16-34 y.","no migration background","3.91","4","4132","2","3","5","6","3.86","3.96","4","4"
"2005","35-65 y.","direct migration background","4.43","5","1468","2","3","6","7","4.34","4.52","4","5"
"2005","35-65 y.","indirect migration background","3.76","4","155","1","3","5","6","3.5","4.02","4","4"
"2005","35-65 y.","no migration background","4.09","4","9973","2","3","5","6","4.06","4.12","4","4"
"2005","66 and older","direct migration background","4.64","5","366","2","4","6","7","4.47","4.81","4","5"
"2005","66 and older","indirect migration background","","","","","","","","","","",""
"2005","66 and older","no migration background","4.41","4","3402","2","3","6","6","4.36","4.46","4","4"
"2006","16-34 y.","direct migration background","","","","","","","","","","",""
"2006","16-34 y.","indirect migration background","","","","","","","","","","",""
"2006","16-34 y.","no migration background","","","","","","","","","","",""
"2006","35-65 y.","direct migration background","","","","","","","","","","",""
"2006","35-65 y.","indirect migration background","","","","","","","","","","",""
"2006","35-65 y.","no migration background","","","","","","","","","","",""
"2006","66 and older","direct migration background","","","","","","","","","","",""
"2006","66 and older","indirect migration background","","","","","","","","","","",""
"2006","66 and older","no migration background","","","","","","","","","","",""
"2007","16-34 y.","direct migration background","","","","","","","","","","",""
"2007","16-34 y.","indirect migration background","","","","","","","","","","",""
"2007","16-34 y.","no migration background","","","","","","","","","","",""
"2007","35-65 y.","direct migration background","","","","","","","","","","",""
"2007","35-65 y.","indirect migration background","","","","","","","","","","",""
"2007","35-65 y.","no migration background","","","","","","","","","","",""
"2007","66 and older","direct migration background","","","","","","","","","","",""
"2007","66 and older","indirect migration background","","","","","","","","","","",""
"2007","66 and older","no migration background","","","","","","","","","","",""
"2008","16-34 y.","direct migration background","","","","","","","","","","",""
"2008","16-34 y.","indirect migration background","","","","","","","","","","",""
"2008","16-34 y.","no migration background","","","","","","","","","","",""
"2008","35-65 y.","direct migration background","","","","","","","","","","",""
"2008","35-65 y.","indirect migration background","","","","","","","","","","",""
"2008","35-65 y.","no migration background","","","","","","","","","","",""
"2008","66 and older","direct migration background","","","","","","","","","","",""
"2008","66 and older","indirect migration background","","","","","","","","","","",""
"2008","66 and older","no migration background","","","","","","","","","","",""
"2009","16-34 y.","direct migration background","3.73","4","295","1","2","5","6","3.53","3.93","4","4"
"2009","16-34 y.","indirect migration background","3.79","4","515","1","3","5","6","3.65","3.93","4","4"
"2009","16-34 y.","no migration background","3.8","4","3173","2","3","5","6","3.74","3.86","4","4"
"2009","35-65 y.","direct migration background","4.22","4","1017","2","3","5","6","4.12","4.32","4","4"
"2009","35-65 y.","indirect migration background","3.94","4","190","2","2","5","6","3.7","4.18","4","4"
"2009","35-65 y.","no migration background","4.08","4","8628","2","3","5","6","4.05","4.11","4","4"
"2009","66 and older","direct migration background","4.61","5","333","2","4","6","7","4.45","4.77","4","5"
"2009","66 and older","indirect migration background","","","","","","","","","","",""
"2009","66 and older","no migration background","4.43","4","3807","2","4","6","6","4.38","4.48","4","4"
"2010","16-34 y.","direct migration background","","","","","","","","","","",""
"2010","16-34 y.","indirect migration background","","","","","","","","","","",""
"2010","16-34 y.","no migration background","","","","","","","","","","",""
"2010","35-65 y.","direct migration background","","","","","","","","","","",""
"2010","35-65 y.","indirect migration background","","","","","","","","","","",""
"2010","35-65 y.","no migration background","","","","","","","","","","",""
"2010","66 and older","direct migration background","","","","","","","","","","",""
"2010","66 and older","indirect migration background","","","","","","","","","","",""
"2010","66 and older","no migration background","","","","","","","","","","",""
"2011","16-34 y.","direct migration background","","","","","","","","","","",""
"2011","16-34 y.","indirect migration background","","","","","","","","","","",""
"2011","16-34 y.","no migration background","","","","","","","","","","",""
"2011","35-65 y.","direct migration background","","","","","","","","","","",""
"2011","35-65 y.","indirect migration background","","","","","","","","","","",""
"2011","35-65 y.","no migration background","","","","","","","","","","",""
"2011","66 and older","direct migration background","","","","","","","","","","",""
"2011","66 and older","indirect migration background","","","","","","","","","","",""
"2011","66 and older","no migration background","","","","","","","","","","",""
"2012","16-34 y.","direct migration background","3.84","4","408","1","2","5","6","3.68","4","4","4"
"2012","16-34 y.","indirect migration background","3.27","3","243","1","2","5","5","3.05","3.49","3","4"
"2012","16-34 y.","no migration background","3.72","4","1548","1","2","5","6","3.64","3.8","4","4"
"2012","35-65 y.","direct migration background","3.99","4","679","2","3","5","6","3.87","4.11","4","4"
"2012","35-65 y.","indirect migration background","3.83","4","241","1","2","5","6","3.61","4.05","3","4"
"2012","35-65 y.","no migration background","3.83","4","3975","2","3","5","6","3.78","3.88","4","4"
"2012","66 and older","direct migration background","","","","","","","","","","",""
"2012","66 and older","indirect migration background","","","","","","","","","","",""
"2012","66 and older","no migration background","","","","","","","","","","",""
"2013","16-34 y.","direct migration background","3.62","4","284","2","3","5","5","3.43","3.81","3","4"
"2013","16-34 y.","indirect migration background","3.71","4","424","2","2","5","6","3.55","3.87","3","4"
"2013","16-34 y.","no migration background","3.78","4","2986","2","2","5","6","3.72","3.84","4","4"
"2013","35-65 y.","direct migration background","4.14","4","1030","2","3","5","6","4.04","4.24","4","4"
"2013","35-65 y.","indirect migration background","3.91","4","286","2","3","5","6","3.73","4.09","4","4"
