"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Female","4.4","4","1250","2","3","6","7","7","4.31","4.49","1","7","4","5"
"2005","direct migration background","Male","4.26","4","1112","2","3","6","6","7","4.16","4.36","1","7","4","4"
"2005","indirect migration background","Female","3.85","4","423","1","2","5","6","7","3.69","4.01","1","7","4","4"
"2005","indirect migration background","Male","3.84","4","404","2","3","5","6","7","3.68","4","1","7","4","4"
"2005","no migration background","Female","4.11","4","9133","2","3","5","6","7","4.08","4.14","1","7","4","4"
"2005","no migration background","Male","4.14","4","8374","2","3","5","6","7","4.11","4.17","1","7","4","4"
"2006","direct migration background","Female","","","","","","","","","","","","","",""
"2006","direct migration background","Male","","","","","","","","","","","","","",""
"2006","indirect migration background","Female","","","","","","","","","","","","","",""
"2006","indirect migration background","Male","","","","","","","","","","","","","",""
"2006","no migration background","Female","","","","","","","","","","","","","",""
"2006","no migration background","Male","","","","","","","","","","","","","",""
"2007","direct migration background","Female","","","","","","","","","","","","","",""
"2007","direct migration background","Male","","","","","","","","","","","","","",""
"2007","indirect migration background","Female","","","","","","","","","","","","","",""
"2007","indirect migration background","Male","","","","","","","","","","","","","",""
"2007","no migration background","Female","","","","","","","","","","","","","",""
"2007","no migration background","Male","","","","","","","","","","","","","",""
"2008","direct migration background","Female","","","","","","","","","","","","","",""
"2008","direct migration background","Male","","","","","","","","","","","","","",""
"2008","indirect migration background","Female","","","","","","","","","","","","","",""
"2008","indirect migration background","Male","","","","","","","","","","","","","",""
"2008","no migration background","Female","","","","","","","","","","","","","",""
"2008","no migration background","Male","","","","","","","","","","","","","",""
"2009","direct migration background","Female","4.17","4","894","2","3","5","6","7","4.06","4.28","1","7","4","4"
"2009","direct migration background","Male","4.2","4","751","2","3","6","6","7","4.08","4.32","1","7","4","4"
"2009","indirect migration background","Female","3.77","4","368","1","2","5","6","7","3.59","3.95","1","7","4","4"
"2009","indirect migration background","Male","3.89","4","343","2","3","5","6","7","3.72","4.06","1","7","4","4"
"2009","no migration background","Female","4.09","4","8128","2","3","5","6","7","4.06","4.12","1","7","4","4"
"2009","no migration background","Male","4.14","4","7480","2","3","5","6","7","4.1","4.18","1","7","4","4"
"2010","direct migration background","Female","","","","","","","","","","","","","",""
"2010","direct migration background","Male","","","","","","","","","","","","","",""
"2010","indirect migration background","Female","","","","","","","","","","","","","",""
"2010","indirect migration background","Male","","","","","","","","","","","","","",""
"2010","no migration background","Female","","","","","","","","","","","","","",""
"2010","no migration background","Male","","","","","","","","","","","","","",""
"2011","direct migration background","Female","","","","","","","","","","","","","",""
"2011","direct migration background","Male","","","","","","","","","","","","","",""
"2011","indirect migration background","Female","","","","","","","","","","","","","",""
"2011","indirect migration background","Male","","","","","","","","","","","","","",""
"2011","no migration background","Female","","","","","","","","","","","","","",""
"2011","no migration background","Male","","","","","","","","","","","","","",""
"2012","direct migration background","Female","3.82","4","605","1","2","5","6","7","3.68","3.96","1","7","4","4"
"2012","direct migration background","Male","4.06","4","483","2","3","5","6","7","3.92","4.2","1","7","4","4"
"2012","indirect migration background","Female","3.26","3","287","1","2","5","5","7","3.07","3.45","1","7","3","4"
"2012","indirect migration background","Male","3.82","4","197","1","2","5","6","7","3.57","4.07","1","7","4","4"
"2012","no migration background","Female","3.73","4","3340","1","2","5","6","7","3.67","3.79","1","7","4","4"
"2012","no migration background","Male","3.89","4","2206","2","3","5","6","7","3.82","3.96","1","7","4","4"
"2013","direct migration background","Female","4.08","4","951","2","3","5","6","7","3.97","4.19","1","7","4","4"
"2013","direct migration background","Male","4.2","4","733","2","3","5","6","7","4.08","4.32","1","7","4","4"
"2013","indirect migration background","Female","3.75","4","370","2","2","5","6","7","3.58","3.92","1","7","4","4"
"2013","indirect migration background","Male","3.82","4","345","2","2","5","6","7","3.65","3.99","1","7","4","4"
"2013","no migration background","Female","4.16","4","8709","2","3","5","6","7","4.13","4.19","1","7","4","4"
"2013","no migration background","Male","4.22","4","7744","2","3","5","6","7","4.19","4.25","1","7","4","4"
"2014","direct migration background","Female","","","","","","","","","","","","","",""
"2014","direct migration background","Male","","","","","","","","","","","","","",""
"2014","indirect migration background","Female","","","","","","","","","","","","","",""
"2014","indirect migration background","Male","","","","","","","","","","","","","",""
"2014","no migration background","Female","","","","","","","","","","","","","",""
"2014","no migration background","Male","","","","","","","","","","","","","",""
"2015","direct migration background","Female","","","","","","","","","","","","","",""
"2015","direct migration background","Male","","","","","","","","","","","","","",""
"2015","indirect migration background","Female","","","","","","","","","","","","","",""
"2015","indirect migration background","Male","","","","","","","","","","","","","",""
"2015","no migration background","Female","","","","","","","","","","","","","",""
"2015","no migration background","Male","","","","","","","","","","","","","",""
"2016","direct migration background","Female","","","","","","","","","","","","","",""
"2016","direct migration background","Male","","","","","","","","","","","","","",""
"2016","indirect migration background","Female","","","","","","","","","","","","","",""
"2016","indirect migration background","Male","","","","","","","","","","","","","",""
"2016","no migration background","Female","","","","","","","","","","","","","",""
"2016","no migration background","Male","","","","","","","","","","","","","",""
"2017","direct migration background","Female","4.08","4","3493","2","3","5","6","7","4.02","4.14","1","7","4","4"
"2017","direct migration background","Male","4.12","4","3689","2","3","5","6","7","4.06","4.18","1","7","4","4"
"2017","indirect migration background","Female","3.76","4","924","1","2","5","6","7","3.65","3.87","1","7","4","4"
"2017","indirect migration background","Male","3.92","4","788","2","3","5","6","7","3.81","4.03","1","7","4","4"
"2017","no migration background","Female","4.05","4","10841","2","3","5","6","7","4.02","4.08","1","7","4","4"
"2017","no migration background","Male","4.11","4","9451","2","3","5","6","7","4.08","4.14","1","7","4","4"
"2018","direct migration background","Female","","","","","","","","","","","","","",""
"2018","direct migration background","Male","","","","","","","","","","","","","",""
"2018","indirect migration background","Female","","","","","","","","","","","","","",""
"2018","indirect migration background","Male","","","","","","","","","","","","","",""
"2018","no migration background","Female","","","","","","","","","","","","","",""
"2018","no migration background","Male","","","","","","","","","","","","","",""
"2019","direct migration background","Female","3.93","4","2095","2","3","5","6","7","3.86","4","1","7","4","4"
"2019","direct migration background","Male","4.02","4","1733","2","3","5","6","7","3.94","4.1","1","7","4","4"
"2019","indirect migration background","Female","3.61","4","902","1","2","5","6","7","3.5","3.72","1","7","3","4"
"2019","indirect migration background","Male","3.86","4","796","2","3","5","6","7","3.75","3.97","1","7","4","4"
"2019","no migration background","Female","3.92","4","10464","2","3","5","6","7","3.89","3.95","1","7","4","4"
"2019","no migration background","Male","4.07","4","9761","2","3","5","6","7","4.04","4.1","1","7","4","4"
