"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","direct migration background","Ostdeutschland, neue Bundeslaender","4.5","4","98","2","3","6","7","4.17","4.83","4","5"
"2005","direct migration background","Westdeutschland, alte Bundeslaender","4.33","4","2264","2","3","6","6","4.26","4.4","4","4"
"2005","indirect migration background","Ostdeutschland, neue Bundeslaender","3.82","4","35","2","3","5","6","3.22","4.42","3","5"
"2005","indirect migration background","Westdeutschland, alte Bundeslaender","3.85","4","792","2","2","5","6","3.74","3.96","4","4"
"2005","no migration background","Ostdeutschland, neue Bundeslaender","4.1","4","4908","2","3","5","6","4.05","4.15","4","4"
"2005","no migration background","Westdeutschland, alte Bundeslaender","4.13","4","12599","2","3","5","6","4.1","4.16","4","4"
"2006","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","direct migration background","Ostdeutschland, neue Bundeslaender","4.64","5","74","2","4","6","6","4.23","5.05","4","5"
"2009","direct migration background","Westdeutschland, alte Bundeslaender","4.17","4","1571","2","3","5","6","4.09","4.25","4","4"
"2009","indirect migration background","Ostdeutschland, neue Bundeslaender","3.99","4","41","2","3","5","6","3.54","4.44","3","4"
"2009","indirect migration background","Westdeutschland, alte Bundeslaender","3.83","4","670","1","3","5","6","3.7","3.96","4","4"
"2009","no migration background","Ostdeutschland, neue Bundeslaender","4.13","4","4413","2","3","5","6","4.08","4.18","4","4"
"2009","no migration background","Westdeutschland, alte Bundeslaender","4.11","4","11195","2","3","5","6","4.08","4.14","4","4"
"2010","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
