"year","pgcasmin","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","(0) in school","Female","3.79","4","341","3.61","3.97","2","2","5","6"
"2005","(0) in school","Male","3.72","4","313","3.54","3.9","1","2","5","6"
"2005","(1a) inadequately completed","Female","4.69","5","141","4.38","5","2","4","6","7"
"2005","(1a) inadequately completed","Male","4.32","4.72","106","3.98","4.66","1","3","6","7"
"2005","(1b) general elementary school","Female","4.46","4","1287","4.37","4.55","2","3","6","7"
"2005","(1b) general elementary school","Male","4.34","4","575","4.2","4.48","2","3","6","7"
"2005","(1c) basic vocational qualification","Female","4.2","4","2629","4.14","4.26","2","3","6","6"
"2005","(1c) basic vocational qualification","Male","4.2","4","3077","4.14","4.26","2","3","5","6"
"2005","(2a) intermediate vocational","Female","4.1","4","2735","4.04","4.16","2","3","5","6"
"2005","(2a) intermediate vocational","Male","4.14","4","2062","4.07","4.21","2","3","5","6"
"2005","(2b) intermediate general qualification","Female","3.89","4","354","3.72","4.06","2","3","5","6"
"2005","(2b) intermediate general qualification","Male","3.41","3","226","3.19","3.63","1","2","5","6"
"2005","(2c_gen) general maturity certificate","Female","4.09","4","433","3.93","4.25","2","3","5","6"
"2005","(2c_gen) general maturity certificate","Male","4.05","4","364","3.89","4.21","2","3","5","6"
"2005","(2c_voc) vocational maturity certificate","Female","3.95","4","846","3.84","4.06","2","3","5","6"
"2005","(2c_voc) vocational maturity certificate","Male","4.08","4","670","3.96","4.2","2","3","5","6"
"2005","(3a) lower tertiary education","Female","3.91","4","767","3.8","4.02","2","3","5","6"
"2005","(3a) lower tertiary education","Male","4.12","4","881","4.02","4.22","2","3","5","6"
"2005","(3b) higher tertiary education","Female","3.95","4","1091","3.86","4.04","2","3","5","6"
"2005","(3b) higher tertiary education","Male","4.21","4","1426","4.13","4.29","2","3","5","6"
"2006","(0) in school","Female","","","","","","","","",""
"2006","(0) in school","Male","","","","","","","","",""
"2006","(1a) inadequately completed","Female","","","","","","","","",""
"2006","(1a) inadequately completed","Male","","","","","","","","",""
"2006","(1b) general elementary school","Female","","","","","","","","",""
"2006","(1b) general elementary school","Male","","","","","","","","",""
"2006","(1c) basic vocational qualification","Female","","","","","","","","",""
"2006","(1c) basic vocational qualification","Male","","","","","","","","",""
"2006","(2a) intermediate vocational","Female","","","","","","","","",""
"2006","(2a) intermediate vocational","Male","","","","","","","","",""
"2006","(2b) intermediate general qualification","Female","","","","","","","","",""
"2006","(2b) intermediate general qualification","Male","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2006","(3a) lower tertiary education","Female","","","","","","","","",""
"2006","(3a) lower tertiary education","Male","","","","","","","","",""
"2006","(3b) higher tertiary education","Female","","","","","","","","",""
"2006","(3b) higher tertiary education","Male","","","","","","","","",""
"2007","(0) in school","Female","","","","","","","","",""
"2007","(0) in school","Male","","","","","","","","",""
"2007","(1a) inadequately completed","Female","","","","","","","","",""
"2007","(1a) inadequately completed","Male","","","","","","","","",""
"2007","(1b) general elementary school","Female","","","","","","","","",""
"2007","(1b) general elementary school","Male","","","","","","","","",""
"2007","(1c) basic vocational qualification","Female","","","","","","","","",""
"2007","(1c) basic vocational qualification","Male","","","","","","","","",""
"2007","(2a) intermediate vocational","Female","","","","","","","","",""
"2007","(2a) intermediate vocational","Male","","","","","","","","",""
"2007","(2b) intermediate general qualification","Female","","","","","","","","",""
"2007","(2b) intermediate general qualification","Male","","","","","","","","",""
"2007","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2007","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2007","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2007","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2007","(3a) lower tertiary education","Female","","","","","","","","",""
"2007","(3a) lower tertiary education","Male","","","","","","","","",""
"2007","(3b) higher tertiary education","Female","","","","","","","","",""
"2007","(3b) higher tertiary education","Male","","","","","","","","",""
"2008","(0) in school","Female","","","","","","","","",""
"2008","(0) in school","Male","","","","","","","","",""
"2008","(1a) inadequately completed","Female","","","","","","","","",""
"2008","(1a) inadequately completed","Male","","","","","","","","",""
"2008","(1b) general elementary school","Female","","","","","","","","",""
"2008","(1b) general elementary school","Male","","","","","","","","",""
"2008","(1c) basic vocational qualification","Female","","","","","","","","",""
"2008","(1c) basic vocational qualification","Male","","","","","","","","",""
"2008","(2a) intermediate vocational","Female","","","","","","","","",""
"2008","(2a) intermediate vocational","Male","","","","","","","","",""
