"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","general elemantary","","","","","","","","","","",""
"2005","college entrance qualification","higher education","4.05","4","3159","2","3","5","6","4","4.1","4","4"
"2005","college entrance qualification","higher vocational","4.02","4","346","2","3","5","6","3.86","4.18","4","4"
"2005","college entrance qualification","in school","","","","","","","","","","",""
"2005","college entrance qualification","inadequately","","","","","","","","","","",""
"2005","college entrance qualification","middle vocational","4.06","4","732","2","3","5","6","3.94","4.18","4","4"
"2005","college entrance qualification","vocational + Abi","3.92","4","954","2","3","5","6","3.82","4.02","4","4"
"2005","lower secondary degree","general elemantary","4.36","4","1498","2","3","6","7","4.28","4.44","4","4"
"2005","lower secondary degree","higher education","4.36","4.26","183","2","3","6","6","4.13","4.59","4","5"
"2005","lower secondary degree","higher vocational","4.21","4","450","2","3","5","6","4.05","4.37","4","5"
"2005","lower secondary degree","in school","","","","","","","","","","",""
"2005","lower secondary degree","inadequately","","","","","","","","","","",""
"2005","lower secondary degree","middle vocational","4.19","4","4928","2","3","5","6","4.14","4.24","4","4"
"2005","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2005","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2005","no degree/no degree yet","higher education","","","","","","","","","","",""
"2005","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2005","no degree/no degree yet","in school","3.76","4","650","1","2","5","6","3.63","3.89","4","4"
"2005","no degree/no degree yet","inadequately","4.54","5","201","2","3","6","7","4.29","4.79","4","5"
"2005","no degree/no degree yet","middle vocational","4.19","4","46","2","3","6","6","3.65","4.73","3","5"
"2005","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2005","Other degree","general elemantary","4.8","5","330","2","4","6","7","4.62","4.98","4","5"
"2005","Other degree","higher education","4.2","4","186","2","3","5","6","3.97","4.43","4","4"
"2005","Other degree","higher vocational","4.28","4","54","2","4","6","6","3.8","4.76","4","6"
"2005","Other degree","in school","","","","","","","","","","",""
"2005","Other degree","inadequately","3.87","3","37","2","3","5","7","3.25","4.49","3","5"
"2005","Other degree","middle vocational","4.27","4","387","2","3","6","7","4.1","4.44","4","5"
